OH	OH	uh	O	oh	0
forth	forth	av	forth	forth	0
to	to	pc-acp	to	to	0
cutt	cutt	vvi	cut	cut	0
downe	downe	a-acp	down	down	0
all	all	d	all	all	0
the	the	dt	the	the	0
vines	vines	n2	vines	vine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vineyards	vineyards	n2	vineyards	vineyard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
winepresse	winepresse	n1	winepress	winepress	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wrath	wrath	n1	wrath	wrath	0
of	of	pp-f	of	of	0
almighty	almighty	j-jn	almighty	almighty	0
God	God	np1	God	God	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
again	again	av	again	again	0
and	and	cc	and	and	0
again	again	av	again	again	0
intreat	intreat	vvb	entreat	entreat	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
lording	lording	vvg	lording	lord	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
over	over	p-acp	over	over	0
Gods	Gods	npg1	Gods	God	0
inheritance	inheritance	n1	inheritance	inheritance	0
,	,	,	,	,	0
and	and	cc	and	and	0
rob	rob	vvb	rob	rob	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Majesty	Majesty	n1	Majesty	majesty	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
maintenaunce	maintenaunce	n1	maintenance	maintenance	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
nobility	nobility	n1	nobility	nobility	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
titles	titles	n2	titles	title	0
and	and	cc	and	and	0
dignityes	dignityes	n2	dignities	dignity	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
magistrates	magistrates	n2	magistrates	magistrate	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
power	power	n1	power	power	0
and	and	cc	and	and	0
authority	authority	n1	authority	authority	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
subjects	subjects	n2-jn	subject's	subject	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
rigths	rigths	vvz	rigths	rigth	0
and	and	cc	and	and	0
inheritances	inheritances	n2	inheritances	inheritance	0
,	,	,	,	,	0
take	take	vvb	take	take	0
not	not	xx	not	not	0
the	the	dt	the	the	0
garmente	garmente	n1	garment	garment	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
widdow	widdow	n1	widow	widow	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
bread	bread	n1	bred	bread	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fatherles	fatherles	j	fatherless	fatherless	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
extortions	extortions	n2	extortions	extortion	0
,	,	,	,	,	0
eate	eate	vvb	eat	eat	0
not	not	xx	not	not	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
people	people	n1	people	people	0
like	like	av-j	like	like	0
bread	bread	vvn	bred	breed	0
any	any	d	any	any	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
bring	bring	vvb	bring	bring	0
a	a	dt	a	a	0
plague	plague	n1	plague	plague	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
hee	hee	pns31	he	he	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
pull	pull	vvi	pull	pull	0
your	your	po22	your	your	0
necks	necks	n2	necks	neck	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Christs	Christs	npg1	Christs	Christ	0
name	name	n1	name	name	0
be	be	vbb	be	be	0
honoured	honoured	vvn	honoured	honour	0
and	and	cc	and	and	0
sett	sett	vvn	set	set	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
offices	offices	n2	offices	office	0
and	and	cc	and	and	0
ordinaunces	ordinaunces	n2	ordinances	ordinance	0
on	on	p-acp	on	on	0
Sion	Sion	np1	Sion	Zion	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
mountain	mountain	n1	mountain	mountain	0
,	,	,	,	,	0
jussel	jussel	vvi	jussel	jussel	0
him	him	pno31	him	he	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Kingly	Kingly	j	Kingly	kingly	0
throne	throne	n1	throne	throne	0
;	;	;	;	;	0
lest	lest	cs	lest	lest	0
he	he	pns31	he	he	0
reckon	reckon	vvb	reckon	reckon	0
you	you	pn22	you	you	0
among	among	p-acp	among	among	0
his	his	po31	his	his	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
slay	slay	vvb	slay	slay	0
you	you	pn22	you	you	0
all	all	d	all	all	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
,	,	,	,	,	0
build	build	vvb	built	build	0
not	not	xx	not	not	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
Syon	Syon	np1	Syon	Zion	0
with	with	p-acp	with	with	0
bloods	bloods	n2	bloods	blood	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
your	your	po22	your	your	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
with	with	p-acp	with	with	0
crueltyes	crueltyes	n2	cruelties	cruelty	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
you	you	pn22	you	you	0
make	make	vvb	make	make	0
a	a	dt	a	a	0
fruitfull	fruitfull	j	fruitful	fruitful	0
land	land	n1	land	land	0
become	become	vvi	become	become	0
an	an	dt	and	a	0
heap	heap	n1	heap	heap	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
desolate	desolate	j	desolate	desolate	0
wildernes	wildernes	n1	wilderness	wilderness	0
,	,	,	,	,	0
think	think	vvb	think	think	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
cruelty	cruelty	n1	cruelty	cruelty	0
to	to	pc-acp	to	to	0
suppresse	suppresse	vvi	suppress	suppress	0
Gods	Gods	npg1	Gods	God	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
want	want	vvi	want	want	0
witnesses	witnesses	n2	witnesses	witness	0
,	,	,	,	,	0
God	God	np1	God	God	0
wil	wil	vmb	will	will	0
make	make	vvi	make	make	0
the	the	dt	the	the	0
stones	stones	n2	stones	stone	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
raise	raise	vvb	raise	raise	0
up	up	a-acp	up	up	0
witnesses	witnesses	n2	witnesses	witness	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
your	your	po22	your	your	0
forefathers	forefathers	n2	forefathers	forefather	0
have	have	vhb	have	have	0
slaine	slaine	vvn	slain	slay	0
,	,	,	,	,	0
digge	digge	vvb	dig	dig	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
so	so	av	so	so	0
deep	deep	av-jn	deep	deep	0
to	to	pc-acp	to	to	0
hide	hide	vvi	hide	hide	0
your	your	po22	your	your	0
counsells	counsells	n2	counsels	counsel	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
knowes	knowes	vvz	knows	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
revealed	revealed	vvn	revealed	reveal	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
saincts	saincts	n2	saints	saint	0
;	;	;	;	;	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
very	very	j	very	very	0
bellowes	bellowes	n2	bellows	bellows	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
blowes	blowes	vvz	blows	blow	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
kindleth	kindleth	vvz	kindleth	kindle	0
that	that	d	that	that	0
fire	fire	n1	fire	fire	0
of	of	pp-f	of	of	0
superstition	superstition	n1	superstition	superstition	0
and	and	cc	and	and	0
idolatrye	idolatrye	n1	idolatry	idolatry	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
English	English	jp	English	english	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
display	display	vvb	display	display	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
the	the	dt	the	the	0
coulours	coulours	n2	colours	colour	0
of	of	pp-f	of	of	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
camp	camp	n1	camp	camp	0
,	,	,	,	,	0
hold	hold	vvb	hold	hold	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
up	up	p-acp	up	up	0
the	the	dt	the	the	0
ensigne	ensigne	n1	ensign	ensign	0
staffe	staffe	n1	staff	staff	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
so	so	av	so	so	0
long	long	av-j	long	long	0
beaten	beaten	vvn	beaten	beat	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
people	people	n1	people	people	0
,	,	,	,	,	0
lay	lay	vvb	lay	lay	0
down	down	a-acp	down	down	0
your	your	po22	your	your	0
bucklers	bucklers	n2	bucklers	buckler	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
feete	feete	n2	feet	foot	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
he	he	pno31	he	he	0
possible	possible	av-j	possible	possible	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
finde	finde	vvi	find	find	0
mercy	mercy	n1	mercy	mercy	0
;	;	;	;	;	0
oh	oh	uh	o	oh	0
hear	hear	vvb	hear	hear	0
,	,	,	,	,	0
hear	hear	vvb	hear	hear	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
proud	proud	j	proud	proud	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
your	your	po22	your	your	0
bonds	bonds	n2	bonds	bond	0
increase	increase	vvi	increase	increase	0
;	;	;	;	;	0
let	let	vvb	let	let	0
not	not	xx	not	not	0
the	the	dt	the	the	0
soules	soules	n2	souls	soul	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
saints	saints	n2	saints	saint	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
you	you	pn22	you	you	0
contemne	contemne	vvb	contemn	contemn	0
)	)	)	)	)	0
weep	weep	vvb	weep	weep	0
anie	anie	d	any	any	0
longer	longer	av-jc	longer	long	0
in	in	p-acp	in	in	0
secret	secret	j-jn	secret	secret	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
pride	pride	n1	pride	pride	0
,	,	,	,	,	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
forsake	forsake	vvi	forsake	forsake	0
his	his	po31	his	his	0
people	people	n1	people	people	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
suffer	suffer	vvi	suffer	suffer	0
his	his	po31	his	his	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
led	led	vvn	led	lead	0
away	away	av	away	away	0
captive	captive	j-jn	captive	captive	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
sing	sing	vvi	sing	sing	0
the	the	dt	the	the	0
songs	songs	n2	songs	song	0
of	of	pp-f	of	of	0
Sion	Sion	np1	Sion	Zion	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Italian	Italian	jp	Italian	italian	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
ingage	ingage	vvi	engage	engage	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
King	King	n1	King	king	0
and	and	cc	and	and	0
coūtrye	coūtrye	n1	country	country	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
why	why	q-crq	why	why	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
thus	thus	av	thus	thus	0
speake	speake	vvi	speak	speak	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
?	?	?	?	?	0
can	can	vmb	can	can	0
a	a	dt	a	a	0
blackemoore	blackemoore	n1	blackemoore	blackamoor	0
change	change	vvi	change	change	0
his	his	po31	his	his	0
skin	skin	n1	skin	skin	0
?	?	?	?	?	1
Not	Not	xx	Not	not	0
unlesse	unlesse	cs	unless	unless	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
flead	flead	vvn	flayed	flay	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
more	more	dc	more	more	0
can	can	vmb	can	can	0
you	you	pn22	you	you	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
change	change	vvb	change	change	0
your	your	po22	your	your	0
na	na	fw-mi	na	na	0
∣	∣	sy	∣	∣	0
tures	tures	n1	tures	tures	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
wolvs	wolvs	n2	wolves	wolf	0
,	,	,	,	,	0
sheep	sheep	n1	sheep	sheep	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
lyons	lyons	n2	lyons	lion	0
,	,	,	,	,	0
lambs	lambs	n2	lambs	lamb	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
will	will	vmb	will	will	0
either	either	av-d	either	either	0
effect	effect	vvi	effect	effect	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
els	els	av	else	else	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
portion	portion	n1	portion	portion	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
beaste	beaste	n1	beast	beast	0
and	and	cc	and	and	0
the	the	dt	the	the	0
false	false	j	false	false	0
prophet	prophet	n1	prophet	prophet	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
those	those	d	those	those	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
the	the	dt	the	the	0
marke	marke	n1	mark	mark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
beast	beast	n1	beast	beast	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
foreheads	foreheads	n2	foreheads	forehead	0
and	and	cc	and	and	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
Thinke	Thinke	vvb	Think	think	0
not	not	xx	not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
aime	aime	vvb	aim	aim	0
at	at	p-acp	at	at	0
anie	anie	d	any	any	0
mans	mans	ng1	men	man	0
person	person	n1	person	person	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
unlawfullnes	unlawfullnes	n1	unlawfulness	unlawfulness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
callings	callings	n2	callings	calling	0
and	and	cc	and	and	0
standings	standings	n2-vvg	standings	stand	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
soule	soule	n1	soul	soul	0
pittyeth	pittyeth	vvz	pitieth	piti	0
your	your	po22	your	your	0
persons	persons	n2	persons	person	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
so	so	av	so	so	0
manie	manie	d	many	many	0
excellent	excellent	j	excellent	excellent	0
natu	natu	fw-la	natu	natu	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
manie	manie	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
indued	indued	vvn	endued	endue	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
bewitched	bewitched	vvn	bewitched	bewitch	0
with	with	p-acp	with	with	0
those	those	d	those	those	0
strong	strong	j	strong	strong	0
delusions	delusions	n2	delusions	delusion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
just	just	j	just	just	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
sent	sent	vvn	sent	send	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
damnation	damnation	n1	damnation	damnation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
that	that	cst	that	that	0
receive	receive	vvb	receive	receive	0
not	not	xx	not	not	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
knows	knows	vvz	knows	know	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
anie	anie	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
you	you	pn22	you	you	0
good	good	j	good	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
little	little	j	little	little	0
hope	hope	n1	hope	hope	0
therfore	therfore	av	therefore	therefore	0
farewell	farewell	uh-n	farewell	farewell	0
.	.	.	.	.	1
