Worshipful	Worshipful	j	Worshipful	worshipful	0
effusion	effusion	n1	effusion	effusion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bowels	Bowels	n2	Bowels	bowel	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
chil	chil	fw-la	chil	chil	0
∣	∣	sy	∣	∣	0
dren	dren	n1	dren	dren	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
then	then	av	then	then	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
:	:	:	:	:	0
no	no	dx	no	no	0
bowels	bowels	n2	bowels	bowel	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
civil	civil	j	civil	civil	0
,	,	,	,	,	0
or	or	cc	or	or	0
natural	natural	j	natural	natural	0
relations	relations	n2	relations	relation	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ceed	ceed	vvi	ceed	cee	0
theirs	theirs	png32	theirs	they	0
:	:	:	:	:	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
is	is	vbz	is	be	0
wonderful	wonderful	j	wondered	wonderful	0
,	,	,	,	,	0
sur	sur	fw-fr	sur	sur	0
∣	∣	sy	∣	∣	0
passing	passing	av-vvg	passing	pass	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
Ionathan	Ionathan	np1	Ionathan	Jonathan	0
,	,	,	,	,	0
that	that	cst	that	that	0
passed	passed	vvd	passed	pass	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
women	women	n2	women	woman	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
unbosoming	unbosoming	j-vvg	unbosoming	unbosome	0
hereof	hereof	av	hereof	hereof	0
as	as	p-acp	as	as	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
key	key	n1	key	key	0
,	,	,	,	,	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
opens	opens	vvz	opens	open	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
;	;	;	;	;	0
whilst	whilst	cs	while	while	0
the	the	dt	the	the	0
Colossians	Colossians	njp2	Colossians	colossian	0
behold	behold	vvb	behold	behold	0
the	the	dt	the	the	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
writer	writer	n1	writer	writer	0
:	:	:	:	:	0
Col.	Col.	np1	Col.	Col.	1
2.2	2.2	crd	2.2	2.2	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
ye	ye	pn22	you	you	0
knew	knew	vvd	knew	know	0
what	what	r-crq	what	what	0
great	great	j	great	great	0
conflict	conflict	n1	conflict	conflict	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Hence	Hence	av	Hence	hence	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
measure	measure	n1	measure	measure	0
is	is	vbz	is	be	0
this	this	d	this	this	0
present	present	j	present	present	0
labor	labor	n1	labour	labour	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
truths	truths	ng1	truths	truth	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sake	sake	n1	sake	sake	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
shall	shall	vmb	shall	shall	0
accept	accept	vvi	accept	accept	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
conscience	conscience	n1	conscience	conscience	0
sake	sake	n1	sake	sake	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
this	this	d	this	this	0
end	end	n1	end	end	0
was	was	vbds	was	be	0
I	I	pns11	I	i	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
came	came	vvd	came	come	0
I	I	pns11	I	i	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bear	bear	vvi	bear	bear	0
witness	witness	n1	witness	witness	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
So	So	av	So	so	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
notwithstanding	notwithstanding	p-acp	notwithstanding	notwithstanding	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
was	was	vbds	was	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
then	then	av	then	then	0
maligned	maligned	vvd	maligned	malign	0
,	,	,	,	,	0
and	and	cc	and	and	0
Pilate	Pilate	np1	Pilate	Pilate	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
rided	rided	vvn	rided	ride	0
,	,	,	,	,	0
see	see	vvb	see	see	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
an	an	dt	and	a	0
Hypocrite	Hypocrite	n1	Hypocrite	hypocrite	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Moralist	Moralist	n1	Moralist	moralist	0
,	,	,	,	,	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
between	between	p-acp	between	between	0
piety	piety	n1	piety	piety	0
,	,	,	,	,	0
Maligni	Maligni	np1	Maligni	Maligni	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
,	,	,	,	,	0
and	and	cc	and	and	0
neutrality	neutrality	n1	neutrality	neutrality	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Nothing	Nothing	np1	Nothing	Nothing	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
contended	contended	vvn	contended	contend	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
contended	contended	vvn	contended	contend	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
The	The	dt	The	the	0
Gospel	Gospel	n1	Gospel	gospel	0
truth	truth	n1	truth	truth	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
dear	dear	j-jn	dear	dear	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
so	so	av	so	so	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
pugned	pugned	vvd	pugned	pugn	0
by	by	p-acp	by	by	0
Satan	Satan	np1	Satan	Satan	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
the	the	dt	the	the	0
Attribute	Attribute	n1	Attribute	attribute	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
One	One	pi	One	one	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
So	So	av	So	so	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
one	one	pi	one	one	0
,	,	,	,	,	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
a	a	dt	a	a	0
lyar	lyar	n1	liar	liar	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
it	it	pn31	it	it	0
,	,	,	,	,	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
intense	intense	zz	intense	intense	0
endeavors	endeavors	n2	endeavors	endeavour	0
of	of	pp-f	of	of	0
Tongues	Tongues	n2	Tongues	tongue	0
,	,	,	,	,	0
Pens	Pens	n2	Pens	pen	0
,	,	,	,	,	0
and	and	cc	and	and	0
Swords	Swords	n2	Swords	sword	0
:	:	:	:	:	0
It	It	pn31	It	it	0
being	being	vbg	being	be	0
much	much	av-d	much	much	0
more	more	dc	more	more	0
beloved	beloved	vvn	beloved	belove	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
followers	followers	n2	followers	follower	0
then	then	av	then	then	0
Life	Life	n1	Life	life	0
:	:	:	:	:	0
and	and	cc	and	and	0
more	more	dc	more	more	0
hated	hated	vvn	hated	hate	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
opposers	opposers	n2	opposers	opposer	0
then	then	av	then	then	0
death	death	n1	death	death	0
.	.	.	.	.	1
Truth	Truth	n1	Truth	truth	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
bad	bad	j	bad	bad	0
action	action	n1	actium	action	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
where	where	q-crq	where	where	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
good	good	j	good	good	0
action	action	n1	actium	action	0
.	.	.	.	.	1
Paul	Paul	np1	Paul	Paul	0
supposeth	supposeth	vvz	supposeth	suppose	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
give	give	vvi	give	give	0
his	his	po31	his	his	0
Body	Body	n1	Body	body	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
burned	burned	vvn	burned	burn	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
good	good	j	good	good	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
profit	profit	vvb	profit	profit	0
him	him	pno31	him	he	0
nothing	nothing	pix	nothing	nothing	0
.	.	.	.	.	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
suffering	suffering	n1	suffering	suffering	0
and	and	cc	and	and	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
alone	alone	av-j	alone	alone	0
;	;	;	;	;	0
both	both	d	both	both	0
suffering	suffering	n1	suffering	suffering	0
,	,	,	,	,	0
cause	cause	n1	cause	cause	0
and	and	cc	and	and	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
must	must	vmb	must	must	0
concur	concur	vvi	concur	concur	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
a	a	dt	a	a	0
Martyr	Martyr	n1	Martyr	martyr	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
a	a	dt	a	a	0
bad	bad	j	bad	bad	0
cause	cause	n1	cause	cause	0
it	it	pn31	it	it	0
holds	holds	vvz	holds	hold	0
universally	universally	av-j	universally	universal	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
hath	hath	vhz	hath	have	0
required	required	vvn	required	require	0
these	these	d	these	these	0
things	things	n2	things	thing	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
hand	hand	n1	hand	hand	0
?	?	?	?	?	1
Mans	Mans	ng1	men	man	0
interpretation	interpretation	n1	interpretation	interpretation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
Gods	Gods	npg1	Gods	God	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
mans	mans	ng1	men	man	0
mistake	mistake	n1	mistake	mistake	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
confess	confess	vvi	confess	confess	0
and	and	cc	and	and	0
suffer	suffer	vvi	suffer	suffer	0
in	in	p-acp	in	in	0
testimony	testimony	n1	testimony	testimony	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
error	error	n1	error	error	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
false-witness	false-witness	n1	false-witness	false-witness	0
,	,	,	,	,	0
not	not	xx	not	not	0
truths	truths	n2	truths	truth	0
witness	witness	vvi	witness	witness	0
:	:	:	:	:	0
Pleaders	Pleaders	n2	Pleaders	pleader	0
for	for	p-acp	for	for	0
error	error	n1	error	error	0
,	,	,	,	,	0
not	not	xx	not	not	0
Pillars	Pillars	n2	Pillars	pillar	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
add	add	vvi	add	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
,	,	,	,	,	0
suffering	suffering	vvg	suffering	suffer	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
add	add	vvi	add	add	0
sin	sin	n1	since	sin	0
unto	unto	p-acp	unto	unto	0
sin	sin	n1	since	sin	0
:	:	:	:	:	0
The	The	dt	The	the	0
latter	latter	d	latter	latter	0
error	error	n1	error	error	0
,	,	,	,	,	0
worse	worse	av-jc	worse	worse	0
then	then	cs	then	than	0
the	the	dt	the	the	0
first	first	ord	first	first	0
:	:	:	:	:	0
Such	Such	d	Such	such	0
sufferers	sufferers	n2	sufferers	sufferer	0
are	are	vbr	are	be	0
so	so	av	so	so	0
far	far	av-j	far	far	0
selfe-vassals	selfe-vassals	n2	selfe-vassals	selfe-vassal	0
,	,	,	,	,	0
not	not	xx	not	not	0
Christs	Christs	npg1	Christs	Christ	0
Martyrs	Martyrs	n2	Martyrs	martyr	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
suffer	suffer	vvb	suffer	suffer	0
∣	∣	sy	∣	∣	0
ings	ings	n1	ings	ings	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
spoyling	spoyling	vvg	spoiling	spoil	0
of	of	pp-f	of	of	0
goods	goods	n2-j	goods	good	0
,	,	,	,	,	0
bonds	bonds	n2	bonds	bond	0
,	,	,	,	,	0
exile	exile	n1	exile	exile	0
,	,	,	,	,	0
the	the	dt	the	the	0
wilderness	wilderness	n1	wilderness	wilderness	0
,	,	,	,	,	0
or	or	cc	or	or	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
,	,	,	,	,	0
are	are	vbr	are	be	0
worse	worse	av-jc	worse	worse	0
then	then	cs	then	than	0
lost	lost	vvn	lost	lose	0
:	:	:	:	:	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
birth	birth	n1	birth	birth	0
after	after	p-acp	after	after	0
sore	sore	j	soar	sore	0
travel	travel	n1	travel	travel	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
wo	wo	n1	woe	woe	0
:	:	:	:	:	0
Such	Such	d	Such	such	0
tears	tears	n2	tears	tear	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
wept	wept	vvn	wept	weep	0
for	for	p-acp	for	for	0
again	again	av	again	again	0
:	:	:	:	:	0
this	this	d	this	this	0
ungodly	ungodly	j	ungodly	ungodly	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
undone	undone	vvn	undone	undo	0
without	without	p-acp	without	without	0
godly	godly	j	godly	godly	0
sorrow	sorrow	n1	sorrow	sorrow	0
.	.	.	.	.	1
We	We	pns12	We	we	0
may	may	vmb	may	may	0
build	build	vvi	built	build	0
,	,	,	,	,	0
and	and	cc	and	and	0
work	work	vvi	work	work	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
Wood	Wood	n1	Wood	wood	0
,	,	,	,	,	0
Hay	Hay	uh	Hay	hey	0
,	,	,	,	,	0
Stubble	Stubble	n1	Stubble	stubble	0
,	,	,	,	,	0
we	we	pns12	we	we	0
shall	shall	vmb	shall	shall	0
suffer	suffer	vvi	suffer	suffer	0
loss	loss	n1	loss	loss	0
;	;	;	;	;	0
our	our	po12	our	our	0
work	work	n1	work	work	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
burnt	burnt	vvn	burned	burn	0
,	,	,	,	,	0
though	though	cs	though	though	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
be	be	vbb	be	be	0
saved	saved	vvn	saved	save	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
fire	fire	n1	fire	fire	0
.	.	.	.	.	1
The	The	dt	The	the	0
Scripture	Scripture	n1	Scripture	scripture	0
mentions	mentions	n2	mentions	mention	0
,	,	,	,	,	0
Little	Little	j	Little	little	0
children	children	n2	children	child	0
,	,	,	,	,	0
Chil	Chil	pns11|vmb	Chil	I|will	0
∣	∣	sy	∣	∣	0
dren	dren	n2	dren	dren	0
,	,	,	,	,	0
young-men	young-men	n2	youngmen	youngman	0
,	,	,	,	,	0
men	men	n2	men	man	0
,	,	,	,	,	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
man	man	n1	man	man	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
concerning	concerning	vvg	concerning	concern	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
dreadful	dreadful	j	dreadful	dreadful	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
office	office	n1	office	office	0
hath	hath	vhz	hath	have	0
endebted	endebted	vvn	indebted	indebt	0
me	me	pno11	me	i	0
,	,	,	,	,	0
the	the	dt	the	the	0
weakest	weakest	js	weakest	weak	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
known	known	vvn	known	know	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
hath	hath	vhz	hath	have	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
longed	longed	vvd	longed	long	0
,	,	,	,	,	0
or	or	cc	or	or	0
labored	labored	vvd	laboured	labour	0
for	for	p-acp	for	for	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
birth	birth	n1	birth	birth	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
Babes	Babes	n2	Babes	babe	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
men	men	n2	men	man	0
:	:	:	:	:	0
both	both	d	both	both	0
sound	sound	n1	found	sound	0
,	,	,	,	,	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
:	:	:	:	:	0
Sincere	Sincere	j	Sincere	sincere	0
,	,	,	,	,	0
and	and	cc	and	and	0
distinct	distinct	j	distinct	distinct	0
:	:	:	:	:	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
be	be	vbi	be	be	0
formed	formed	vvn	formed	form	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
perfected	perfected	vvn	perfected	perfect	0
.	.	.	.	.	1
That	That	cst	That	that	0
you	you	pn22	you	you	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
saving	saving	vvg	saving	save	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
satisfactory	satisfactory	j	satisfactory	satisfactory	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledg	ledg	n1	ledg	ledg	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
you	you	pn22	you	you	0
beleeve	beleeve	vvb	believe	believe	0
?	?	?	?	?	1
The	The	dt	The	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
,	,	,	,	,	0
