Noble	Noble	j	Noble	noble	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
begot	begot	vvd	begotten	beget	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
it	it	zz	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
peradventure	peradventure	av	peradventure	peradventure	0
,	,	,	,	,	0
may	may	vmb	may	may	0
wonder	wonder	vvi	wonder	wonder	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
draw	draw	vvb	draw	draw	0
so	so	av	so	so	0
large	large	j	large	large	0
a	a	dt	a	a	0
circle	circle	n1	circle	circle	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
turn	turn	vvb	turn	turn	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
cypher	cypher	n1	cypher	cypher	0
▪	▪	▪	▪	▪	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
to	to	p-acp	to	to	0
stamp	stamp	n1	stamp	stamp	0
so	so	av	so	so	0
many	many	d	many	many	0
worthy	worthy	j	worthy	worthy	0
Names	Names	n2	Names	name	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
front	front	n1	front	front	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
my	my	po11	my	my	0
unworthy	unworthy	j	unworthy	unworthy	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
speake	speake	vvb	speak	speak	0
nothing	nothing	pix	nothing	nothing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worth	worth	n1	worth	worth	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worthy	worthy	j	worthy	worthy	0
persons	persons	n2	persons	person	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
world	world	n1	world	world	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
worth	worth	n1	worth	worth	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
forbear	forbear	vvb	forbear	forbear	0
the	the	dt	the	the	0
same	same	d	same	same	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
ingenu	ingenu	fw-fr	ingenu	ingenu	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
justly	justly	av-j	justly	just	0
draw	draw	vvi	draw	draw	0
your	your	po22	your	your	0
vertues	vertues	n2	virtues	virtue	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
as	as	c-acp	as	as	0
large	large	j	large	large	0
a	a	dt	a	a	0
Volume	Volume	n1	Volume	volume	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
most	most	av-ds	most	most	0
copious	copious	j	copious	copious	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
kinde	kinde	n1	kind	kind	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
do	do	vdb	do	do	0
hold	hold	vvi	hold	hold	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
labour	labour	n1	labour	labour	0
little	little	j	little	little	0
usefull	usefull	j	useful	useful	0
to	to	pc-acp	to	to	0
paint	paint	vvi	paint	paint	0
over	over	p-acp	over	over	0
that	that	d	that	that	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
passe	passe	vvi	pass	pass	0
for	for	p-acp	for	for	0
currant	currant	n1	currant	currant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doth	doth	vdz	does	do	0
shine	shine	vvi	shine	shine	0
most	most	av-ds	most	most	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
owne	owne	d	own	own	0
colour	colour	n1	colour	colour	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
resolved	resolved	vvn	resolved	resolve	0
your	your	po22	your	your	0
modest	modest	j	modest	modest	0
eares	eares	n2	ears	ear	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
rather	rather	av-c	rather	rather	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
then	then	av	then	then	0
fed	fed	vvn	fed	feed	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
prayses	prayses	n2	praises	praise	0
though	though	c-acp	though	though	0
unfained	unfained	j	unfeigned	unfeigned	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
chiefest	chiefest	js-jn	chiefest	chief	0
aime	aime	fw-fr	aime	aime	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
desires	desires	n2	desires	desire	0
herein	herein	av	herein	herein	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
you	you	pn22	you	you	0
some	some	d	some	some	0
service	service	n1	service	service	0
;	;	;	;	;	0
not	not	xx	not	not	0
flatter	flatter	vvb	flatter	flatter	0
for	for	p-acp	for	for	0
assistance	assistance	n1	assistance	assistance	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
if	if	cs	if	if	0
upon	upon	p-acp	upon	upon	0
perusall	perusall	n1	perusal	perusal	0
hereof	hereof	av	hereof	hereof	0
(	(	(	(	(	0
if	if	cs	if	if	0
your	your	po22	your	your	0
more	more	av-dc	more	more	0
serious	serious	j	serious	serious	0
imploy	imploy	vvb	employ	employ	0
∣	∣	sy	∣	∣	0
ments	ments	ng1	ments	ments	0
will	will	vmb	will	will	0
admit	admit	vvi	admit	admit	0
the	the	dt	the	the	0
same	same	d	same	same	0
)	)	)	)	)	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
reap	reap	vvi	reap	reap	0
any	any	d	any	any	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
content	content	j	content	content	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
be	be	vbi	be	be	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
tisfied	tisfied	vvn	tisfied	tisfy	0
.	.	.	.	.	1
Only	Only	j	Only	only	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
that	that	cst	that	that	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
judicious	judicious	j	judicious	judicious	0
view	view	n1	view	view	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
a	a	dt	a	a	0
favourable	favourable	j	favourable	favourable	0
censure	censure	n1	censure	censure	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
confident	confident	j	confident	confident	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pect	pect	n1	pect	pect	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
polished	polished	vvn	polished	polish	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
hand	hand	n1	hand	hand	0
so	so	av	so	so	0
uninstructed	uninstructed	vvn	uninstructed	uninstruct	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
too	too	av	too	too	0
full	full	j	full	full	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Preface	Preface	n1	Preface	preface	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
too	too	av	too	too	0
empty	empty	j	empty	empty	0
a	a	dt	a	a	0
Sequell	Sequell	n1	Sequel	sequel	0
,	,	,	,	,	0
I	I	pns11	I	i	0
implore	implore	vvb	implore	implore	0
your	your	po22	your	your	0
pardon	pardon	n1	pardon	pardon	0
,	,	,	,	,	0
and	and	cc	and	and	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
imploy'd	imploy'd	vvn	employed	employ	0
,	,	,	,	,	0
your	your	po22	your	your	0
Servant	Servant	n1	Servant	servant	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
humility	humility	n1	humility	humility	0
.	.	.	.	.	1
