DEarly	DEarly	av-jn	DEarly	dear	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
here	here	av	here	here	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
English	English	jp	English	english	0
will	will	vmb	will	will	0
bear	bear	vvi	bear	bear	0
;	;	;	;	;	0
O	O	uh	Oh	oh	0
praise	praise	n1	praise	praise	0
Jehovah	Jehovah	np1	Jehovah	Jehovah	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
declamation	declamation	n1	declamation	declamation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Evangelical	Evangelical	np1	Evangelical	Evangelical	0
Oratori	Oratori	fw-mi	Oratori	oratori	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Abbiss	Abbiss	n1	Abbiss	abbiss	0
darkness	darkness	n1	darkness	darkness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
earth	earth	n1	earth	earth	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
what	what	q-crq	what	what	0
the	the	dt	the	the	0
English	English	jp	English	english	0
will	will	vmb	will	will	0
hold	hold	vvi	hold	hold	0
.	.	.	.	.	1
O	O	sy	O	o	0
beloved	beloved	j-vvn	beloved	belove	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
pants	pants	vvz	pants	pant	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
reducement	reducement	n1	reducement	reducement	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
dark	dark	j	dark	dark	0
and	and	cc	and	and	0
dead	dead	j	dead	dead	0
Idols	Idols	n2	Idols	idol	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
weaved	weaved	vvd	weaved	weave	0
traditional	traditional	j	traditional	traditional	0
Records	Records	n2	Records	record	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
inlightned	inlightned	vvn	enlightened	enlighten	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
living	living	j-vvg	living	live	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
tyed	tyed	vvn	tied	tie	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Formes	Formes	n2	Forms	form	0
of	of	pp-f	of	of	0
names	names	n2	names	name	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
dwelleth	dwelleth	vvz	dwells	dwell	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
man	man	n1	man	man	0
and	and	cc	and	and	0
woman	woman	n1	woman	woman	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
destributive	destributive	j	destributive	destributive	0
love	love	n1	love	love	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
love	love	n1	love	love	0
acted	acted	vvn	acted	act	0
,	,	,	,	,	0
(	(	(	(	(	0
behold	behold	vvb	behold	behold	0
all	all	d	all	all	0
people	people	n1	people	people	0
)	)	)	)	)	0
even	even	av	even	even	0
there	there	pc-acp	there	there	0
God	God	np1	God	God	0
dwelleth	dwelleth	vvz	dwells	dwell	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
where	where	c-crq	where	where	0
else	else	av	else	else	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
love	love	n1	love	love	0
.	.	.	.	.	1
This	This	d	This	this	0
state	state	n1	state	state	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
confirmed	confirmed	vvn	confirmed	confirm	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Exce	Exce	n1	Exce	exce	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
(	(	(	(	(	0
the	the	dt	the	the	0
dark	dark	j	dark	dark	0
world	world	n1	world	world	0
)	)	)	)	)	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
estate	estate	n1	estate	estate	0
you	you	pn22	you	you	0
stand	stand	vvb	stand	stand	0
that	that	d	that	that	0
act	act	n1	act	act	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
:	:	:	:	:	0
woe	woe	n1	woe	woe	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
iniquities	iniquities	n2	iniquities	iniquity	0
,	,	,	,	,	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
sealed	sealed	vvn	sealed	seal	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
vengeance	vengeance	n1	vengeance	vengeance	0
,	,	,	,	,	0
and	and	cc	and	and	0
ye	ye	pn22	you	you	0
now	now	av	now	now	0
lye	lye	vvi	lie	lie	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Bonds	Bonds	n2	Bonds	bond	0
of	of	pp-f	of	of	0
iniquity	iniquity	n1	iniquity	iniquity	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
gall	gall	n1	gall	gall	0
of	of	pp-f	of	of	0
bitterness	bitterness	n1	bitterness	bitterness	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
know	know	vvb	know	know	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
charge	charge	vvi	charge	charge	0
ye	ye	pn22	you	you	0
sighters	sighters	n2	sighters	sighter	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
so	so	av	so	so	0
high	high	j	high	high	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
deserve	deserve	vvb	deserve	deserve	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
deceit	deceit	n1	deceit	deceit	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
vanity	vanity	n1	vanity	vanity	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
rotteness	rotteness	n1	rottenness	rottenness	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
corruption	corruption	n1	corruption	corruption	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Doom	Doom	n1	Doom	doom	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
on	on	a-acp	on	on	0
you	you	pn22	you	you	0
,	,	,	,	,	0
wrath	wrath	n1	wrath	wrath	0
shall	shall	vmb	shall	shall	0
abide	abide	vvi	abide	abide	0
and	and	cc	and	and	0
remain	remain	vvi	remain	remain	0
a	a	dt	a	a	0
time	time	n1	time	time	0
,	,	,	,	,	0
Video	Video	fw-la	Video	video	0
exce	exce	n1	exce	exce	0
Thus	Thus	av	Thus	thus	0
farre	farre	av-j	far	far	0
is	is	vbz	is	be	0
lately	lately	av-j	lately	late	0
wrote	wrote	vvd	wrote	write	0
.	.	.	.	.	1
