PArdon	PArdon	n1	PArdon	pardon	0
I	I	pns11	I	i	0
doubt	doubt	vvi	doubt	doubt	0
of	of	pp-f	of	of	0
indulgence	indulgence	n1	indulgence	indulgence	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Serene	Serene	np1	Serene	Serena	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
so	so	av	so	so	0
composed	composed	vvn	composed	compose	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
Clemency	Clemency	n1	Clemency	clemency	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
pardon	pardon	n1	pardon	pardon	0
therefore	therefore	av	therefore	therefore	0
gracious	gracious	j	gracious	gracious	0
Sir	Sir	n1	Sir	sir	0
again	again	av	again	again	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
address	address	vvi	address	address	0
these	these	d	these	these	0
poor	poor	j	poor	poor	0
unpolisht	unpolisht	j	unpolished	unpolished	0
papers	papers	n2	papers	paper	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Patronage	Patronage	n1	Patronage	patronage	0
as	as	c-acp	as	as	0
yours	yours	png22	yours	you	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
deed	deed	n1	deed	deed	0
,	,	,	,	,	0
mighty	mighty	j	mighty	mighty	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
if	if	cs	if	if	0
that	that	cst	that	that	0
the	the	dt	the	the	0
tran	tran	vvd	tran	tran	0
∣	∣	sy	∣	∣	0
scendency	scendency	n1	scendency	scendency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
treated	treated	vvd	treated	treat	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Discourses	Discourses	n2	Discourses	discourse	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
great	great	j	great	great	0
encouragement	encouragement	n1	encouragement	encouragement	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
never	never	av-x	never	never	0
have	have	vhi	have	have	0
dared	dared	vvn	dared	dare	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
this	this	d	this	this	0
Piece	Piece	n1	Piece	piece	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
view	view	n1	view	view	0
,	,	,	,	,	0
much	much	av-d	much	much	0
lesse	lesse	av-dc	less	less	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
protection	protection	n1	protection	protection	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
conscious	conscious	j	conscious	conscious	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
contains	contains	vvz	contains	contain	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
meer	meer	j	mere	mere	0
Commentaries	Commentaries	n2	Commentaries	commentary	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
glorious	glorious	j	glorious	glorious	0
Fathers	Fathers	ng1	Father's	father	0
Words	Words	n2	Words	word	0
and	and	cc	and	and	0
Actions	Actions	n2	Actions	action	0
,	,	,	,	,	0
it	it	pn31	it	it	0
humbly	humbly	av-j	humbly	humble	0
conceives	conceives	vvz	conceives	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
has	has	vhz	has	have	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
propriety	propriety	n1	propriety	propriety	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
has	has	vhz	has	have	0
so	so	av	so	so	0
near	near	av-j	near	near	0
a	a	dt	a	a	0
Relation	Relation	n1	Relation	relation	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
boldly	boldly	av-j	boldly	bold	0
begins	begins	vvz	begins	begin	0
to	to	pc-acp	to	to	0
challenge	challenge	vvi	challenge	challenge	0
,	,	,	,	,	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Serene	Serene	np1	Serene	Serena	0
Candour	Candour	n1	Candour	candour	0
,	,	,	,	,	0
and	and	cc	and	and	0
particular	particular	j	particular	particular	0
Protection	Protection	n1	Protection	protection	0
:	:	:	:	:	0
and	and	cc	and	and	0
would	would	vmd	would	will	0
argue	argue	vvi	argue	argue	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
extreme	extreme	j-jn	extreme	extreme	0
insolence	insolence	n1	insolence	insolence	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
about	about	a-acp	about	about	0
to	to	pc-acp	to	to	0
seek	seek	vvi	seek	seek	0
for	for	p-acp	for	for	0
its	its	po31	its	its	0
Birth	Birth	n1	Birth	birth	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
favour	favour	n1	favour	favour	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
little	little	j	little	little	0
History	History	n1	History	history	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
nowned	nowned	n1	noun	noun	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
it	it	pn31	it	it	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
for	for	p-acp	for	for	0
Licence	Licence	n1	Licence	licence	0
,	,	,	,	,	0
Approbation	Approbation	n1	Approbation	approbation	0
,	,	,	,	,	0
Countenance	Countenance	n1	Countenance	countenance	0
,	,	,	,	,	0
and	and	cc	and	and	0
Priviledge	Priviledge	n1	Privilege	privilege	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
Sacred	Sacred	j	Sacred	sacred	0
self	self	n1	self	self	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Compendium	Compendium	fw-la	Compendium	compendium	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
incomparable	incomparable	j	incomparable	incomparable	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
living	living	j-vvg	living	live	0
Epitome	Epitome	n1	Epitome	epitome	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
Perfections	Perfections	n2	Perfections	perfection	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
growing	growing	vvg	growing	grow	0
up	up	a-acp	up	up	0
very	very	av	very	very	0
speedily	speedily	av-j	speedily	speedy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
great	great	j	great	great	0
a	a	dt	a	a	0
Volume	Volume	n1	Volume	volume	0
.	.	.	.	.	1
May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Architecture	Architecture	n1	Architecture	architecture	0
,	,	,	,	,	0
or	or	cc	or	or	0
Mosaick	Mosaick	j	Mosaic	mosaic	0
Work	Work	n1	Work	work	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
)	)	)	)	)	0
erected	erected	vvd	erected	erect	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Memory	Memory	n1	Memory	memory	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
decea	decea	n2	decea	decea	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
whom	whom	ro-crq	whom	who	0
should	should	vmd	should	shall	0
it	it	pn31	it	it	0
have	have	vhi	have	have	0
recourse	recourse	n1	recourse	recourse	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
its	its	po31	its	its	0
Pillar	Pillar	n1	Pillar	pillar	0
,	,	,	,	,	0
and	and	cc	and	and	0
sup	sup	vvi	sup	sup	0
∣	∣	sy	∣	∣	0
port	port	n1	port	port	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
moving	moving	j-vvg	moving	move	0
Model	Model	n1	Model	model	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
Great	Great	j	Great	great	0
Actions	Actions	n2	Actions	action	0
?	?	?	?	?	1
And	And	cc	And	and	0
may	may	vmb	may	may	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
please	please	vvb	please	please	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Table	Table	n1	Table	table	0
or	or	cc	or	or	0
Picture	Picture	n1	Picture	picture	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Prince	Prince	n1	Prince	prince	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
Who	Who	r-crq	Who	who	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
cerned	cerned	vvn	cerned	cern	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
than	than	cs	than	than	0
your	your	po22	your	your	0
Gracious	Gracious	j	Gracious	gracious	0
self	self	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
the	the	dt	the	the	0
lively	lively	j	lively	lively	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
