REuerend	REuerend	n-jn	REuerend	reuerend	0
to	to	pc-acp	to	to	0
purchase	purchase	vvi	purchase	purchase	0
an	an	dt	and	a	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
iudg	iudg	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
or	or	cc	or	or	0
vnderstanding	vnderstanding	vvg	understanding	understand	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
:	:	:	:	:	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
let	let	vvd	let	let	0
my	my	po11	my	my	0
pen	pen	n1	pen	pen	0
run	run	vvn	run	run	0
as	as	p-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
then	then	av	then	then	0
inter	inter	vvb	inter	inter	0
Vocales	Vocales	n2	Vocales	vocale	0
et	et	fw-fr	et	et	0
reales	reales	n2	reales	real	0
amicos	amicos	fw-la	amicos	amicos	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
still	still	j	still	still	0
realiter	realiter	fw-la	realiter	realiter	0
a	a	dt	a	a	0
mute	mute	j-jn	mute	mute	0
.	.	.	.	.	1
I	I	pns11	I	i	0
gratulate	gratulate	vvb	gratulate	gratulate	0
vnfeinedly	vnfeinedly	av-j	unfeignedly	unfeigned	0
your	your	po22	your	your	0
dignity	dignity	n1	dignity	dignity	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
lesse	lesse	av-dc	less	less	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
esteeme	esteeme	vvi	esteem	esteem	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
learned	learned	j	learned	learned	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
labours	labours	n2	labours	labour	0
publi	publi	fw-la	publi	publi	0
∣	∣	sy	∣	∣	0
shed	shed	n1	shed	shed	0
:	:	:	:	:	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
adhere	adhere	vvi	adhere	adhere	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
still	still	av	still	still	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
serui	serui	fw-la	serui	serui	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
ingenuity	ingenuity	n1	ingenuity	ingenuity	0
:	:	:	:	:	0
neither	neither	dx	neither	neither	0
soli	soli	fw-la	soli	soli	0
∣	∣	sy	∣	∣	0
citing	citing	vvg	citing	cite	0
nor	nor	ccx	nor	nor	0
expecting	expecting	vvg	expecting	expect	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
else	else	av	else	else	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
fa	fa	fw-it	fa	fa	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
and	and	cc	and	and	0
encouragements	encouragements	n2	encouragements	encouragement	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
formerly	formerly	av-j	formerly	former	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
me	me	pno11	me	i	0
.	.	.	.	.	1
The	The	dt	The	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
grant	grant	vvb	grant	grant	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
many	many	d	many	many	0
comfortable	comfortable	j	comfortable	comfortable	0
yeares	yeares	n2	years	year	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
to	to	pc-acp	to	to	0
support	support	vvi	support	support	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
with	with	p-acp	with	with	0
Sions	Sions	n2	Zions	zion	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
stand	stand	vvb	stand	stand	0
for	for	p-acp	for	for	0
both	both	d	both	both	0
.	.	.	.	.	1
So	So	av	So	so	0
I	I	pns11	I	i	0
rest	rest	vvb	rest	rest	0
.	.	.	.	.	1
Ian.	Ian.	np1	Ian.	Ian.	0
1.	1.	crd	1.	1.	0
1619.	1619.	crd	1619.	1619.	1
