IT	IT	pn31	IT	it	0
:	:	:	:	:	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
lover	lover	n1	lover	lover	0
of	of	pp-f	of	of	0
children	children	n2	children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
often	often	av	often	often	0
lifted	lifted	vvn	lifted	lift	0
up	up	a-acp	up	up	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
seen	seen	vvn	seen	see	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
this	this	d	this	this	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
;	;	;	;	;	0
pray	pray	vvb	pray	pray	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
leave	leave	vvi	leave	leave	0
that	that	d	that	that	0
Religion	Religion	n1	Religion	religion	0
which	which	r-crq	which	which	0
came	came	vvd	came	come	0
originally	originally	av-j	originally	original	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
reveal'd	reveal'd	vvn	revealed	reveal	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
posterity	posterity	n1	posterity	posterity	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
hearts	hearts	n2	hearts	heart	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
and	and	cc	and	and	0
principles	principles	n2	principles	principle	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
.	.	.	.	.	1
Farewell	Farewell	n1	Farewell	farewell	0
.	.	.	.	.	1
June	June	np1	June	June	0
6.	6.	crd	6.	6.	0
1681.	1681.	crd	1681.	1681.	1
