Ingenious	Ingenious	j	Ingenious	ingenious	0
a	a	dt	a	a	0
Ship	Ship	n1	Ship	ship	0
richly	richly	av-j	richly	rich	0
laden	laden	vvn	laden	lade	0
round	round	av-j	round	round	0
the	the	dt	the	the	0
World	World	n1	World	world	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
much	much	d	much	much	0
more	more	dc	more	more	0
gallant	gallant	j-jn	gallant	gallant	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
Soul	Soul	n1	Soul	soul	0
(	(	(	(	(	0
that	that	cst	that	that	0
rich	rich	j	rich	rich	0
loading	loading	n-vvg	loading	load	0
,	,	,	,	,	0
a	a	dt	a	a	0
Pearl	Pearl	n1	Pearl	pearl	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
worth	worth	n1	worth	worth	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Merchandise	Merchandise	n1	Merchandise	merchandise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
body	body	n1	body	body	0
(	(	(	(	(	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
liable	liable	j	liable	liable	0
to	to	p-acp	to	to	0
leaks	leaks	n2	leaks	leak	0
and	and	cc	and	and	0
bruises	bruises	n2	bruises	bruise	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
Ship	Ship	n1	Ship	ship	0
is	is	vbz	is	be	0
)	)	)	)	)	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
World	World	n1	World	world	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
unstable	unstable	j	unstable	unstable	0
as	as	c-acp	as	as	0
water	water	n1	water	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
same	same	d	same	same	0
brinish	brinish	j	brinish	brinish	0
taste	taste	n1	taste	taste	0
and	and	cc	and	and	0
salt	salt	n1	salt	salt	0
gust	gust	n1	gust	gust	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
have	have	vhi	have	have	0
)	)	)	)	)	0
safe	safe	j	safe	safe	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
(	(	(	(	(	0
the	the	dt	the	the	0
best	best	js	best	best	0
Haven	Haven	n1	Haven	haven	0
)	)	)	)	)	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
avoid	avoid	vvi	avoid	avoid	0
splitting	splitting	vvg	splitting	split	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
Soul	Soul	n1	Soul	soul	0
∣	∣	sy	∣	∣	0
sinking	sinking	j-vvg	sinking	sink	0
Rocks	Rocks	n2	Rocks	rock	0
,	,	,	,	,	0
or	or	cc	or	or	0
striking	striking	vvg	striking	strike	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
Soul-drowning	Soul-drowning	j	Soul-drowning	soul-drowning	0
Sands	Sands	n2	Sands	sand	0
.	.	.	.	.	1
The	The	dt	The	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Natural	Natural	j	Natural	natural	0
Navigation	Navigation	n1	Navigation	navigation	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
great	great	j	great	great	0
mystery	mystery	n1	mystery	mystery	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Navigation	Navigation	n1	Navigation	navigation	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
much	much	d	much	much	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
mystory	mystory	n1	mystery	mystery	0
.	.	.	.	.	1
Humane	Humane	j	Humane	humane	0
wisdom	wisdom	n1	wisdom	wisdom	0
may	may	vmb	may	may	0
teach	teach	vvi	teach	teach	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
Ship	Ship	n1	Ship	ship	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Indies	Indies	np2	Indies	Indies	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Wis	Wis	vvb	Wis	wis	0
∣	∣	sy	∣	∣	0
dom	dom	fw-la	dom	dom	0
only	only	av-j	only	only	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
above	above	a-acp	above	above	0
can	can	vmb	can	can	0
teach	teach	vvi	teach	teach	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
steer	steer	vvi	steer	steer	0
our	our	po12	our	our	0
course	course	n1	course	course	0
aright	aright	av	aright	aright	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Haven	Haven	n1	Haven	haven	0
of	of	pp-f	of	of	0
Happiness	Happiness	n1	Happiness	happiness	0
.	.	.	.	.	1
This	This	d	This	this	0
Art	Art	n1	Art	art	0
is	is	vbz	is	be	0
purely	purely	av-j	purely	pure	0
of	of	pp-f	of	of	0
Divine	Divine	j-jn	Divine	divine	0
Revelation	Revelation	n1	Revelation	revelation	0
.	.	.	.	.	1
The	The	dt	The	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Divinity	Divinity	n1	Divinity	divinity	0
(	(	(	(	(	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
living	living	vvg	living	live	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
)	)	)	)	)	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
else	else	av	else	else	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Soul-Navigation	Soul-Navigation	n1	Soul-Navigation	soul-navigation	0
,	,	,	,	,	0
revealed	revealed	vvn	revealed	reveal	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
A	A	dt	A	a	0
meer	meer	j	mere	mere	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
Ship	Ship	n1	Ship	ship	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
desired	desired	j-vvn	desired	desire	0
Port	Port	n1	Port	port	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
no	no	dx	no	no	0
meer	meer	j	mere	mere	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
Soul	Soul	n1	Soul	soul	0
to	to	p-acp	to	to	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
He	He	pns31	He	he	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Saint	Saint	n1	Saint	saint	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
(	(	(	(	(	0
so	so	av	so	so	0
all	all	d	all	all	0
Saints	Saints	n2	Saints	saint	0
are	are	vbr	are	be	0
)	)	)	)	)	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Pilot	Pilot	n1	Pilot	pilot	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
a	a	dt	a	a	0
Soul	Soul	n1	Soul	soul	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fair	fair	j	fair	fair	0
Haven	Haven	n1	Haven	haven	0
in	in	p-acp	in	in	0
Emanuel's	Emanuel's	npg1	Emanuel's	emanuel	0
land	land	n1	land	land	0
.	.	.	.	.	1
The	The	dt	The	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Natural	Natural	j	Natural	natural	0
Navigation	Navigation	n1	Navigation	navigation	0
is	is	vbz	is	be	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
proved	proved	vvd	proved	prove	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
coming	coming	n-vvg	coming	come	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
(	(	(	(	(	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
History	History	n1	History	history	0
)	)	)	)	)	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Load	Load	n1	Load	load	0
∣	∣	sy	∣	∣	0
stone	stone	n1	stone	stone	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
known	known	vvn	known	know	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
vertue	vertue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
was	was	vbds	was	be	0
revealed	revealed	vvn	revealed	reveal	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Mariner	Mariner	n1	Mariner	mariner	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
unspeakable	unspeakable	j	unspeakable	unspeakable	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
uncertain	uncertain	j	uncertain	uncertain	0
wandrings	wandrings	n2-vvg	wanderings	wander	0
Sea-men	Sea-men	n2	Seamen	seaman	0
floated	floated	vvd	floated	float	0
here	here	av	here	here	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
sailed	sailed	vvd	sailed	sail	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
and	and	cc	and	and	0
direct	direct	j	direct	direct	0
way	way	n1	way	way	0
.	.	.	.	.	1
Sure	Sure	j	Sure	sure	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Navigation	Navigation	n1	Navigation	navigation	0
is	is	vbz	is	be	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
improved	improved	vvn	improved	improve	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
it	it	pn31	it	it	0
oweth	oweth	vvz	owes	owe	0
its	its	po31	its	its	0
clearest	clearest	js	clearest	clear	0
and	and	cc	and	and	0
fullest	fullest	js	fullest	full	0
dis	dis	vdd	dis	do	0
∣	∣	sy	∣	∣	0
covery	covery	n1	covery	covery	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
coming	coming	n-vvg	coming	come	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
This	This	d	This	this	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Arts	Arts	n2	Arts	art	0
is	is	vbz	is	be	0
now	now	av	now	now	0
perfectly	perfectly	av-j	perfectly	perfect	0
revealed	revealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Old	Old	j	Old	old	0
and	and	cc	and	and	0
New	New	j	New	new	0
Testament	Testament	n1	Testament	testament	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Rulers	Rulers	n2	Rulers	ruler	0
thereof	thereof	av	thereof	thereof	0
are	are	vbr	are	be	0
dispers'd	dispers'd	vvn	dispersed	disperse	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
down	down	a-acp	down	down	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
The	The	dt	The	the	0
collecting	collecting	vvg	collecting	collect	0
and	and	cc	and	and	0
methodizing	methodizing	vvg	methodizing	methodize	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
very	very	av	very	very	0
useful	useful	j	useful	useful	0
unto	unto	p-acp	unto	unto	0
Souls	Souls	n2	Souls	soul	0
:	:	:	:	:	0
Though	Though	cs	Though	though	0
when	when	c-crq	when	when	0
all	all	d	all	all	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
absolute	absolute	j	absolute	absolute	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
teachings	teachings	n2-vvg	teachings	teach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
anointing	anointing	vvg	anointing	anoint	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
from	from	p-acp	from	from	0
above	above	a-acp	above	above	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
Souls	Souls	n2	Souls	soul	0
Artists	Artists	n2	Artists	artist	0
in	in	p-acp	in	in	0
sailing	sailing	vvg	sailing	sail	0
Heavenward	Heavenward	av	Heavenward	heavenward	0
.	.	.	.	.	1
The	The	dt	The	the	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
genious	genious	n1	genius	genius	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
Compass	Compass	n1	Compass	compass	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Mar	Mar	vvi	Mar	mar	0
∣	∣	sy	∣	∣	0
riners	riners	n2	riners	riner	0
Companion	Companion	n1	Companion	companion	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
three	three	crd	three	three	0
Parts	Parts	n2	Parts	part	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Art	Art	n1	Art	art	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
School-men	School-men	n2	Schoolmen	schoolman	0
of	of	pp-f	of	of	0
Divinity	Divinity	n1	Divinity	divinity	0
,	,	,	,	,	0
)	)	)	)	)	0
viz.	viz.	n1	viz.	viz.	0
Speculative	Speculative	j	Speculative	speculative	0
,	,	,	,	,	0
Practical	Practical	j	Practical	practical	0
,	,	,	,	,	0
and	and	cc	and	and	0
Affectionate	Affectionate	j	Affectionate	affectionate	0
.	.	.	.	.	1
The	The	dt	The	the	0
principal	principal	j-jn	principal	principal	0
things	things	n2	things	thing	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
Sea-man	Sea-man	n1	Seaman	seaman	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
steering	steering	vvg	steering	steer	0
rightly	rightly	av-jn	rightly	right	0
and	and	cc	and	and	0
safely	safely	av-j	safely	safe	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Port	Port	n1	Port	port	0
of	of	pp-f	of	of	0
Happiness	Happiness	n1	Happiness	happiness	0
,	,	,	,	,	0
he	he	pns31	he	he	0
reduceth	reduceth	vvz	reduceth	reduce	0
to	to	p-acp	to	to	0
four	four	crd	four	four	0
Heads	Heads	n2	Heads	head	0
,	,	,	,	,	0
answerable	answerable	j	answerable	answerable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
four	four	crd	four	four	0
general	general	j	general	general	0
Points	Points	n2	Points	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Compass	Compass	n1	Compass	compass	0
;	;	;	;	;	0
making	making	vvg	making	make	0
God	God	np1	God	God	0
our	our	po12	our	our	0
North	North	n1	North	north	0
;	;	;	;	;	0
Christ	Christ	np1	Christ	Christ	0
our	our	po12	our	our	0
East	East	n1	East	east	0
;	;	;	;	;	0
Holiness	Holiness	n1	Holiness	holiness	0
our	our	po12	our	our	0
South	South	n1	South	south	0
;	;	;	;	;	0
and	and	cc	and	and	0
Death	Death	n1	Death	death	0
our	our	po12	our	our	0
West	West	n1	West	west	0
Points	Points	vvz	Points	point	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
God	God	np1	God	God	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
know	know	vvi	know	know	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
11.	11.	crd	11.	11.	0
6.	6.	crd	6.	6.	0
and	and	cc	and	and	0
that	that	d	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
God	God	np1	God	God	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
8.	8.	crd	8.	8.	0
5	5	crd	5	5	0
,	,	,	,	,	1
6.	6.	crd	6.	6.	0
2.	2.	crd	2.	2.	1
That	That	cst	That	that	0
this	this	d	this	this	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
that	that	d	that	that	0
Supreme	Supreme	j	Supreme	supreme	0
Good	Good	j	Good	good	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
enjoyment	enjoyment	n1	enjoyment	enjoyment	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
all	all	d	all	all	0
true	true	j	true	true	0
happiness	happiness	n1	happiness	happiness	0
lies	lies	vvz	lies	lie	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
4.	4.	crd	4.	4.	0
6	6	crd	6	6	0
,	,	,	,	,	1
7.	7.	crd	7.	7.	1
Mat.	Mat.	np1	Mat.	Mat	0
5.	5.	crd	5.	5.	0
8.	8.	crd	8.	8.	1
—	—	—	—	—	0
18.	18.	crd	18.	18.	0
20.	20.	crd	20.	20.	0
3.	3.	crd	3.	3.	1
That	That	d	That	that	0
(	(	(	(	(	0
Life	Life	n1	Life	life	0
eternal	eternal	j	eternal	eternal	0
lying	lying	vvg	lying	lie	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
being	being	vbg	being	be	0
incomprehensible	incomprehensible	j	incomprehensible	incomprehensible	0
and	and	cc	and	and	0
unconceivable	unconceivable	j	unconceivable	unconceivable	0
in	in	p-acp	in	in	0
Essence	Essence	n1	Essence	essence	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
Spirit	Spirit	n1	Spirit	spirit	0
)	)	)	)	)	0
our	our	po12	our	our	0
best	best	js	best	best	0
way	way	n1	way	way	0
to	to	p-acp	to	to	0
eye	eye	n1	eye	eye	0
him	him	pno31	him	he	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Attributes	Attributes	n2	Attributes	attribute	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
34.	34.	crd	34.	34.	0
5	5	crd	5	5	0
,	,	,	,	,	1
6	6	crd	6	6	0
,	,	,	,	,	0
7.	7.	crd	7.	7.	0
and	and	cc	and	and	0
works	works	n2	works	work	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
1.	1.	crd	1.	1.	0
20.	20.	crd	20.	20.	0
and	and	cc	and	and	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	0
4.	4.	crd	4.	4.	0
6.	6.	crd	6.	6.	0
4.	4.	crd	4.	4.	1
That	That	cst	That	that	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
so	so	av	so	so	0
our	our	po12	our	our	0
chiefest	chiefest	js-jn	chiefest	chief	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
only	only	j	only	only	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
knowing	knowing	vvg	knowing	know	0
,	,	,	,	,	0
enjoying	enjoying	vvg	enjoying	enjoy	0
,	,	,	,	,	0
serving	serving	vvg	serving	serve	0
,	,	,	,	,	0
and	and	cc	and	and	0
walking	walking	vvg	walking	walk	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
likewise	likewise	av	likewise	likewise	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
4.	4.	crd	4.	4.	0
24.	24.	crd	24.	24.	1
Concerning	Concerning	vvg	Concerning	concern	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
know	know	vvi	know	know	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
That	That	cst	That	that	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
Sun	Sun	n1	Sun	sun	0
which	which	r-crq	which	which	0
ariseth	ariseth	vvz	arises	arise	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
are	are	vbr	are	be	0
enlightned	enlightned	vvn	enlightened	enlighten	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
1.	1.	crd	1.	1.	0
9.	9.	crd	9.	9	1
Mal.	Mal.	np1	Mal.	Mal.	0
3.	3.	crd	3.	3.	0
2.	2.	crd	2.	2.	1
Luke	Luke	np1	Luke	Luke	0
1.	1.	crd	1.	1.	0
78	78	crd	78	78	0
,	,	,	,	,	1
79.	79.	crd	79.	79.	0
2.	2.	crd	2.	2.	1
That	That	cst	That	that	0
God	God	np1	God	God	0
alone	alone	av-j	alone	alone	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
re	re	fw-it	re	re	0
∣	∣	sy	∣	∣	0
conciling	conciling	n-vvg	conciling	concil	0
himself	himself	px31	himself	himself	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
5.	5.	crd	5.	5.	0
19.	19.	crd	19.	19	0
1	1	crd	1	1	1
Cor.	Cor.	np1	Cor.	Cor.	0
1.	1.	crd	1.	1.	0
30.	30.	crd	30.	30.	1
Iohn	Iohn	np1	Iohn	John	0
14.	14.	crd	14.	14.	0
6.	6.	crd	6.	6.	0
3.	3.	crd	3.	3.	1
That	That	cst	That	that	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
only	only	av-j	only	only	0
made	made	vvn	made	make	0
ours	ours	png12	ours	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
union	union	n1	union	union	0
and	and	cc	and	and	0
in-dwelling	in-dwelling	j	indwelling	indwelling	0
of	of	pp-f	of	of	0
himself	himself	px31	himself	himself	0
