AMong	AMong	p-acp	AMong	among	0
doth	doth	vdz	does	do	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
stur	stur	n1	stir	stir	0
vp	vp	a-acp	up	up	0
and	and	cc	and	and	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fyrme	fyrme	j	firm	firm	0
that	that	cst	that	that	0
spirituall	spirituall	j	spiritual	spiritual	0
mocion	mocion	n1	motion	motion	0
wt	wt	p-acp	with	with	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
daily	daily	j	daily	daily	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
least	least	cs	lest	lest	0
that	that	cst	that	that	0
godly	godly	j	godly	godly	0
affecciō	affecciō	n1	affection	affection	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
quē	quē	fw-la	quē	quem	0
∣	∣	sy	∣	∣	0
ched	ched	pns31|vmb	ched	she|will	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
hath	hath	vhz	hath	have	0
kindled	kindled	vvn	kindled	kindle	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
doth	doth	vdz	does	do	0
rightwell	rightwell	vvi	rightwell	rightwell	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
God	God	np1	God	God	0
deliteth	deliteth	vvz	delighteth	delight	0
in	in	p-acp	in	in	0
nothynge	nothynge	pix	nothing	nothing	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
in	in	p-acp	in	in	0
ye	ye	dt	the	the	0
inuocacion	inuocacion	n1	invocation	invocation	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
bles	bles	n2-j	bles	bles	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
of	of	pp-f	of	of	0
thankes	thankes	n2	thanks	thanks	0
geuing	geuing	vvg	giving	give	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
benefits	benefits	n2	benefits	benefit	0
.	.	.	.	.	1
Where	Where	c-crq	Where	where	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
dili	dili	fw-la	dili	dili	0
∣	∣	sy	∣	∣	0
gently	gently	av-jn	gently	gentle	0
called	called	vvn	called	call	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
hum	hum	vvi	hum	hum	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
and	and	cc	and	and	0
harty	harty	j	hearty	hearty	0
thāks	thāks	n2	thanks	thank	0
geuen	geuen	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
fatherly	fatherly	j	fatherly	fatherly	0
and	and	cc	and	and	0
frendly	frendly	j	friendly	friendly	0
giftes	giftes	n2	gifts	gift	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
hys	hys	po31	his	his	0
blessing	blessing	n1	blessing	blessing	0
gra	gra	fw-mi	gra	gra	0
∣	∣	sy	∣	∣	0
ce	ce	fw-fr	ce	ce	0
and	and	cc	and	and	0
fauoure	fauoure	n1	favour	favour	0
plenteous	plenteous	j	plenteous	plenteous	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
present	present	j	present	present	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
mery	mery	j	merry	merry	0
conscience	conscience	n1	conscience	conscience	0
,	,	,	,	,	0
ther	ther	a-acp	there	there	0
al	al	d	all	all	0
thīgs	thīgs	n2	things	thing	0
prosper	prosper	vvi	prosper	prosper	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
wanteth	wanteth	vvz	wants	want	0
no	no	dx	no	no	0
good	good	j	good	good	0
thing	thing	n1	thing	thing	0
.	.	.	.	.	1
Contynue	Contynue	vvb	Continue	continue	0
therfore	therfore	av	therefore	therefore	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
honorable	honorable	j	honourable	honourable	0
Lady	Lady	n1	Lady	lady	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
haue	haue	vhb	have	have	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
begun	begun	vvn	begun	begin	0
,	,	,	,	,	0
both	both	av-d	both	both	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
all	all	d	all	all	0
your	your	po22	your	your	0
faithful	faithful	j	faithful	faithful	0
family	family	n1	family	family	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
glo	glo	n1	glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
our	our	po12	our	our	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
feruent	feruent	j	fervent	fervent	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
forget	forget	vvb	forget	forget	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thankfull	thankfull	j	thankful	thankful	0
vnto	vnto	p-acp	unto	unto	0
hym	hym	pno31	him	he	0
for	for	p-acp	for	for	0
hys	hys	po31	his	his	0
benefites	benefites	n2	benefits	benefit	0
,	,	,	,	,	0
wherwith	wherwith	c-crq	wherewith	wherewith	0
aboue	aboue	p-acp	above	above	0
many	many	d	many	many	0
other	other	n-jn	other	other	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
richly	richly	av-j	richly	rich	0
endued	endued	vvn	endued	endue	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
.	.	.	.	.	1
So	So	av	So	so	0
shal	shal	vmb	shall	shall	0
he	he	pns31	he	he	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
lo	lo	uh	lo	lo	0
∣	∣	sy	∣	∣	0
uing	uing	zz	uing	uing	0
Lord	Lord	n1	Lord	lord	0
&	&	cc	&	and	0
gracious	gracious	j	gracious	gracious	0
God	God	np1	God	God	0
,	,	,	,	,	0
your	your	po22	your	your	0
fauorable	fauorable	j	favourable	favourable	0
father	father	n1	father	father	0
and	and	cc	and	and	0
strōg	strōg	j	strong	strong	0
shilde	shilde	n1	shield	shield	0
.	.	.	.	.	1
So	So	av	So	so	0
shall	shall	vmb	shall	shall	0
he	he	pns31	he	he	0
make	make	vvi	make	make	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
prosper	prosper	vvi	prosper	prosper	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
your	your	po22	your	your	0
doings	doings	n2-vdg	doings	do	0
,	,	,	,	,	0
&	&	cc	&	and	0
blesse	blesse	vvb	bless	bless	0
you	you	pn22	you	you	0
both	both	d	both	both	0
with	with	p-acp	with	with	0
longlyfe	longlyfe	n1	longlyfe	longlyfe	0
and	and	cc	and	and	0
much	much	d	much	much	0
honor	honor	n1	honour	honour	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
conuement	conuement	n1	conuement	conuement	0
prayers	prayers	n2	prayers	prayer	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
our	our	po12	our	our	0
God	God	n1	God	god	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
good	good	j	good	good	0
,	,	,	,	,	0
consyderyng	consyderyng	vvg	considering	considere	0
your	your	po22	your	your	0
graces	graces	n2	graces	grace	0
manifold	manifold	j	manifold	manifold	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
this	this	d	this	this	0
my	my	po11	my	my	0
Pom	Pom	np1	Pom	Pom	0
∣	∣	sy	∣	∣	0
maunder	maunder	vvi	maunder	maunder	0
of	of	pp-f	of	of	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
are	are	vbr	are	be	0
breeflye	breeflye	av-j	briefly	brief	0
contayned	contayned	vvn	contained	contain	0
suche	suche	d	such	such	0
godlye	godlye	j	godly	godly	0
prayers	prayers	n2	prayers	prayer	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
most	most	ds	most	most	0
mete	mete	j	meet	meet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
our	our	po12	our	our	0
age	age	n1	age	age	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
vsed	vsed	vvn	used	use	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
estates	estates	n2	estates	estate	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
bese	bese	vvi	bese	bese	0
∣	∣	sy	∣	∣	0
ching	ching	j	ching	ching	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
this	this	d	this	this	0
my	my	po11	my	my	0
rude	rude	j	rude	rude	0
and	and	cc	and	and	0
bolde	bolde	j	bold	bold	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
terprise	terprise	vvb	terprise	terprise	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
accu	accu	n1	accu	accu	0
∣	∣	sy	∣	∣	0
stomed	stomed	j	stomed	stomed	0
gentlenesse	gentlenesse	n1	gentleness	gentleness	0
.	.	.	.	.	1
God	God	np1	God	God	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
glory	glory	n1	glory	glory	0
you	you	pn22	you	you	0
hartely	hartely	av-j	heartily	hearty	0
loue	loue	vvb	love	love	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
word	word	n1	word	word	0
you	you	pn22	you	you	0
ioifulli	ioifulli	av-j	ioifulli	ioifulli	0
embrace	embrace	vvb	embrace	embrace	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
name	name	n1	name	name	0
you	you	pn22	you	you	0
earnestly	earnestly	av-j	earnestly	earnest	0
call	call	vvb	call	call	0
vppon	vppon	p-acp	upon	upon	0
:	:	:	:	:	0
mought	mought	vmd	might	may	0
vouchesafe	vouchesafe	vvi	vouchsafe	vouchsafe	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
your	your	po22	your	your	0
grace	grace	n1	grace	grace	0
in	in	p-acp	in	in	0
continuall	continuall	j	continual	continual	0
health	health	n1	health	health	0
and	and	cc	and	and	0
encrease	encrease	n1	increase	increase	0
of	of	pp-f	of	of	0
honoure	honoure	n1	honour	honour	0
.	.	.	.	.	1
Amen	Amen	uh-n	Amen	amen	0
.	.	.	.	.	1
