NO	NO	dx	NO	no	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truely	truely	av-j	truly	true	0
say	say	vvi	say	say	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
David	David	np1	David	David	0
,	,	,	,	,	0
1	1	crd	1	1	0
Chron.	Chron.	np1	Chron.	Chron.	1
29.14	29.14	crd	29.14	29.14	0
.	.	.	.	.	0
although	although	cs	although	although	0
not	not	xx	not	not	0
altogether	altogether	av	altogether	altogether	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sense	sense	n1	sense	sense	0
.	.	.	.	.	0
)	)	)	)	)	1
For	For	p-acp	For	for	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
I	I	pns11	I	i	0
yours	yours	png22	yours	you	0
?	?	?	?	?	0
as	as	p-acp	as	as	0
S.	S.	n1	S.	saint	0
Paul	Paul	np1	Paul	Paul	0
tels	tels	vvz	tells	tell	0
the	the	dt	the	the	0
Corinthians	Corinthians	njp2	Corinthians	corinthian	0
,	,	,	,	,	0
that	that	cst	that	that	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
Apollo	Apollo	np1	Apollo	Apollo	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cephas	Cephas	np1	Cephas	Cephas	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
theirs	theirs	png32	theirs	they	0
:	:	:	:	:	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
3.22	3.22	crd	3.22	3.22	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
consequent	consequent	j	consequent	consequent	0
the	the	dt	the	the	0
issues	issues	n2	issues	issue	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
my	my	po11	my	my	0
weake	weake	j	weak	weak	0
abilities	abilities	n2	abilities	ability	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
as	as	a-acp	as	as	0
justly	justly	av-j	justly	just	0
challenge	challenge	vvi	challenge	challenge	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
own	own	d	own	own	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
might	might	vmd	might	may	0
claime	claime	vvi	claim	claim	0
the	the	dt	the	the	0
issues	issues	n2	issues	issue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bondslaves	bondslaves	n2	bondslaves	bondslave	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
house	house	n1	house	house	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
his	his	po31	his	his	0
:	:	:	:	:	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
true	true	j	true	true	0
estimation	estimation	n1	estimation	estimation	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
such	such	d	such	such	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
acknowledgement	acknowledgement	n1	acknowledgement	acknowledgement	0
(	(	(	(	(	0
although	although	cs	although	although	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
proportion	proportion	n1	proportion	proportion	0
a	a	dt	a	a	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
great	great	j	great	great	0
Debt	Debt	n1	Debt	debt	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
speciall	speciall	j	special	special	0
use	use	n1	use	use	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accompt	accompt	vvi	account	account	0
this	this	d	this	this	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
bour	bour	uh	bour	bour	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
own	own	d	own	own	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
so	so	av	so	so	0
entertaine	entertaine	vvi	entertain	entertain	0
and	and	cc	and	and	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
brace	brace	n1	brace	brace	0
it	it	pn31	it	it	0
,	,	,	,	,	0
so	so	av	so	so	0
use	use	vvb	use	use	0
,	,	,	,	,	0
husband	husband	n1	husband	husband	0
,	,	,	,	,	0
and	and	cc	and	and	0
employ	employ	vvi	employ	employ	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
best	best	js	best	best	0
advantage	advantage	n1	advantage	advantage	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
use	use	vvb	use	use	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
those	those	d	those	those	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
our	our	po12	our	our	0
own	own	d	own	own	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
reason	reason	n1	reason	reason	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
the	the	dt	the	the	0
mani	mani	fw-la	mani	mani	0
∣	∣	sy	∣	∣	0
fold	fold	n1	fold	fold	0
helps	helps	vvz	helps	help	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
pleased	pleased	vvn	pleased	please	0
to	to	p-acp	to	to	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ford	ford	n1	ford	ford	0
us	us	pno12	us	we	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
labours	labours	n2	labours	labour	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
,	,	,	,	,	0
usually	usually	av-j	usually	usual	0
profit	profit	vvb	profit	profit	0
us	us	pno12	us	we	0
so	so	av	so	so	0
little	little	j	little	little	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
men	men	n2	men	man	0
looke	looke	vvb	look	look	0
not	not	xx	not	not	0
on	on	p-acp	on	on	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
themselves	themselves	px32	themselves	themselves	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
peculiar	peculiar	j	peculiar	peculiar	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
neglect	neglect	vvb	neglect	neglect	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
too	too	av	too	too	0
usually	usually	av-j	usually	usual	0
doe	doe	vdb	do	do	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
common	common	j	common	common	0
and	and	cc	and	and	0
generall	generall	j	general	general	0
concernement	concernement	n1	concernment	concernment	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
handled	handled	vvn	handled	handle	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
short	short	j	short	short	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
no	no	uh-x	no	no	0
∣	∣	sy	∣	∣	0
tice	tice	vvb	tice	entice	0
,	,	,	,	,	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Truths	Truths	n2	Truths	truth	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
delivered	delivered	vvn	delivered	deliver	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
large	large	j	large	large	0
a	a	dt	a	a	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Ministery	Ministery	n1	Ministry	ministry	0
,	,	,	,	,	0
continued	continued	vvn	continued	continue	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
this	this	d	this	this	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
recommend	recommend	vvi	recommend	recommend	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
especiall	especiall	j	especial	especial	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
memoriall	memoriall	n-jn	memorial	memorial	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
tender	tender	j	tender	tender	0
affection	affection	n1	affection	affection	0
towards	towards	p-acp	towards	towards	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
these	these	d	these	these	0
two	two	crd	two	two	0
weighty	weighty	j	weighty	weighty	0
reasons	reasons	n2	reasons	reason	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
this	this	d	this	this	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
of	of	pp-f	of	of	0
studying	studying	vvg	studying	study	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
(	(	(	(	(	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
is	is	vbz	is	be	0
intended	intended	vvn	intended	intend	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
help	help	n1	help	help	0
)	)	)	)	)	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
generall	generall	j	general	general	0
concernement	concernement	n1	concernment	concernment	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
necessary	necessary	j	necessary	necessary	0
and	and	cc	and	and	0
common	common	j	common	common	0
use	use	n1	use	use	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
us	us	pno12	us	we	0
into	into	p-acp	into	into	0
dangerous	dangerous	j	dangerous	dangerous	0
times	times	n2	times	time	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
some	some	d	some	some	0
men	men	n2	men	man	0
endeavour	endeavour	vvi	endeavour	endeavour	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
into	into	p-acp	into	into	0
contempt	contempt	n1	contempt	contempt	0
,	,	,	,	,	0
crying	crying	vvg	crying	cry	0
down	down	a-acp	down	down	0
that	that	cst	that	that	0
sacred	sacred	j	sacred	sacred	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
containing	containing	vvg	containing	contain	0
no	no	av-dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
else	else	av	else	else	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
letter	letter	n1	letter	letter	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
beggerly	beggerly	j	beggarly	beggarly	0
element	element	n1	element	element	0
,	,	,	,	,	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
lowest	lowest	js	lowest	low	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
Christians	Christians	np1	Christians	Christians	0
.	.	.	.	.	1
Others	Others	n2-jn	Others	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
unstable	unstable	j	unstable	unstable	0
and	and	cc	and	and	0
unlearned	unlearned	j	unlearned	unlearned	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
tearmes	tearmes	n2	terms	term	0
them	them	pno32	them	they	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
3.16	3.16	crd	3.16	3.16	0
.	.	.	.	.	1
)	)	)	)	)	0
wrest	wrest	vvb	wrest	wrest	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
pleasure	pleasure	n1	pleasure	pleasure	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
own	own	d	own	own	0
destruction	destruction	n1	destruction	destruction	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
endangering	endangering	n-vvg	endangering	endanger	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
brethrens	brethrens	ng2	brothers'	brother	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
me	me	pno11	me	i	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
bowels	bowels	n2	bowels	bowel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Brethren	Brethren	n2	Brothers	brethren	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
ever	ever	av	ever	ever	0
hope	hope	vvb	hope	hope	0
to	to	pc-acp	to	to	0
get	get	vvi	get	get	0
any	any	d	any	any	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
your	your	po22	your	your	0
spiritual	spiritual	j	spiritual	spiritual	0
life	life	n1	life	life	0
quickened	quickened	vvn	quickened	quicken	0
,	,	,	,	,	0
your	your	po22	your	your	0
comforts	comforts	n2	comforts	comfort	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
wayes	wayes	n2	ways	way	0
directed	directed	vvn	directed	direct	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
heed	heed	n1	heed	heed	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Sure	Sure	j	Sure	sure	0
and	and	cc	and	and	0
Infallible	Infallible	j	Infallible	infallible	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Light	Light	n1	Light	light	0
shining	shining	vvg	shining	shine	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
darke	darke	j	dark	dark	0
place	place	n1	place	place	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
speakes	speakes	vvz	speaks	speak	0
,	,	,	,	,	0
2	2	crd	2	2	0
Pet.	Pet.	np1	Pet.	Pet.	1
1.19	1.19	crd	1.19	1.19	0
.	.	.	.	.	1
)	)	)	)	)	0
as	as	p-acp	as	as	0
containing	containing	vvg	containing	contain	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
your	your	po22	your	your	0
Food	Food	n1	Food	food	0
,	,	,	,	,	0
your	your	po22	your	your	0
Physick	Physick	n1	Physic	physic	0
,	,	,	,	,	0
your	your	po22	your	your	0
Evidences	Evidences	n2	Evidences	evidence	0
,	,	,	,	,	0
your	your	po22	your	your	0
Comforts	Comforts	n2	Comforts	comfort	0
,	,	,	,	,	0
your	your	po22	your	your	0
Armes	Armes	n2	Arms	arm	0
,	,	,	,	,	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
of	of	a-acp	of	off	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
,	,	,	,	,	0
and	and	cc	and	and	0
defence	defence	n1	defence	defence	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Soules	Soules	n2	Souls	soul	0
,	,	,	,	,	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Vnderstanding	Vnderstanding	n1	Understanding	understanding	0
,	,	,	,	,	0
the	the	dt	the	the	0
Director	Director	n1	Director	director	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Wills	Wills	n2	Wills	will	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Mo	Mo	zz	Mo	mo	0
∣	∣	sy	∣	∣	0
derator	derator	n1	derator	derator	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Affections	Affections	n2	Affections	affection	0
.	.	.	.	.	1
Study	Study	n1	Study	study	0
this	this	d	this	this	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
our	our	po12	our	our	0
Savi	Savi	fw-la	Savi	savi	0
∣	∣	sy	∣	∣	0
our	our	po12	our	our	0
tearmes	tearmes	n2	terms	term	0
Searching	Searching	vvg	Searching	search	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
5.39	5.39	crd	5.39	5.39	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
Reading	Reading	vvg	Reading	read	0
them	them	pno32	them	they	0
over	over	a-acp	over	over	0
cursorily	cursorily	av-j	cursorily	cursory	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
examining	examining	vvg	examining	examine	0
them	them	pno32	them	they	0
diligently	diligently	av-j	diligently	diligent	0
;	;	;	;	;	0
comparing	comparing	vvg	comparing	compare	0
Scripture	Scripture	n1	Scripture	scripture	0
with	with	p-acp	with	with	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
full	full	j	full	full	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
revealed	revealed	vvd	revealed	reveal	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
many	many	d	many	many	0
times	times	n2	times	time	0
layes	layes	vvz	lays	lay	0
not	not	xx	not	not	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
truth	truth	n1	truth	truth	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
place	place	n1	place	place	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
leaves	leaves	vvz	leaves	leave	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
clauses	clauses	n2	clauses	clause	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
places	places	n2	places	place	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
truth	truth	n1	truth	truth	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
reveale	reveale	vvi	reveal	reveal	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
laying	laying	vvg	laying	lay	0
Scripture	Scripture	n1	Scripture	scripture	0
to	to	p-acp	to	to	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
many	many	d	many	many	0
taking	taking	vvg	taking	take	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
ground	ground	n1	ground	ground	0
thereupon	thereupon	av	thereupon	thereupon	0
dangerous	dangerous	j	dangerous	dangerous	0
errours	errours	n2	errors	error	0
,	,	,	,	,	0
wronging	wronging	vvg	wronging	wrong	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
never	never	av-x	never	never	0
meant	meant	vvd	meant	mean	0
,	,	,	,	,	0
and	and	cc	and	and	0
