BRethren	BRethren	ng1	BRethren	brethren	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
having	having	vhg	having	have	0
your	your	po22	your	your	0
mindes	mindes	n2	minds	mind	0
exercised	exercised	vvn	exercised	exercise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discerne	discerne	vvi	discern	discern	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
good	good	j	good	good	0
and	and	cc	and	and	0
evill	evill	j-jn	evil	evil	0
,	,	,	,	,	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
differ	differ	vvb	differ	differ	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
shall	shall	vmb	shall	shall	0
oppose	oppose	vvi	oppose	oppose	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
herein	herein	av	herein	herein	0
contained	contained	vvn	contained	contain	0
,	,	,	,	,	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
not	not	xx	not	not	0
oppose	oppose	vvi	oppose	oppose	0
mee	mee	pno11	me	i	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
publishing	publishing	vvg	publishing	publish	0
it	it	pn31	it	it	0
,	,	,	,	,	0
have	have	vhb	have	have	0
set	set	vvn	set	set	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
seale	seale	n1	seal	seal	0
,	,	,	,	,	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
your	your	po22	your	your	0
appro	appro	n1	appro	appro	0
∣	∣	sy	∣	∣	0
bation	bation	n1	bation	bation	0
thereunto	thereunto	av	thereunto	thereunto	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
it	it	pn31	it	it	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
seeching	seeching	vvg	seeching	seech	0
God	God	n1	God	god	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
gave	gave	vvd	gave	give	0
testimony	testimony	n1	testimony	testimony	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
lively	lively	j	lively	lively	0
voyce	voyce	n1	voice	voice	0
,	,	,	,	,	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
now	now	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
shew	shew	vvb	show	show	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
continuall	continuall	j	continual	continual	0
practise	practise	n1	practice	practice	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
furtherance	furtherance	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
eternall	eternall	j	eternal	eternal	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
consolation	consolation	n1	consolation	consolation	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
