ALbeit	ALbeit	cs	ALbeit	albeit	0
this	this	d	this	this	0
mooste	mooste	av-ds	most	most	0
fortunate	fortunate	j	fortunate	fortunate	0
realme	realme	n1	realm	realm	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
same	same	d	same	same	0
remained	remained	vvd	remained	remain	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
still	still	av	still	still	0
ī	ī	p-acp	in	in	0
the	the	dt	the	the	0
tēple	tēple	n1	temple	temple	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
/	/	/	/	/	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
abhomina	abhomina	fw-la	abhomina	abhomina	0
¦	¦	sy	¦	¦	0
ciō	ciō	n1	cion	cion	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
cloke	cloke	n1	cloak	cloak	0
of	of	pp-f	of	of	0
īnumerable	īnumerable	j	innumerable	innumerable	0
straūge	straūge	j	strange	strange	0
gods	gods	ng1	gods	god	0
/	/	/	/	/	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
persuasiōs	persuasiōs	n2	persuasions	persuasion	0
were	were	vbdr	were	be	0
dec	dec	fw-la	dec	dec	0
∣	∣	sy	∣	∣	0
ked	ked	j-vvn-u	ked	k	0
ith	ith	p-acp|dt	ith	in|the	0
pardōs	pardōs	n2	pardons	pardon	0
,	,	,	,	,	0
teples	teples	n2	teples	teple	0
golde	golde	n1	gold	gold	0
/	/	/	/	/	0
siluer	siluer	n1	silver	silver	0
/	/	/	/	/	0
pre	pre	fw-es	pre	pre	0
¦	¦	sy	¦	¦	0
cyousstones	cyousstones	n2	cyousstones	cyousstone	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
costlie	costlie	j	costly	costly	0
thinges	thinges	n2	things	thing	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
styrre	styrre	vvi	stir	stir	0
there	there	a-acp	there	there	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
people	people	n1	people	people	0
/	/	/	/	/	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
uauntes	uauntes	vvz	vaunts	vaunt	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
/	/	/	/	/	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
them	them	pno32	them	they	0
/	/	/	/	/	0
wherby	wherby	c-crq	whereby	whereby	0
(	(	(	(	(	0
Christ	Christ	np1	Christ	Christ	0
beyng	beyng	vbg	being	be	0
clene	clene	av-j	clean	clean	0
extīguisshed	extīguisshed	vvn	extinguished	extinguish	0
)	)	)	)	)	0
myserably	myserably	av-j	miserably	miserable	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
iustifyed	iustifyed	vvn	justified	justify	0
the	the	dt	the	the	0
Idola	Idola	n1	Idola	idola	0
∣	∣	sy	∣	∣	0
trye	trye	n1	try	try	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
/	/	/	/	/	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
the	the	dt	the	the	0
Turke	Turke	np1	Turke	Turk	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
scourge	scourge	n1	scourge	scourge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
)	)	)	)	)	0
doth	doth	vdz	does	do	0
ther	ther	a-acp	there	there	0
¦	¦	sy	¦	¦	0
fore	fore	p-acp	before	before	0
hate	hate	n1	hate	hate	0
and	and	cc	and	and	0
persecute	persecute	vvi	persecute	persecute	0
Christen	Christen	jp	christian	christian	0
men	men	n2	men	man	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
almightie	almightie	j-jn	almighty	almighty	0
god	god	n1	god	god	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
gre	gre	n1	gre	gre	0
∣	∣	sy	∣	∣	0
at	at	p-acp	at	at	0
mercy	mercy	n1	mercy	mercy	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
a	a	sy	a	a	0
Iosias	Iosias	np1	Iosias	Josias	0
/	/	/	/	/	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Kynge	Kynge	n1	King	king	0
of	of	pp-f	of	of	0
moost	moost	ds	most	most	0
worthye	worthye	j	worthy	worthy	0
fame	fame	n1	fame	fame	0
/	/	/	/	/	0
clene	clene	av-j	clean	clean	0
to	to	p-acp	to	to	0
weede	weede	n1	weed	weed	0
oute	oute	av	out	out	0
the	the	dt	the	the	0
same	same	d	same	same	0
/	/	/	/	/	0
commaundyng	commaundyng	j-vvg	commanding	command	0
god	god	n1	god	god	0
and	and	cc	and	and	0
his	his	po31	his	his	0
holye	holye	j	holy	holy	0
woorde	woorde	n1	word	word	0
frelie	frelie	av-j	freely	free	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
geuē	geuē	vvn	given	give	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
his	his	po31	his	his	0
louinge	louinge	j-vvg	loving	love	0
subiectes	subiectes	n2-jn	subjects	subject	0
/	/	/	/	/	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
o	o	uh	oh	oh	0
∣	∣	sy	∣	∣	0
nelie	nelie	j	nelie	nelie	0
truelie	truelie	av-j	truly	true	0
ande	ande	cc	and	and	0
syncerelye	syncerelye	av-j	sincerely	sincere	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taught	taught	vvn	taught	teach	0
ande	ande	cc	and	and	0
redde	redde	vvn	red	read	0
euery	euery	d	every	every	0
where	where	c-crq	where	where	0
/	/	/	/	/	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
very	very	av	very	very	0
true	true	j	true	true	0
keye	keye	n1	key	key	0
/	/	/	/	/	0
wherby	wherby	c-crq	whereby	whereby	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
/	/	/	/	/	0
ande	ande	cc	and	and	0
the	the	dt	the	the	0
nexte	nexte	ord	nexte	next	0
wa	wa	zz	wa	wa	0
∣	∣	sy	∣	∣	0
ye	ye	dt	the	the	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
obteyne	obteyne	vvi	obtain	obtain	0
the	the	dt	the	the	0
mightie	mightie	j	mighty	mighty	0
ande	ande	cc	and	and	0
stronge	stronge	j	strong	strong	0
swearde	swearde	n1	sword	sword	0
/	/	/	/	/	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
to	to	pc-acp	to	to	0
beate	beate	vvi	beat	beat	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
uell	uell	uh-av	well	well	0
and	and	cc	and	and	0
hys	hys	png31	his	he	0
derelie	derelie	av-jn	dearly	dear	0
beloued	beloued	j-vvn	beloved	belove	0
antechriste	antechriste	n1	antechriste	antechriste	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
those	those	d	those	those	0
trulie	trulie	av-j	truly	true	0
/	/	/	/	/	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
receyue	receyue	vvi	receive	receive	0
/	/	/	/	/	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
/	/	/	/	/	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holighoost	holighoost	n1	holighoost	holighoost	0
/	/	/	/	/	0
the	the	dt	the	the	0
auctoritie	auctoritie	n1	authority	authority	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
keies	keies	n2	keys	key	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
/	/	/	/	/	0
that	that	cst	that	that	0
teache	teache	vvi	teach	teach	0
theyr	theyr	po32	their	their	0
owne	owne	d	own	own	0
tradicions	tradicions	n2	traditions	tradition	0
/	/	/	/	/	0
ande	ande	cc	and	and	0
not	not	xx	not	not	0
Chryst	Chryst	np1	Chryst	Christ	0
onelye	onelye	av-j	only	only	0
/	/	/	/	/	0
and	and	cc	and	and	0
the	the	dt	the	the	0
infinite	infinite	j	infinite	infinite	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
/	/	/	/	/	0
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
so	so	av	so	so	0
moche	moche	av-d	much	much	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
cra	cra	fw-la	cra	cra	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fayned	fayned	j-vvn	feigned	feign	0
vertues	vertues	n2	virtues	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
aboue	aboue	a-acp	above	above	0
∣	∣	sy	∣	∣	0
named	named	vvn	nam	name	0
ennemy	ennemy	n1	enemy	enemy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Hys	Hys	po31	His	his	0
painted	painted	j-vvn	painted	paint	0
ke	ke	wd	ke	ke	0
∣	∣	sy	∣	∣	0
yeshaue	yeshaue	vvi	yeshaue	yeshaue	0
bene	bene	fw-la	bene	bene	0
so	so	av	so	so	0
moche	moche	av-d	much	much	0
exalted	exalted	vvn	exalted	exalt	0
/	/	/	/	/	0
his	his	po31	his	his	0
colo	colo	zz	colo	colo	0
∣	∣	sy	∣	∣	0
red	red	vvn	read	read	0
lyghtning	lyghtning	n1	lightning	lightning	0
/	/	/	/	/	0
is	is	vbz	is	be	0
so	so	av	so	so	0
moche	moche	d	much	much	0
dredde	dredde	n1	dread	dread	0
in	in	p-acp	in	in	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
raine	raine	vvi	rain	rain	0
Realmes	Realmes	ng1	Realms	realm	0
(	(	(	(	(	0
the	the	dt	the	the	0
more	more	dc	more	more	0
pitie	pitie	n1	pity	pity	0
)	)	)	)	)	0
euen	euen	av-j	even	even	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
daye	daye	n1	day	day	0
/	/	/	/	/	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
by	by	p-acp	by	by	0
he	he	pns31	he	he	0
maketh	maketh	vvz	makes	make	0
him	him	pno31	him	he	0
sel	sel	vvd	sell	fall	0
∣	∣	sy	∣	∣	0
fe	fe	zz	fe	fe	0
not	not	xx	not	not	0
onelie	onelie	av-j	only	only	0
the	the	dt	the	the	0
vicare	vicare	n1	vicar	vicar	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
vppō	vppō	p-acp	upon	upon	0
earth	earth	n1	earth	earth	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
a	a	dt	a	a	0
shamefull	shamefull	j	shameful	shameful	0
myxed	myxed	vvn	mixed	mix	0
thynge	thynge	n1	thing	thing	0
/	/	/	/	/	0
set	set	vvn	set	set	0
ād	ād	cc	and	and	0
boasted	boasted	vvd	boasted	boast	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
woorlde	woorlde	n1	world	world	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
certeyne	certeyne	j	certain	certain	0
God	God	np1	God	God	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
/	/	/	/	/	0
being	being	vbg	being	be	0
both	both	av-d	both	both	0
dradde	dradde	j	dread	dread	0
ande	ande	cc	and	and	0
honoured	honoured	vvn	honoured	honour	0
euen	euen	av	even	even	0
aboue	aboue	p-acp	above	above	0
God	God	np1	God	God	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
/	/	/	/	/	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
/	/	/	/	/	0
and	and	cc	and	and	0
the	the	dt	the	the	0
son	son	n1	son	son	0
∣	∣	sy	∣	∣	0
ne	ne	fw-fr	ne	ne	0
of	of	pp-f	of	of	0
perditiō	perditiō	n1	perdition	perdition	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
the	the	dt	the	the	0
intēt	intēt	n1	intent	intent	0
therfore	therfore	av	therefore	therefore	0
/	/	/	/	/	0
that	that	cst	that	that	0
thauctorite	thauctorite	n1	thauctorite	thauctorite	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
keyes	keyes	n2	keys	key	0
/	/	/	/	/	0
maye	maye	vmb	may	may	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
be	be	vbi	be	be	0
knowen	knowen	vvn	known	know	0
/	/	/	/	/	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
translated	translated	vvn	translated	translate	0
a	a	dt	a	a	0
sermon	sermon	n1	sermon	sermon	0
/	/	/	/	/	0
declaring	declaring	vvg	declaring	declare	0
the	the	dt	the	the	0
true	true	j	true	true	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
keyes	keyes	n2	keys	key	0
of	of	pp-f	of	of	0
ab	ab	fw-la	ab	ab	0
∣	∣	sy	∣	∣	0
solution	solution	n1	solution	solution	0
/	/	/	/	/	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
bisshoppe	bisshoppe	n1	bishop	bishop	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
hath	hath	vhz	hath	have	0
shamefully	shamefully	av-j	shamefully	shameful	0
abused	abused	vvn	abused	abuse	0
.	.	.	.	.	1
Geuinge	Geuinge	vvg	Giving	give	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
harte	harte	n1	heart	heart	0
/	/	/	/	/	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
good	good	j	good	good	0
lor	lor	n1	lor	lor	0
∣	∣	sy	∣	∣	0
deshippe	deshippe	n1	deshippe	deshippe	0
/	/	/	/	/	0
that	that	cst	that	that	0
other	other	n-jn	other	other	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
(	(	(	(	(	0
yf	yf	cs	if	if	0
your	your	po22	your	your	0
plea	plea	n1	plea	plea	0
¦	¦	sy	¦	¦	0
sure	sure	j	sure	sure	0
so	so	av	so	so	0
shalbe	shalbe	vmb	shall	shall	0
)	)	)	)	)	0
maie	maie	vmb	may	may	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
fruytion	fruytion	n1	fruition	fruition	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
cōforte	cōforte	n1	comfort	comfort	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
the	the	dt	the	the	0
maintenaunce	maintenaunce	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
holie	holie	j	holy	holy	0
learninge	learninge	n1	learning	learning	0
.	.	.	.	.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
interest	interest	n1	interest	interest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
deceptfull	deceptfull	j	deceptfull	deceptfull	0
iugglinge	iugglinge	n-vvg	juggling	juggle	0
maye	maye	vmb	may	may	0
vtterly	vtterly	av-j	utterly	utter	0
be	be	vbi	be	be	0
bannyshed	bannyshed	vvn	banished	banish	0
for	for	p-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
Ande	Ande	cc	And	and	0
thus	thus	av	thus	thus	0
Iesu	Iesu	np1	Iesu	Jesus	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
serue	serue	vvb	serve	serve	0
your	your	po22	your	your	0
lordeshippes	lordeshippes	n2	lordeshippes	lordeshippe	0
estate	estate	n1	estate	estate	0
vnto	vnto	p-acp	unto	unto	0
gods	gods	ng1	gods	god	0
honoure	honoure	n1	honour	honour	0
.	.	.	.	.	1
Fare	Fare	n1	Fare	fare	0
you	you	pn22	you	you	0
well	well	av	well	well	0
.	.	.	.	.	1
¶	¶	¶	¶	¶	0
At	At	p-acp	At	at	0
Ippeswyche	Ippeswyche	np1	Ippeswyche	Ippeswyche	0
the	the	dt	the	the	0
20	20	crd	20	20	0
daye	daye	n1	day	day	0
of	of	pp-f	of	of	0
Ianua	Ianua	np1	Ianua	Ianua	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
/	/	/	/	/	0
the	the	dt	the	the	0
yeare	yeare	n1	year	year	0
of	of	pp-f	of	of	0
oure	oure	po12	our	our	0
lorde	lorde	n1	lord	lord	0
.	.	.	.	.	1
1.5.48	1.5.48	crd	1.5.48	1.5.48	0
.	.	.	.	.	1
