SEynge	SEynge	vvg	Sing	sing	0
get	get	vvi	get	get	0
out	out	av	out	out	0
both	both	d	both	both	0
pleasure	pleasure	n1	pleasure	pleasure	0
and	and	cc	and	and	0
great	great	j	great	great	0
frute	frute	n1	fruit	fruit	0
in	in	p-acp	in	in	0
redyng	redyng	n1	redyng	redyng	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
/	/	/	/	/	0
nowe	nowe	av	now	now	0
euery	euery	d	every	every	0
mā	mā	n1	man	man	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
rude	rude	j	rude	rude	0
as	as	c-acp	as	as	0
lerned	lerned	j	learned	learned	0
may	may	vmb	may	may	0
haue	haue	vhi	have	have	0
this	this	d	this	this	0
sermon	sermon	n1	sermon	sermon	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
as	as	c-acp	as	as	0
cōmon	cōmon	j	common	common	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	p-acp	as	as	0
touchyng	touchyng	j-vvg	touching	touch	0
ye	ye	dt	the	the	0
cōmēdacion	cōmēdacion	n1	commendation	commendation	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
autor	autor	n1	author	author	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
warke	warke	n1	work	work	0
,	,	,	,	,	0
I	I	pns11	I	i	0
knowe	knowe	vvb	know	know	0
the	the	dt	the	the	0
tēdernes	tēdernes	n1	tenderness	tenderness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
wyt	wyt	n1	wit	wit	0
moche	moche	av-d	much	much	0
more	more	av-dc	more	more	0
slēder	slēder	j	slender	slender	0
thā	thā	cs	than	than	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
the	the	dt	the	the	0
weyght	weyght	n1	weight	weight	0
of	of	pp-f	of	of	0
suche	suche	d	such	such	0
an	an	dt	and	a	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
&	&	cc	&	and	0
I	I	pns11	I	i	0
rekē	rekē	vvb	reckon	reckon	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
moche	moche	av-d	much	much	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
holde	holde	vvi	hold	hold	0
my	my	po11	my	my	0
tōge	tōge	n1	tongue	tongue	0
vtterly	vtterly	av-j	utterly	utter	0
frō	frō	p-acp	from	from	0
y•	y•	n1	y•	y•	0
preysyng	preysyng	vvg	preysyng	preysyng	0
/	/	/	/	/	0
thā	thā	cs	than	than	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
speke	speke	vvi	speak	speak	0
to	to	p-acp	to	to	0
littel	littel	j	little	little	0
,	,	,	,	,	0
&	&	cc	&	and	0
for	for	p-acp	for	for	0
faute	faute	n1	fault	fault	0
of	of	pp-f	of	of	0
wyt	wyt	n1	wit	wit	0
to	to	pc-acp	to	to	0
minishe	minishe	vvi	minish	minish	0
their	their	po32	their	their	0
excellēce	excellēce	n1	excellence	excellence	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
nethelesse	nethelesse	av	netheless	netheless	0
it	it	pn31	it	it	0
semeth	semeth	vvz	seemeth	seem	0
expediēt	expediēt	j	expedient	expedient	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
yt	yt	pn31	that	it	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
ladishyp	ladishyp	n1	ladishyp	ladishyp	0
bref	bref	n1	bref	bref	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
other	other	j-jn	other	other	0
folke	folke	n1	folk	folk	0
may	may	vmb	may	may	0
knowe	knowe	vvi	know	know	0
how	how	c-crq	how	how	0
noble	noble	j	noble	noble	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
autor	autor	n1	author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
warke	warke	n1	work	work	0
/	/	/	/	/	0
&	&	cc	&	and	0
how	how	c-crq	how	how	0
moche	moche	av-d	much	much	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
boūde	boūde	vvn	bound	bind	0
to	to	p-acp	to	to	0
hym	hym	pno31	him	he	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
autor	autor	n1	author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
boke	boke	n1	book	book	0
is	is	vbz	is	be	0
Erasmus	Erasmus	np1	Erasmus	Erasmus	0
Rotero	Rotero	np1	Rotero	Rotero	0
∣	∣	sy	∣	∣	0
damus	damus	fw-la	damus	damus	0
/	/	/	/	/	0
whom	whom	qo-crq	whom	who	0
my	my	po11	my	my	0
preyses	preyses	n2	praises	praise	0
can	can	vmb	can	can	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
ennoble	ennoble	vvi	ennoble	ennoble	0
/	/	/	/	/	0
thā	thā	cs	than	than	0
the	the	dt	the	the	0
son	son	n1	son	son	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
candel	candel	n1	candle	candle	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
clerer	clerer	jc	clearer	clear	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
man	man	n1	man	man	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
whom	whom	ro-crq	whom	who	0
in	in	p-acp	in	in	0
lernynge	lernynge	n1	learning	learning	0
no	no	dx	no	no	0
lyuyng	lyuyng	n-vvg	living	live	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
hym	hym	pno31	him	he	0
selfe	selfe	n1	self	self	0
cōpare	cōpare	vvi	compare	compare	0
:	:	:	:	:	0
and	and	cc	and	and	0
nat	nat	xx	nat	not	0
only	only	av-j	only	only	0
passeth	passeth	vvz	passes	pass	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
alyue	alyue	j	alive	alive	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
olde	olde	j	old	old	0
autors	autors	n2	authors	author	0
hath	hath	vhz	hath	have	0
beraft	beraft	vvn	bereft	bereave	0
ye	ye	pn22	you	you	0
price	price	n1	price	price	0
/	/	/	/	/	0
and	and	cc	and	and	0
nat	nat	xx	nat	not	0
onely	onely	av-j	only	only	0
paynēs	paynēs	n2	paynens	paynen	0
and	and	cc	and	and	0
gentyls	gentyls	n2-j	gentles	gentles	0
but	but	p-acp	but	but	0
also	also	av	also	also	0
Chrsten	Chrsten	jp	Chrsten	chrsten	0
doctors	doctors	n2	doctors	doctor	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
ye	ye	dt	the	the	0
mā	mā	n1	man	man	0
that	that	cst	that	that	0
whan	whan	c-crq	when	when	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
fyrst	fyrst	ord	fyrst	first	0
dayes	dayes	ng1	days	day	0
trouth	trouth	n1	troth	troth	0
was	was	vbds	was	be	0
far	far	av-j	far	far	0
hyd	hyd	vvd	hid	hide	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
depe	depe	j-jn	deep	deep	0
veines	veines	n2	veins	vein	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
grounde	grounde	n1	ground	ground	0
/	/	/	/	/	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
ouer	ouer	p-acp	over	over	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
prohibited	prohibited	vvn	prohibited	prohibit	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
thyng	thyng	n1	thing	thing	0
being	being	vbg	being	be	0
worthy	worthy	j	worthy	worthy	0
deth	deth	n1	death	death	0
yt	yt	pn31	that	it	0
no	no	av-dx	no	no	0
man	man	n1	man	man	0
shulde	shulde	vmd	should	shall	0
for	for	p-acp	for	for	0
her	her	pno31	her	she	0
enquere	enquere	vvi	inquire	inquire	0
,	,	,	,	,	0
he	he	pns31	he	he	0
dyd	dyd	vdd	did	do	0
nat	nat	xx	nat	not	0
suffre	suffre	vvi	suffer	suffer	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
cōfounded	cōfounded	vvn	confounded	confound	0
with	with	p-acp	with	with	0
suche	suche	d	such	such	0
a	a	dt	a	a	0
maruey	maruey	n1	maruey	maruey	0
∣	∣	sy	∣	∣	0
lous	lous	n2	lous	love	0
darknes	darknes	n1	darkness	darkness	0
,	,	,	,	,	0
and	and	cc	and	and	0
either	either	d	either	either	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
dygged	dygged	vvn	dug	dig	0
vp	vp	p-acp	up	up	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
ȳmes	ȳmes	n2	ymmes	ymme	0
of	of	pp-f	of	of	0
trouth	trouth	n1	troth	troth	0
/	/	/	/	/	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
lest	lest	cs	lest	lest	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
restored	restored	vvn	restored	restore	0
vs	vs	pno12	us	we	0
free	free	j	free	free	0
libertie	libertie	n1	liberty	liberty	0
to	to	pc-acp	to	to	0
serche	serche	vvi	search	search	0
her	her	pno31	her	she	0
.	.	.	.	.	1
He	He	pns31	He	he	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
mā	mā	n1	man	man	0
that	that	cst	that	that	0
to	to	p-acp	to	to	0
Isaac	Isaac	np1	Isaac	Isaac	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
compared	compared	vvn	compared	compare	0
/	/	/	/	/	0
the	the	dt	the	the	0
whiche	whiche	r-crq	which	which	0
dygged	dygged	vvd	dug	dig	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
goodly	goodly	j	goodly	goodly	0
spryngyng	spryngyng	j-vvg	spryngyng	spryngyng	0
welles	welles	n2	wells	well	0
/	/	/	/	/	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Philistēs	Philistēs	n2	Philistens	philisten	0
distroied	distroied	vvn	destroyed	destroy	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
dyrte	dyrte	n1	dyrte	dyrte	0
&	&	cc	&	and	0
donge	donge	n1	dung	dung	0
ouerfylled	ouerfylled	vvn	ouerfylled	ouerfyl	0
.	.	.	.	.	1
The	The	dt	The	the	0
clere	clere	j	clear	clear	0
springes	springes	n2	springs	springe	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
scripture	scripture	n1	scripture	scripture	0
/	/	/	/	/	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
Phili	Phili	np1	Phili	Phili	0
∣	∣	sy	∣	∣	0
stiēs	stiēs	ng2	stiens	stiens	0
had	had	vhd	had	have	0
so	so	av	so	so	0
troubled	troubled	vvn	troubled	trouble	0
/	/	/	/	/	0
so	so	av	so	so	0
marred	marred	vvn	marred	mar	0
/	/	/	/	/	0
and	and	cc	and	and	0
so	so	av	so	so	0
defiled	defiled	vvn	defiled	defile	0
/	/	/	/	/	0
yt	yt	pn31	that	it	0
no	no	dx	no	no	0
man	man	n1	man	man	0
coude	coude	vmd	could	can	0
drynke	drynke	vvi	drink	drink	0
or	or	cc	or	or	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
true	true	j	true	true	0
taste	taste	n1	taste	taste	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
water	water	n1	water	water	0
/	/	/	/	/	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
nowe	nowe	av	now	now	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
labour	labour	n1	labour	labour	0
and	and	cc	and	and	0
diligence	diligence	n1	diligence	diligence	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
olde	olde	j	old	old	0
purenes	purenes	n1	pureness	pureness	0
and	and	cc	and	and	0
clerenes	clerenes	n1	clearness	clearness	0
so	so	av	so	so	0
restored	restored	vvn	restored	restore	0
yt	yt	pn31	that	it	0
no	no	dx	no	no	0
spotte	spotte	n1	spot	spot	0
nor	nor	ccx	nor	nor	0
erthly	erthly	j	earthly	earthly	0
fylthe	fylthe	n1	filth	filth	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
remayneth	remayneth	vvz	remaineth	remain	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
ye	ye	pn22	you	you	0
Philistiēs	Philistiēs	n2	Philistiens	philistien	0
dyd	dyd	vdd	did	do	0
al	al	d	all	all	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
coude	coude	vmd	could	can	0
to	to	p-acp	to	to	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
sturbe	sturbe	vvb	sturbe	sturbe	0
hym	hym	pno31	him	he	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
purpose	purpose	n1	purpose	purpose	0
/	/	/	/	/	0
and	and	cc	and	and	0
yt	yt	pn31	that	it	0
amōge	amōge	p-acp	among	among	0
the	the	dt	the	the	0
people	people	n1	people	people	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
/	/	/	/	/	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
greatly	greatly	av-j	greatly	great	0
hated	hated	vvn	hated	hate	0
and	and	cc	and	and	0
enuied	enuied	vvn	envied	envy	0
/	/	/	/	/	0
yet	yet	av	yet	yet	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
chanceth	chanceth	vvz	chanceth	chance	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
way	way	n1	way	way	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
that	that	d	that	that	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
bold	bold	j	bold	bold	0
stomake	stomake	n1	stomach	stomach	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
good	good	j	good	good	0
dedes	dedes	n2	deeds	deed	0
do	do	vdb	do	do	0
contynue	contynue	vvi	continue	continue	0
/	/	/	/	/	0
excellent	excellent	uh-j	excellent	excellent	0
vertue	vertue	n1	virtue	virtue	0
hath	hath	vhz	hath	have	0
o	o	fw-la	o	o	0
∣	∣	sy	∣	∣	0
uercome	uercome	j	uercome	uercome	0
enuy	enuy	n1	envy	envy	0
/	/	/	/	/	0
whan	whan	c-crq	when	when	0
frō	frō	p-acp	from	from	0
this	this	d	this	this	0
mā	mā	n1	man	man	0
there	there	a-acp	there	there	0
can	can	vmb	can	can	0
come	come	vvi	come	come	0
out	out	av	out	out	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
both	both	d	both	both	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
excedyng	excedyng	j-vvg	exceeding	exceed	0
{	{	{	{	{	0
pro	pro	fw-la	pro	pro	0
}	}	}	}	}	0
fitable	fitable	j-u	fitable	fitable	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
euery	euery	d	every	every	0
side	side	n1	side	side	0
all	all	d	all	all	0
perfect	perfect	j	perfect	perfect	0
/	/	/	/	/	0
me	me	pno11	me	i	0
thynketh	thynketh	vvz	thinketh	think	0
yt	yt	pn31	that	it	0
this	this	d	this	this	0
litell	litell	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
poynt	poynt	n1	point	point	0
as	as	c-acp	as	as	0
perfect	perfect	j	perfect	perfect	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
o	o	fw-fr	o	o	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
profit	profit	n1	profit	profit	0
/	/	/	/	/	0
nat	nat	xx	nat	not	0
only	only	av-j	only	only	0
giueth	giueth	vvz	gives	give	0
no	no	dx	no	no	0
place	place	n1	place	place	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
greatly	greatly	av-j	greatly	great	0
passeth	passeth	vvz	passes	pass	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
where	where	c-crq	where	where	0
afore	afore	p-acp	afore	afore	0
the	the	dt	the	the	0
warkes	warkes	vvz	works	work	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
were	were	vbdr	were	be	0
{	{	{	{	{	0
pro	pro	fw-la	pro	pro	0
}	}	}	}	}	0
fitable	fitable	j-u	fitable	fitable	0
but	but	cc-acp	but	but	0
specially	specially	av-j	specially	special	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
kynde	kynde	n1	kind	kind	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
/	/	/	/	/	0
his	his	po31	his	his	0
Prouerbes	Prouerbes	n2	Proverbs	proverb	0
/	/	/	/	/	0
his	his	po31	his	his	0
Newe	Newe	j	New	new	0
Testament	Testament	n1	Testament	testament	0
/	/	/	/	/	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
treatyses	treatyses	n2	treatises	treatise	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
lerned	lerned	j	learned	learned	0
men	men	n2	men	man	0
/	/	/	/	/	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
boke	boke	n1	book	book	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
Instruction	Instruction	n1	Instruction	instruction	0
of	of	pp-f	of	of	0
princis	princis	n2	princes	prince	0
ye	ye	dt	the	the	0
moste	moste	av-ds	most	most	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fit	fit	n1	fit	fit	0
redūdeth	redūdeth	vvz	redundeth	redund	0
to	to	p-acp	to	to	0
princes	princes	n2	princes	prince	0
.	.	.	.	.	1
This	This	d	This	this	0
boke	boke	n1	book	book	0
only	only	av-j	only	only	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
boke	boke	n1	book	book	0
called	called	vvd	called	call	0
ye	ye	pn22	you	you	0
knife	knife	n1	knife	knife	0
or	or	cc	or	or	0
wepō	wepō	n1	weapon	weapon	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Christē	Christē	jp	Christian	christian	0
owdiour	owdiour	n1	owdiour	owdiour	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
far	far	av-j	far	far	0
spredde	spredde	vvn	spread	spread	0
abrode	abrode	av	abroad	abroad	0
his	his	po31	his	his	0
fruteful	fruteful	j	fruitful	fruitful	0
branches	branches	n2	branches	branch	0
,	,	,	,	,	0
that	that	cst	that	that	0
ther	ther	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
mā	mā	n1	man	man	0
but	but	cc-acp	but	but	0
great	great	j	great	great	0
frute	frute	n1	fruit	fruit	0
gether	gether	av	gether	gether	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
/	/	/	/	/	0
except	except	c-acp	except	except	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
thynketh	thynketh	vvz	thinketh	think	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
maketh	maketh	vvz	makes	make	0
no	no	dx	no	no	0
matter	matter	n1	matter	matter	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
dampned	dampned	vvn	dampened	dampen	0
or	or	cc	or	or	0
saued	saued	vvn	saved	save	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
knyfe	knyfe	n1	knife	knife	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Christē	Christē	jp	Christian	christian	0
sowdiour	sowdiour	n1	sowdiour	sowdiour	0
whiche	whiche	r-crq	which	which	0
he	he	pns31	he	he	0
nameth	nameth	vvz	names	name	0
Enchiridion	Enchiridion	np1	Enchiridion	Enchiridion	0
,	,	,	,	,	0
it	it	pn31	it	it	0
bryngeth	bryngeth	vvz	bringeth	bring	0
a	a	dt	a	a	0
man	man	n1	man	man	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
vicis	vicis	fw-la	vicis	vicis	0
/	/	/	/	/	0
and	and	cc	and	and	0
leadeth	leadeth	vvz	leads	lead	0
hym	hym	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tue	tue	uh	tue	tue	0
and	and	cc	and	and	0
the	the	dt	the	the	0
path	path	n1	path	path	0
of	of	pp-f	of	of	0
saluation	saluation	n1	salvation	salvation	0
.	.	.	.	.	1
This	This	d	This	this	0
littel	littel	j	little	little	0
treatise	treatise	n1	treatise	treatise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
teacheth	teacheth	vvz	teaches	teach	0
a	a	dt	a	a	0
man	man	n1	man	man	0
to	to	pc-acp	to	to	0
ascribe	ascribe	vvi	ascribe	ascribe	0
no	no	uh-x	no	no	0
∣	∣	sy	∣	∣	0
thyng	thyng	n1	thing	thing	0
to	to	p-acp	to	to	0
hym	hym	pno31	him	he	0
selfe	selfe	n1	self	self	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
gether	gether	av	gether	gether	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mercy	mercy	n1	mercy	mercy	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
/	/	/	/	/	0
seing	seing	vvg	sing	sing	0
that	that	cst	that	that	0
the	the	dt	the	the	0
fre	fre	p-acp	from	from	0
wyl	wyl	n1	will	will	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
¦	¦	sy	¦	¦	0
dewed	dewed	vvn	dewed	dew	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
/	/	/	/	/	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
fre	fre	p-acp	from	from	0
gyfte	gyfte	n1	gift	gift	0
of	of	pp-f	of	of	0
almighty	almighty	j-jn	almighty	almighty	0
god	god	n1	god	god	0
/	/	/	/	/	0
and	and	cc	and	and	0
except	except	c-acp	except	except	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
made	made	vvd	made	make	0
clerer	clerer	jc	clearer	clear	0
/	/	/	/	/	0
it	it	pn31	it	it	0
shuld	shuld	vmd	should	shall	0
be	be	vbi	be	be	0
so	so	av	so	so	0
darke	darke	j	dark	dark	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rust	rust	n1	rust	rust	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
original	original	j-jn	original	original	0
synne	synne	n1	sin	sin	0
