Fathers	Fathers	ng1	Father's	father	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
indeed	indeed	av	indeed	indeed	0
affected	affected	vvn	affected	affect	0
and	and	cc	and	and	0
afflicted	afflicted	vvn	afflicted	afflict	0
with	with	p-acp	with	with	0
Divisions	Divisions	n2	Divisions	division	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
I	I	pns11	I	i	0
look	look	vvb	look	look	0
on	on	p-acp	on	on	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
grown	grown	j-vvn	grown	grow	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Interest	Interest	n1	Interest	interest	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
well	well	av	well	well	0
cleared	cleared	vvn	cleared	clear	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
heart	heart	n1	heart	heart	0
walking	walking	vvg	walking	walk	0
close	close	av-j	close	close	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
really	really	av-j	really	real	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
measure	measure	vvi	measure	measure	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
hearts	hearts	n2	hearts	heart	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
own	own	d	own	own	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
say	say	vvi	say	say	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
pardon	pardon	vvb	pardon	pardon	0
my	my	po11	my	my	0
hypo	hypo	n1	hypo	hypo	0
∣	∣	sy	∣	∣	0
crisie	crisie	n1	crisie	crisie	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
point	point	n1	point	point	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
affected	affected	vvn	affected	affect	0
as	as	c-acp	as	as	0
become	become	vvn	become	become	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
for	for	c-acp	for	for	0
Divisions	Divisions	n2	Divisions	division	0
among	among	p-acp	among	among	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
hard	hard	j	hard	hard	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
whatever	whatever	r-crq	whatever	whatever	0
words	words	n2	words	word	0
seem	seem	vvb	seem	seem	0
to	to	pc-acp	to	to	0
affirm	affirm	vvi	affirm	affirm	0
.	.	.	.	.	1
Could	Could	vmd	Could	can	0
I	I	pns11	I	i	0
joy	joy	vvi	joy	joy	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
lived	lived	vvd	lived	live	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
day	day	n1	day	day	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
put	put	vvd	put	put	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
two	two	crd	two	two	0
or	or	cc	or	or	0
three	three	crd	three	three	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
what	what	r-crq	what	what	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
healing	healing	n-vvg	healing	heal	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
breaches	breaches	n2	breaches	breach	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereupon	thereupon	av	thereupon	thereupon	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Brethren	Brethren	n2	Brothers	brethren	0
together	together	av	together	together	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
agree	agree	vvi	agree	agree	0
so	so	av	so	so	0
far	far	av-j	far	far	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
Associate	Associate	vvi	Associate	associate	0
together	together	av	together	together	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Brethren	Brethren	n2	Brothers	brethren	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
Countries	Countries	n2	Countries	country	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
:	:	:	:	:	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
this	this	d	this	this	0
upon	upon	p-acp	upon	upon	0
record	record	n1	record	record	0
,	,	,	,	,	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
Script	Script	n1	Script	script	0
shall	shall	vmb	shall	shall	0
last	last	vvi	last	last	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Presbyterial	Presbyterial	j-jn	Presbyterial	presbyterial	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
movers	movers	n2	movers	mover	0
for	for	p-acp	for	for	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
so	so	av	so	so	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
bidden	bidden	vvn	bidden	bid	0
fair	fair	j	fair	fair	0
for	for	p-acp	for	for	0
peace	peace	n1	peace	peace	0
;	;	;	;	;	0
had	had	vhd	had	have	0
our	our	po12	our	our	0
Congregational	Congregational	j	Congregational	congregational	0
Brethren	Brethren	n2	Brothers	brethren	0
[	[	[	[	[	0
whose	whose	qg-crq	whose	who	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
,	,	,	,	,	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
and	and	cc	and	and	0
graces	graces	n2	graces	grace	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
and	and	cc	and	and	0
love	love	vvi	love	love	0
]	]	]	]	]	0
been	been	vbn	been	be	0
but	but	cc-acp	but	but	0
answerable	answerable	j	answerable	answerable	0
,	,	,	,	,	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
joyned	joyned	vvn	joined	join	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
praises	praises	n2	praises	praise	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
healing	healing	n-vvg	healing	heal	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
mourn	mourn	vvi	mourn	mourn	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
breaches	breaches	n2	breaches	breach	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
forgotten	forgotten	vvn	forgotten	forget	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
good	good	j	good	good	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
went	went	vvd	went	go	0
along	along	a-acp	along	along	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
though	though	cs	though	though	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
diffe	diffe	n1	diffe	diffe	0
∣	∣	sy	∣	∣	0
rent	rent	n1	rend	rent	0
principles	principles	n2	principles	principle	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
chosen	chosen	vvn	chosen	choose	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
agree	agree	vvi	agree	agree	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
met	met	vvd	met	meet	0
neer	neer	av-j	near	near	0
twenty	twenty	crd	twenty	twenty	0
times	times	n2	times	time	0
before	before	c-acp	before	before	0
we	we	pns12	we	we	0
could	could	vmd	could	can	0
finish	finish	vvi	finish	finish	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
no	no	dx	no	no	0
unbrotherly	unbrotherly	j	unbrotherly	unbrotherly	0
clashing	clashing	n-vvg	clashing	clash	0
was	was	vbds	was	be	0
heard	heard	vvn	herd	hear	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
so	so	av	so	so	0
soon	soon	av	soon	soon	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
saw	saw	vvd	saw	see	0
each	each	d	each	each	0
others	others	n2-jn	others	other	0
principles	principles	n2	principles	principle	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fixed	fixed	vvn	fixed	fix	0
,	,	,	,	,	0
presently	presently	av-j	presently	present	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
called	called	vvn	called	call	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
Disputing	Disputing	vvg	Disputing	dispute	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
next	next	ord	next	next	0
words	words	n2	words	word	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
Come	Come	vvb	Come	come	0
,	,	,	,	,	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
Accommodate	Accommodate	vvi	Accommodate	accommodate	0
;	;	;	;	;	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
blessing	blessing	n1	blessing	blessing	0
of	of	pp-f	of	of	0
Matth.	Matth.	np1	Matth.	Matth.	1
5.9	5.9	crd	5.9	5.9	0
.	.	.	.	.	0
fall	fall	vvb	fallen	fall	0
upon	upon	p-acp	upon	upon	0
such	such	d	such	such	0
hearts	hearts	n2	hearts	heart	0
.	.	.	.	.	1
Were	Were	vbdr	Were	be	0
it	it	pn31	it	it	0
true	true	j	true	true	0
that	that	d	that	that	0
uniting	uniting	n-vvg	uniting	unite	0
with	with	p-acp	with	with	0
our	our	po12	our	our	0
Brethren	Brethren	n2	Brothers	brethren	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Association	Association	n1	Association	association	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
dividing	dividing	vvg	dividing	divide	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Congregational	Congregational	j	Congregational	congregational	0
Brethren	Brethren	n2	Brothers	brethren	0
did	did	vdd	did	do	0
intimate	intimate	vvi	intimate	intimate	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Sermon	Sermon	n1	Sermon	sermon	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
upon	upon	p-acp	upon	upon	0
Hos.	Hos.	np1	Hos.	Hos.	1
10.2	10.2	crd	10.2	10.2	0
.	.	.	.	.	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
wonder	wonder	vvb	wonder	wonder	0
not	not	xx	not	not	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
so	so	av	so	so	0
soon	soon	av	soon	soon	0
deserted	deserted	vvn	deserted	desert	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
others	others	n2-jn	others	other	0
stand	stand	vvb	stand	stand	0
off	off	p-acp	off	off	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
he	he	pns31	he	he	0
said	said	vvd	said	say	0
was	was	vbds	was	be	0
one	one	crd	one	one	0
note	note	n1	note	note	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
vided	vided	vvn	vided	vide	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
fully	fully	av-j	fully	full	0
come	come	vvn	come	come	0
up	up	a-acp	up	up	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
:	:	:	:	:	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
this	this	d	this	this	0
head	head	n1	head	head	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
did	did	vdd	did	do	0
fashion	fashion	vvi	fashion	fashion	0
and	and	cc	and	and	0
mould	mould	n1	mould	mould	0
themselves	themselves	px32	themselves	themselves	0
in	in	p-acp	in	in	0
State	State	n1	State	state	0
and	and	cc	and	and	0
Church	Church	n1	Church	church	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Mode	Mode	n1	Mode	mode	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Times	Times	n2	Times	time	0
,	,	,	,	,	0
though	though	cs	though	though	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
own	own	d	own	own	0
principles	principles	n2	principles	principle	0
and	and	cc	and	and	0
light	light	n1	light	light	0
,	,	,	,	,	0
cross	cross	j	cross	cross	0
to	to	pc-acp	to	to	0
[	[	[	[	[	0
or	or	cc	or	or	0
laying	laying	vvg	laying	lay	0
by	by	p-acp	by	by	0
]	]	]	]	]	0
the	the	dt	the	the	0
Institutions	Institutions	n2	Institutions	institution	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
15.19	15.19	crd	15.19	15.19	0
.	.	.	.	.	1
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
separate	separate	vvb	separate	separate	0
the	the	dt	the	the	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
cious	cious	uh	cious	cious	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
vile	vile	j	vile	vile	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
our	our	po12	our	our	0
Brothers	Brothers	ng1	Brother's	brother	0
aim	aim	n1	aim	aim	0
was	was	vbds	was	be	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stood	stood	vvd	stood	stand	0
by	by	p-acp	by	by	0
divers	divers	j	diverse	diverse	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Congregation	Congregation	n1	Congregation	congregation	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
return	return	vvi	return	return	0
this	this	d	this	this	0
answer	answer	n1	answer	answer	0
.	.	.	.	.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
means	means	vvz	means	mean	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
contrary	contrary	j-jn	contrary	contrary	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
own	own	d	own	own	0
prin	prin	n1	prin	prin	0
∣	∣	sy	∣	∣	0
ciples	ciples	n2	ciples	ciple	0
and	and	cc	and	and	0
light	light	n1	light	light	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
mistaken	mistaken	vvn	mistaken	mistake	0
extreamly	extreamly	av-jn	extremely	extreme	0
.	.	.	.	.	1
If	If	cs	If	if	0
he	he	pns31	he	he	0
meant	meant	vvd	meant	mean	0
he	he	pns31	he	he	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
Congregational	Congregational	j	Congregational	congregational	0
men	men	n2	men	man	0
must	must	vmb	must	must	0
do	do	vdi	do	do	0
so	so	av	so	so	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
Associate	Associate	vvi	Associate	associate	0
,	,	,	,	,	0
how	how	q-crq	how	how	0
can	can	vmb	can	can	0
this	this	d	this	this	0
possibly	possibly	av-j	possibly	possible	0
be	be	vbb	be	be	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
foundations	foundations	n2	foundations	foundation	0
we	we	pns12	we	we	0
laid	laid	vvd	laid	lay	0
for	for	p-acp	for	for	0
agreement	agreement	n1	agreement	agreement	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fessed	fessed	n-vvn	fessed	fess	0
again	again	av	again	again	0
and	and	cc	and	and	0
again	again	av	again	again	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
went	went	vvd	went	go	0
not	not	xx	not	not	0
about	about	p-acp	about	about	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
any	any	d	any	any	0
man	man	n1	man	man	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
his	his	po31	his	his	0
Principles	Principles	n2	Principles	principle	0
?	?	?	?	?	1
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
our	our	po12	our	our	0
Bro	Bro	np1	Bro	Bro	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
had	had	vhd	had	have	0
instanced	instanced	vvn	instanced	instance	0
what	what	r-crq	what	what	0
Institution	Institution	n1	Institution	institution	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
we	we	pns12	we	we	0
crossed	crossed	vvd	crossed	cross	0
or	or	cc	or	or	0
laid	laid	vvn	laid	lay	0
by	by	p-acp	by	by	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
he	he	pns31	he	he	0
alledged	alledged	vvd	alleged	allege	0
,	,	,	,	,	0
let	let	vvb	let	let	0
us	us	pno12	us	we	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
this	this	d	this	this	0
suits	suits	vvz	suits	suit	0
our	our	po12	our	our	0
case	case	n1	case	case	0
;	;	;	;	;	0
the	the	dt	the	the	0
Presbyterial	Presbyterial	j-jn	Presbyterial	presbyterial	0
Brethren	Brethren	n2	Brothers	brethren	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
indeed	indeed	av	indeed	indeed	0
sepa	sepa	fw-la	sepa	sepa	0
∣	∣	sy	∣	∣	0
rate	rate	n1	rate	rate	0
as	as	c-acp	as	as	0
do	do	n1	doe	do	0
he	he	pns31	he	he	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
doth	doth	vdz	does	do	0
he	he	pns31	he	he	0
therefore	therefore	av	therefore	therefore	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
Text	Text	n1	Text	text	0
stand	stand	vvb	stand	stand	0
off	off	a-acp	off	off	0
?	?	?	?	?	1
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
five	five	crd	five	five	0
several	several	j	several	several	0
expositions	expositions	n2	expositions	exposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
words	words	n2	words	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
few	few	d	few	few	0
who	who	r-crq	who	who	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
word	word	n1	word	word	0
Precious	Precious	j	Precious	precious	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
relate	relate	vvi	relate	relate	0
to	to	p-acp	to	to	0
Persons	Persons	n2	Persons	person	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
my	my	po11	my	my	0
Brother	Brother	n1	Brother	brother	0
that	that	cst	that	that	0
sense	sense	n1	sense	sense	0
,	,	,	,	,	0
Let	Let	vvb	Let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
meant	meant	vvn	meant	mean	0
of	of	pp-f	of	of	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
The	The	dt	The	the	0
Ara	Ara	np1	Ara	Ara	0
∣	∣	sy	∣	∣	0
bick	bick	j	bick	bick	0
word	word	n1	word	word	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Transla	Transla	np1	Transla	Transla	0
∣	∣	sy	∣	∣	0
tor	tor	p-acp	tor	for	0
