COnscience	COnscience	n1	COnscience	conscience	0
with	with	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
how	how	c-crq	how	how	0
'tis	'tis	pn31|vbz	it's	it|be	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
is	is	vbz	is	be	0
thy	thy	po21	thy	thy	0
essential	essential	j	essential	essential	0
property	property	n1	property	property	0
.	.	.	.	.	1
Even	Even	j	Even	even	0
those	those	d	those	those	0
(	(	(	(	(	0
John	John	np1	John	John	0
8.	8.	crd	8.	8.	0
6	6	crd	6	6	0
,	,	,	,	,	1
9.	9.	crd	9.	9	0
)	)	)	)	)	0
that	that	cst	that	that	0
tempted	tempted	vvd	tempted	tempt	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
something	something	pi	something	something	0
to	to	pc-acp	to	to	0
accuse	accuse	vvi	accuse	accuse	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
convicted	convicted	vvn	convicted	convict	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Consciences	Consciences	n2	Consciences	conscience	0
;	;	;	;	;	0
their	their	po32	their	their	0
Consciences	Consciences	n2	Consciences	conscience	0
dealt	dealt	vvn	dealt	deal	0
plainly	plainly	av-j	plainly	plain	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
told	told	vvd	told	tell	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
sin	sin	n1	since	sin	0
.	.	.	.	.	1
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
the	the	dt	the	the	0
Candle	Candle	n1	Candle	candle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
searching	searching	vvg	searching	search	0
the	the	dt	the	the	0
inward	inward	j	inward	inward	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
secret	secret	j-jn	secret	secret	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tents	tents	n2	tents	tent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
20.	20.	crd	20.	20.	0
27.	27.	crd	27.	27.	0
accord	accord	n1	accord	accord	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
2.	2.	crd	2.	2.	0
11.	11.	crd	11.	11.	1
What	What	q-crq	What	what	0
man	man	n1	man	man	0
knoweth	knoweth	vvz	knoweth	know	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
save	save	vvb	save	save	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
within	within	p-acp	within	within	0
him	him	pno31	him	he	0
?	?	?	?	?	1
Thou	Thou	pns21	Thou	thou	0
didst	didst	vdd2	didst	do	0
tell	tell	vvi	tell	tell	0
Pharaoh	Pharaoh	np1	Pharaoh	Pharaoh	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
9.	9.	crd	9.	9	0
27.	27.	crd	27.	27.	0
and	and	cc	and	and	0
Josephs	Josephs	np1	Josephs	Josephs	0
Brethren	Brethren	n2	Brothers	brethren	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
guilty	guilty	j	guilty	guilty	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
42.	42.	crd	42.	42.	0
21.	21.	crd	21.	21.	0
and	and	cc	and	and	0
Judas	Judas	np1	Judas	Judas	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
sinned	sinned	vvn	sinned	sin	0
in	in	p-acp	in	in	0
betraying	betraying	vvg	betraying	betray	0
innocent	innocent	j-jn	innocent	innocent	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
Matth.	Matth.	np1	Matth.	Matth.	1
27	27	crd	27	27	0
3	3	crd	3	3	0
,	,	,	,	,	0
4.	4.	crd	4.	4.	1
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
thee	thee	pno21	thee	thou	0
do	do	vdb	do	do	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
for	for	c-acp	for	for	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
if	if	cs	if	if	0
thou	thou	pns21	thou	thou	0
see	see	vvb	see	see	0
cause	cause	n1	cause	cause	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
a	a	dt	a	a	0
well	well	av	well	well	0
read	read	vvd	read	read	0
Conscience	Conscience	n1	Conscience	conscience	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
enlightned	enlightned	vvn	enlightened	enlighten	0
and	and	cc	and	and	0
rightly	rightly	av-jn	rightly	right	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
formed	formed	vvn	formed	form	0
:	:	:	:	:	0
If	If	cs	If	if	0
thou	thou	pns21	thou	thou	0
be	be	vbb	be	be	0
so	so	av	so	so	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
knowest	knowest	vv2	knowest	know	0
my	my	po11	my	my	0
Readers	Readers	n2	Readers	reader	0
estate	estate	n1	estate	estate	0
Godward	Godward	np1	Godward	Godward	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
good	good	j	good	good	0
or	or	cc	or	or	0
bad	bad	j	bad	bad	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
or	or	cc	or	or	0
Nature	Nature	n1	Nature	nature	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
know	know	vvi	know	know	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
always	always	av	always	always	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
thought	thought	n1	thought	thought	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Heart	Heart	n1	Heart	heart	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
privy	privy	j	privy	privy	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
word	word	n1	word	word	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
tongue	tongue	n1	tongue	tongue	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
hearest	hearest	vv2	hearest	hear	0
it	it	pn31	it	it	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
but	but	cc-acp	but	but	0
thou	thou	pns21	thou	thou	0
seest	seest	vv2	seest	see	0
it	it	pn31	it	it	0
.	.	.	.	.	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
thee	thee	pno21	thee	thou	0
his	his	po31	his	his	0
Spy	Spy	n1	Spy	spy	0
and	and	cc	and	and	0
Overseer	Overseer	n1	Overseer	overseer	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
thou	thou	pns21	thou	thou	0
mayst	mayst	vm2	mayest	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
true	true	j	true	true	0
Witness	Witness	n1	Witness	witness	0
for	for	p-acp	for	for	0
or	or	cc	or	or	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
tell	tell	vvi	tell	tell	0
whether	whether	cs	whither	whether	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
Child	Child	n1	Child	child	0
of	of	pp-f	of	of	0
wrath	wrath	n1	wrath	wrath	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
2.	2.	crd	2.	2.	0
3.	3.	crd	3.	3.	0
or	or	cc	or	or	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
born	born	vvn	born	bear	0
again	again	av	again	again	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Child	Child	n1	Child	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
Faith	Faith	n1	Faith	faith	0
in	in	p-acp	in	in	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
3.	3.	crd	3.	3.	0
26.	26.	crd	26.	26.	1
Thou	Thou	pns21	Thou	thou	0
canst	canst	vm2	canst	can	0
tell	tell	vvi	tell	tell	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
gall	gall	n1	gall	gall	0
of	of	pp-f	of	of	0
bitterness	bitterness	n1	bitterness	bitterness	0
and	and	cc	and	and	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
iniquity	iniquity	n1	iniquity	iniquity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
Acts	Acts	vvz	Acts	act	0
8.	8.	crd	8.	8.	0
23.	23.	crd	23.	23.	1
Thou	Thou	pns21	Thou	thou	0
canst	canst	vm2	canst	can	0
tell	tell	vvi	tell	tell	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
live	live	vvi	live	live	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
,	,	,	,	,	0
or	or	cc	or	or	0
no	no	uh-dx	no	no	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
same	same	d	same	same	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
new	new	j	new	new	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
the	the	dt	the	the	0
workmanship	workmanship	n1	workmanship	workmanship	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
second	second	ord	second	second	0
cre	cre	c-acp	credit	ere	0
∣	∣	sy	∣	∣	0
ation	ation	n1	ation	ation	0
,	,	,	,	,	0
born	born	vvn	born	bear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
sanctified	sanctified	vvn	sanctified	sanctify	0
throughout	throughout	a-acp	throughout	throughout	0
,	,	,	,	,	0
cleansed	cleansed	vvn	cleansed	cleanse	0
from	from	p-acp	from	from	0
fil	fil	vvi	fill	fill	0
∣	∣	sy	∣	∣	0
thiness	thiness	n1	thiness	thiness	0
of	of	pp-f	of	of	0
flesh	flesh	n1	flesh	flesh	0
and	and	cc	and	and	0
spirit	spirit	n1	spirit	spirit	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
worship	worship	vvb	worship	worship	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
spirit	spirit	n1	spirit	spirit	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
form	form	n1	from	form	0
of	of	pp-f	of	of	0
godliness	godliness	n1	godliness	godliness	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
power	power	n1	power	power	0
also	also	av	also	also	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
Christian	Christian	njp	Christian	christian	0
outward	outward	j	outward	outward	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
or	or	cc	or	or	0
inwardly	inwardly	av-j	inwardly	inward	0
also	also	av	also	also	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
a	a	dt	a	a	0
hearer	hearer	n1	hearer	hearer	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
doer	doer	n1	doer	doer	0
also	also	av	also	also	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
have	have	vhb	have	have	0
onely	onely	av-j	only	only	0
a	a	dt	a	a	0
name	name	n1	name	name	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
alive	alive	j	alive	alive	0
indeed	indeed	av	indeed	indeed	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
barren	barren	j	barren	barren	0
and	and	cc	and	and	0
unfruit	unfruit	n1	unfruit	unfruit	0
∣	∣	sy	∣	∣	0
ful	ful	av-j	full	full	0
,	,	,	,	,	0
or	or	cc	or	or	0
fuitful	fuitful	j	fuitful	fuitful	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
good	good	j	good	good	0
work	work	n1	work	work	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
be	be	vbb	be	be	0
effective	effective	j	effective	effective	0
and	and	cc	and	and	0
operative	operative	j-jn	operative	operative	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
saving	saving	vvg	saving	save	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Faith	Faith	n1	Faith	faith	0
be	be	vbb	be	be	0
unfeigned	unfeigned	j	unfeigned	unfeigned	0
,	,	,	,	,	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Elect	Elect	n1	Elect	elect	0
,	,	,	,	,	0
working	working	vvg	working	work	0
,	,	,	,	,	0
purify	purify	vvi	purify	purify	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
,	,	,	,	,	0
conquering	conquering	j-vvg	conquering	conquer	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Repentance	Repentance	n1	Repentance	repentance	0
be	be	vbb	be	be	0
Repent	Repent	vvb	Repent	repent	0
∣	∣	sy	∣	∣	0
ance	ance	n1	ance	ance	0
unto	unto	p-acp	unto	unto	0
life	life	n1	life	life	0
,	,	,	,	,	0
bearing	bearing	vvg	bearing	bear	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
Carefulness	Carefulness	n1	Carefulness	carefulness	0
,	,	,	,	,	0
Clearing	Clearing	vvg	Clearing	clear	0
,	,	,	,	,	0
Indignation	Indignation	n1	Indignation	indignation	0
,	,	,	,	,	0
Fear	Fear	n1	Fear	fear	0
,	,	,	,	,	0
Vehement	Vehement	j	Vehement	vehement	0
Desire	Desire	n1	Desire	desire	0
,	,	,	,	,	0
Zeal	Zeal	n1	Zeal	zeal	0
,	,	,	,	,	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
venge	venge	vvi	venge	venge	0
,	,	,	,	,	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
7.	7.	crd	7.	7.	0
11.	11.	crd	11.	11.	1
Whether	Whether	cs	Whither	whether	0
his	his	po31	his	his	0
Obedience	Obedience	n1	Obedience	obedience	0
be	be	vbb	be	be	0
universal	universal	j	universal	universal	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
esteem	esteem	vvb	esteem	esteem	0
all	all	d	all	all	0
Gods	Gods	n2	Gods	god	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
cepts	cepts	vvz	cepts	cept	0
concerning	concerning	vvg	concerning	concern	0
all	all	d	all	all	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
and	and	cc	and	and	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
hate	hate	vvb	hate	hate	0
every	every	d	every	every	0
salfe	salfe	n1	salfe	self	0
way	way	n1	way	way	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
119.	119.	crd	119.	119.	0
128.	128.	crd	128.	128.	1
Conscience	Conscience	n1	Conscience	conscience	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
tell	tell	vvi	tell	tell	0
whether	whether	cs	whither	whether	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
have	have	vhb	have	have	0
laid	laid	vvn	laid	lay	0
aside	aside	av	aside	aside	0
all	all	d	all	all	0
malice	malice	n1	malice	malice	0
and	and	cc	and	and	0
all	all	d	all	all	0
guile	guile	n1	guile	guile	0
,	,	,	,	,	0
and	and	cc	and	and	0
hypocrisies	hypocrisies	n2	hypocrisies	hypocrisy	0
,	,	,	,	,	0
and	and	cc	and	and	0
envies	envies	n2	envies	envy	0
,	,	,	,	,	0
and	and	cc	and	and	0
evil	evil	j-jn	evil	evil	0
speakings	speakings	n2	speakings	speaking	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
required	required	vvn	required	require	0
,	,	,	,	,	0
1	1	crd	1	1	0
Pet.	Pet.	np1	Pet.	Pet.	1
2.	2.	crd	2.	2.	0
1.	1.	crd	1.	1.	1
Whether	Whether	cs	Whither	whether	0
he	he	pns31	he	he	0
desires	desires	vvz	desires	desire	0
the	the	dt	the	the	0
sincee	sincee	n1	sincee	sincee	0
milk	milk	n1	milk	milk	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
word	word	n1	word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
grow	grow	vvi	grow	grow	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	a-acp	by	by	0
,	,	,	,	,	0
ver	ver	fw-la	ver	ver	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
And	And	cc	And	and	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
do	do	vdb	do	do	0
grow	grow	vvi	grow	grow	0
or	or	cc	or	or	0
not	not	xx	not	not	0
.	.	.	.	.	1
Whether	Whether	cs	Whither	whether	0
