GReat	GReat	j	GReat	great	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
vncleannesse	vncleannesse	n1	uncleanness	uncleanness	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
vs	vs	pno12	us	we	0
vnto	vnto	p-acp	unto	unto	0
himselfe	himselfe	px31	himself	himself	0
a	a	dt	a	a	0
royall	royall	j	royal	royal	0
&	&	cc	&	and	0
holy	holy	j	holy	holy	0
Priest-hood	Priest-hood	n1	Priesthood	priesthood	0
,	,	,	,	,	0
that	that	cst	that	that	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
offer	offer	vvi	offer	offer	0
vp	vp	a-acp	up	up	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
spirituall	spirituall	j	spiritual	spiritual	0
sacrifices	sacrifices	n2	sacrifices	sacrifice	0
,	,	,	,	,	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
called	called	vvn	called	call	0
vs	vs	pno12	us	we	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
darknesse	darknesse	n1	darkness	darkness	0
into	into	p-acp	into	into	0
his	his	po31	his	his	0
maruellous	maruellous	j	marvelous	marvelous	0
light	light	n1	light	light	0
.	.	.	.	.	1
O	O	sy	O	o	0
the	the	dt	the	the	0
wonderfull	wonderfull	j	wonderful	wonderful	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
!	!	!	!	!	1
His	His	po31	His	his	0
mercy	mercy	n1	mercy	mercy	0
is	is	vbz	is	be	0
great	great	j	great	great	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
heauens	heauens	n2	heavens	heaven	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
troden	troden	vvn	trodden	tread	0
downe	downe	a-acp	down	down	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
.	.	.	.	.	1
His	His	po31	His	his	0
louing	louing	j-vvg	loving	love	0
kinde	kinde	n1	kind	kind	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
is	is	vbz	is	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
great	great	j	great	great	0
towards	towards	p-acp	towards	towards	0
vs.	vs.	pno12	us	we	0
For	For	c-acp	For	for	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
vs	vs	pno12	us	we	0
his	his	po31	his	his	0
Priests	Priests	n2	Priests	priest	0
:	:	:	:	:	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
clothed	clothed	vvn	clothed	clothe	0
vs	vs	pno12	us	we	0
with	with	p-acp	with	with	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
annoynted	annoynted	vvn	anointed	anoint	0
vs	vs	pno12	us	we	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
oyle	oyle	n1	oil	oil	0
of	of	pp-f	of	of	0
gladnesse	gladnesse	n1	gladness	gladness	0
.	.	.	.	.	1
Hee	Hee	pns31	He	he	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
vs	vs	pno12	us	we	0
his	his	po31	his	his	0
Kings	Kings	n2	Kings	king	0
:	:	:	:	:	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
vs	vs	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
:	:	:	:	:	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
put	put	vvn	put	put	0
a	a	dt	a	a	0
Scepter	Scepter	n1	Sceptre	sceptre	0
of	of	pp-f	of	of	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
one	one	crd	one	one	0
day	day	n1	day	day	0
crowne	crowne	vvi	crown	crown	0
vs	vs	pno12	us	we	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
This	This	np1	This	This	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
hour	hour	n1	hour	hour	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shalbe	shalbe	vmb|vbi	shall	shall|be	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
now	now	av	now	now	0
render	render	vvi	render	render	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
his	his	po31	his	his	0
benefits	benefits	n2	benefits	benefit	0
towards	towards	p-acp	towards	towards	0
vs	vs	pno12	us	we	0
?	?	?	?	?	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
offer	offer	vvi	offer	offer	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
Dauid	Dauid	np1	Dauid	David	0
,	,	,	,	,	0
)	)	)	)	)	0
a	a	dt	a	a	0
sacrifice	sacrifice	n1	sacrifice	sacrifice	0
of	of	pp-f	of	of	0
Psal.	Psal.	np1	Psal.	Psal.	1
11.	11.	crd	11.	11.	0
6.	6.	crd	6.	6.	0
17.	17.	crd	17.	17.	1
Psal.	Psal.	np1	Psal.	Psal.	0
146.	146.	crd	146.	146.	0
2.	2.	crd	2.	2.	0
praise	praise	n1	praise	praise	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
fauours	fauours	n2	favours	favour	0
)	)	)	)	)	0
&	&	cc	&	and	0
will	will	vmb	will	will	0
call	call	vvi	call	call	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
praise	praise	vvi	praise	praise	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
during	during	p-acp	during	during	0
my	my	po11	my	my	0
life	life	n1	life	life	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
any	any	d	any	any	0
beeing	beeing	vbg	being	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
sing	sing	vvi	sing	sing	0
vnto	vnto	p-acp	unto	unto	0
my	my	po11	my	my	0
God	God	n1	God	god	0
.	.	.	.	.	1
This	This	np1	This	This	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
all	all	d	all	all	0
performe	performe	vvi	perform	perform	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
nie	nie	av-j	nigh	nigh	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
doth	doth	vdz	does	do	0
drawe	drawe	vvi	draw	draw	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
moecords	moecords	n2	moecords	moecord	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
furtherance	furtherance	n1	furtherance	furtherance	0
thervnto	thervnto	av	thereunto	thereunto	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceiue	ceiue	vvb	ceiue	ceiue	0
by	by	p-acp	by	by	0
diligent	diligent	j	diligent	diligent	0
reading	reading	n-vvg	reading	read	0
and	and	cc	and	and	0
exa	exa	fw-la	exa	exa	0
∣	∣	sy	∣	∣	0
mining	mining	vvg	mining	mine	0
this	this	d	this	this	0
third	third	ord	third	three	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Trac	Trac	n1	Trac	trac	0
∣	∣	sy	∣	∣	0
tate	tate	vvb	tate	tate	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
vnto	vnto	p-acp	unto	unto	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
dedicate	dedicate	vvb	dedicate	dedicate	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
no	no	dx	no	no	0
sinister	sinister	j	sinister	sinister	0
or	or	cc	or	or	0
base	base	j	base	base	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
stant	stant	j	stant	stant	0
growth	growth	n1	growth	growth	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Christian	Christian	njp	Christian	christian	0
ver	ver	p-acp	for	for	0
∣	∣	sy	∣	∣	0
tues	tues	n2	tues	tue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
begun	begun	vvn	begun	begin	0
to	to	pc-acp	to	to	0
shyne	shyne	vvi	shine	shine	0
and	and	cc	and	and	0
shew	shew	vvi	show	show	0
themselues	themselues	px32	themselves	themselves	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
your	your	po22	your	your	0
younger	younger	jc	younger	young	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
that	that	cst	that	that	0
growing	growing	vvg	growing	grow	0
in	in	p-acp	in	in	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
partaker	partaker	n1	partaker	partaker	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
glorie	glorie	n1	glory	glory	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
assuring	assuring	vvg	assuring	assure	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
kinde	kinde	j	kind	kind	0
acceptance	acceptance	n1	acceptance	acceptance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
our	our	po12	our	our	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cease	cease	vvb	cease	cease	0
to	to	pc-acp	to	to	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
teine	teine	vvb	teine	teine	0
you	you	pn22	you	you	0
longer	longer	av-jc	longer	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
leaue	leaue	vvb	leave	leave	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
neuer	neuer	av-x	never	never	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
ueth	ueth	n1	ueth	ueth	0
his	his	png31	his	he	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
guardeth	guardeth	vvz	guardeth	guard	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
