ANimated	ANimated	j-vvn	ANimated	animate	0
protect	protect	vvi	protect	protect	0
this	this	d	this	this	0
Talent	Talent	n1	Talon	talon	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
Labours	Labours	n2	Labours	labour	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
title	title	n1	title	title	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
Patronage	Patronage	n1	Patronage	patronage	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
shall	shall	vmb	shall	shall	0
binde	binde	vvi	bind	bind	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
inuocate	inuocate	vvi	invocate	invocate	0
the	the	dt	the	the	0
Almigh	Almigh	n1	Almigh	almigh	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
indue	indue	vvi	endue	endue	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
minde	minde	n1	mind	mind	0
with	with	p-acp	with	with	0
innumerable	innumerable	j	innumerable	innumerable	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
increase	increase	vvb	increase	increase	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
inrich	inrich	vvb	enrich	enrich	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
blessings	blessings	n2	blessings	blessing	0
,	,	,	,	,	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ward	ward	vvb	ward	ward	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
eternall	eternall	j	eternal	eternal	0
happinesse	happinesse	n1	happiness	happiness	0
.	.	.	.	.	1
