THat	THat	cst	THat	that	0
its	its	po31	its	its	0
proper	proper	j	proper	proper	0
and	and	cc	and	and	0
usual	usual	j	usual	usual	0
Channel	Channel	n1	Channel	channel	0
;	;	;	;	;	0
The	The	dt	The	the	0
Propo	Propo	fw-la	Propo	propo	0
∣	∣	sy	∣	∣	0
ser	ser	fw-es	ser	ser	0
Declares	Declares	vvz	Declares	declare	0
,	,	,	,	,	0
That	That	cst	That	that	0
all	all	d	all	all	0
Moneys	Moneys	ng1	Moneys	money	0
due	due	j-jn	due	due	0
and	and	cc	and	and	0
payable	payable	j	payable	payable	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
whither	whither	c-crq	whither	whither	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
present	present	j	present	present	0
Farms	Farms	n2	Farms	farm	0
,	,	,	,	,	0
Arrears	Arrears	n2	Arrears	arrear	0
,	,	,	,	,	0
or	or	cc	or	or	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
answered	answered	vvn	answered	answer	0
and	and	cc	and	and	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Receipt	Receipt	n1	Receipt	receipt	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Exchequer	Exchequer	n1	Exchequer	exchequer	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
as	as	p-acp	as	as	0
formerly	formerly	av-j	formerly	former	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
there	there	a-acp	there	there	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
Ʋses	Ʋses	n2	Ʋses	ʋse	0
here	here	av	here	here	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
undertaken	undertaken	vvn	undertaken	undertake	0
.	.	.	.	.	1
That	That	cst	That	that	0
all	all	d	all	all	0
Warrants	Warrants	vvz	Warrants	warrant	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
issuing	issuing	n-vvg	issuing	issue	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
jesties	jesties	ng1	jesties	jesties	0
said	said	j-vvn	said	say	0
Revenue	Revenue	n1	Revenue	revenue	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
Signed	Signed	vvn	Signed	sign	0
and	and	cc	and	and	0
Ordered	Ordered	vvn	Ordered	order	0
as	as	p-acp	as	as	0
former	former	j	former	former	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
or	or	cc	or	or	0
Chief	Chief	j-jn	Chief	chief	0
Governor	Governor	n1	Governor	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
directed	directed	vvn	directed	direct	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Proposer	Proposer	n1	Proposer	proposer	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
forthwith	forthwith	av	forthwith	forthwith	0
answer	answer	vvi	answer	answer	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intent	intent	n1	intent	intent	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Proposals	Proposals	n2	Proposals	proposal	0
.	.	.	.	.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
30000	30000	crd	30000	30000	0
l.	l.	n1	l.	l.	0
Granted	Granted	vvn	Granted	grant	0
by	by	p-acp	by	by	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Suffolk	Suffolk	np1	Suffolk	Suffolk	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
satisfied	satisfied	vvn	satisfied	satisfy	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
proper	proper	j	proper	proper	0
Fond	Fond	j	Found	fond	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Charged	Charged	vvd	Charged	charge	0
.	.	.	.	.	1
That	That	cst	That	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
intended	intended	vvn	intended	intend	0
hereby	hereby	av	hereby	hereby	0
to	to	pc-acp	to	to	0
abridge	abridge	vvi	abridge	abridge	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
from	from	p-acp	from	from	0
Granting	Granting	vvg	Granting	grant	0
,	,	,	,	,	0
Leasing	Leasing	n-vvg	Leasing	lease	0
,	,	,	,	,	0
or	or	cc	or	or	0
Confirming	Confirming	vvg	Confirming	confirm	0
unto	unto	p-acp	unto	unto	0
any	any	d	any	any	0
Person	Person	n1	Person	person	0
or	or	cc	or	or	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
any	any	d	any	any	0
Messuages	Messuages	n2	Messages	message	0
,	,	,	,	,	0
Lands	Lands	n2	Lands	land	0
,	,	,	,	,	0
Tenements	Tenements	n2	Tenements	tenement	0
,	,	,	,	,	0
or	or	cc	or	or	0
He	He	pns31	He	he	0
∣	∣	sy	∣	∣	0
reditaments	reditaments	n2	reditaments	reditament	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
Your	Your	po22	Your	your	0
said	said	j-vvn	said	say	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
un	un	j	un	unacustomated	0
∣	∣	sy	∣	∣	0
disposed	disposed	vvn	disposed	dispose	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
Your	Your	po22	Your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
Title	Title	n1	Title	title	0
hereafter	hereafter	av	hereafter	hereafter	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
appear	appear	vvi	appear	appear	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Quit-Rents	Quit-Rents	n2	Quit-Rents	quit-rent	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Crown-Rents	Crown-Rents	n2	Crown-Rents	crown-rent	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
