IT	IT	pn31	IT	it	0
eyther	eyther	d	either	either	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
marke	marke	n1	mark	mark	0
to	to	pc-acp	to	to	0
shoote	shoote	vvi	shoot	shoot	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
carcase	carcase	n1	carcase	carcase	0
to	to	pc-acp	to	to	0
feede	feede	vvi	feed	feed	0
vppon	vppon	p-acp	upon	upon	0
,	,	,	,	,	0
and	and	cc	and	and	0
will	will	vmb	will	will	0
outliue	outliue	vvi	outlive	outlive	0
and	and	cc	and	and	0
outcountenance	outcountenance	vvi	outcountenance	outcountenance	0
all	all	d	all	all	0
eni	eni	fw-la	eni	eni	0
∣	∣	sy	∣	∣	0
mies	mies	np2-n	mies	mie	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
.	.	.	.	.	1
Almightie	Almightie	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
ende	ende	n1	end	end	0
hath	hath	vhz	hath	have	0
blessed	blessed	vvn	blessed	bless	0
this	this	d	this	this	0
noble	noble	j	noble	noble	0
Land	Land	n1	Land	land	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
time	time	n1	time	time	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
excellente	excellente	j	excellent	excellent	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
with	with	p-acp	with	with	0
Zorobabel	Zorobabel	np1	Zorobabel	Zorobabel	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
the	the	dt	the	the	0
captiuitie	captiuitie	n1	captivity	captivity	0
)	)	)	)	)	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
nye	nye	av	nigh	nigh	0
notable	notable	j	notable	notable	0
personages	personages	n2	personages	personage	0
vnder	vnder	p-acp	under	under	0
her	her	po31	her	her	0
Highnesse	Highnesse	n1	Highness	highness	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
hee	hee	pns31	he	he	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
with	with	p-acp	with	with	0
Eliachim	Eliachim	np1	Eliachim	Eliachim	0
vnder	vnder	p-acp	under	under	0
Ezechias	Ezechias	np1	Ezechias	Ezechias	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
Iuda	Iuda	np1	Iuda	Juda	0
.	.	.	.	.	0
)	)	)	)	)	1
Amongest	Amongest	p-acp	Amongst	amongst	0
whiche	whiche	r-crq	which	which	0
excellent	excellent	j	excellent	excellent	0
personages	personages	n2	personages	personage	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
place	place	n1	place	place	0
is	is	vbz	is	be	0
greate	greate	j	great	great	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
trust	trust	n1	trust	trust	0
whiche	whiche	r-crq	which	which	0
is	is	vbz	is	be	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
GOD	GOD	np1	GOD	God	0
hath	hath	vhz	hath	have	0
moued	moued	vvn	moved	move	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
fauour	fauour	vvi	favour	favour	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
these	these	d	these	these	0
my	my	po11	my	my	0
Treatises	Treatises	n2	Treatises	treatise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churche	Churche	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
Oppression	Oppression	n1	Oppression	oppression	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
sure	sure	j	sure	sure	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
duetifull	duetifull	j	dutiful	dutiful	0
mynde	mynde	n1	mind	mind	0
.	.	.	.	.	1
My	My	po11	My	my	0
meaning	meaning	n1	meaning	meaning	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
seuerall	seuerall	j	several	several	0
poyntes	poyntes	n2	points	point	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Booke	Booke	n1	Book	book	0
,	,	,	,	,	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
needelesse	needelesse	j	needless	needless	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
handes	handes	n2	hands	hand	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
good	good	j	good	good	0
pleasure	pleasure	n1	pleasure	pleasure	0
and	and	cc	and	and	0
lea	lea	n1	lea	lea	0
∣	∣	sy	∣	∣	0
sure	sure	j	sure	sure	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
heartie	heartie	j	hearty	hearty	0
pray	pray	vvb	pray	pray	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
to	to	p-acp	to	to	0
Almightye	Almightye	j-jn	Almighty	almighty	0
GOD	GOD	np1	GOD	God	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
crease	crease	n1	crease	crease	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
good	good	j	good	good	0
giftes	giftes	n2	gifts	gift	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leaue	leaue	n1	leave	leave	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
humble	humble	j	humble	humble	0
manner	manner	n1	manner	manner	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
Queenes	Queenes	ng1	Queens	queen	0
col	col	fw-fr	col	col	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
in	in	p-acp	in	in	0
Cambridge	Cambridge	np1	Cambridge	Cambridge	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
Nouember	Nouember	np1	Nouember	November	0
.	.	.	.	.	1
1582.	1582.	crd	1582.	1582.	1
