THou	THou	pns21	THou	thou	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
scoffe	scoffe	n1	scoff	scoff	0
at	at	p-acp	at	at	0
mee	mee	pno11	me	i	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
cause	cause	n1	cause	cause	0
(	(	(	(	(	0
though	though	cs	though	though	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
sic	sic	fw-la	sic	sic	0
volo	volo	fw-la	volo	volo	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
sufficient	sufficient	j	sufficient	sufficient	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
like	like	av-j	like	like	0
our	our	po12	our	our	0
Great	Great	j	Great	great	0
ones	ones	pi2	ones	one	0
stand	stand	n1	stand	stand	0
so	so	av	so	so	0
much	much	av-d	much	much	0
vpon	vpon	p-acp	upon	upon	0
my	my	po11	my	my	0
authority	authority	n1	authority	authority	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
my	my	po11	my	my	0
VVill	VVill	n1	VVill	will	0
my	my	po11	my	my	0
Rea	Rea	np1	Rea	Rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
)	)	)	)	)	0
I	I	pns11	I	i	0
heere	heere	av	here	here	0
let	let	vvb	let	let	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
why	why	c-crq	why	why	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
causes	causes	n2	causes	cause	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
;	;	;	;	;	0
the	the	dt	the	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
this	this	d	this	this	0
:	:	:	:	:	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
amongst	amongst	p-acp	among	among	0
all	all	d	all	all	0
men	men	n2	men	man	0
finde	finde	vvi	find	find	0
any	any	d	any	any	0
man	man	n1	man	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
so	so	av	so	so	0
fitting	fitting	vvg	fitting	fit	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
either	either	d	either	either	0
my	my	po11	my	my	0
Worke	Worke	n1	Work	work	0
was	was	vbds	was	be	0
vnworthy	vnworthy	j	unworthy	unworthy	0
,	,	,	,	,	0
or	or	cc	or	or	0
too	too	av	too	too	0
worthie	worthie	j	worthy	worthy	0
his	his	po31	his	his	0
Patronage	Patronage	n1	Patronage	patronage	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
;	;	;	;	;	0
Obsequium	Obsequium	fw-la	Obsequium	obsequium	0
amicos	amicos	fw-la	amicos	amicos	0
,	,	,	,	,	0
veritas	veritas	fw-la	veritas	veritas	0
odium	odium	fw-la	odium	odium	0
parit	parit	n1	parit	parit	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
doubting	doubting	vvg	doubting	doubt	0
my	my	po11	my	my	0
free	free	j	free	free	0
speech	speech	n1	speech	speech	0
would	would	vmd	would	will	0
hard	hard	av-j	hard	hard	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
make	make	vvb	make	make	0
a	a	dt	a	a	0
Diapason	Diapason	n1	Diapason	diapason	0
,	,	,	,	,	0
pleasing	pleasing	vvg	pleasing	please	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
eare	eare	n1	ear	ear	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
common	common	j	common	common	0
Mecaenas	Mecaenas	np1	Mecaenas	Maecenas	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
best	best	js	best	best	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
my	my	po11	my	my	0
tong	tong	n1	tonge	tongue	0
,	,	,	,	,	0
or	or	cc	or	or	0
speake	speake	vvi	speak	speak	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
position	position	n1	position	position	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
better	better	jc	better	better	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
but	but	cc-acp	but	but	0
what	what	r-crq	what	what	0
men	men	n2	men	man	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
peare	peare	n1	pear	pear	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
;	;	;	;	;	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
indure	indure	vvi	endure	endure	0
the	the	dt	the	the	0
Kites	Kites	n2	Kites	kite	0
tyranny	tyranny	n1	tyranny	tyranny	0
,	,	,	,	,	0
then	then	av	then	then	0
with	with	p-acp	with	with	0
Aesops	Aesops	npg1	Aesops	Aesop	0
Doues	Doues	n2	Doves	dove	0
make	make	vvb	make	make	0
the	the	dt	the	the	0
Sparrow-hauke	Sparrow-hauke	n1	Sparrow-hawk	sparrow-hawk	0
my	my	po11	my	my	0
Cham	Cham	n1	Cham	cham	0
∣	∣	sy	∣	∣	0
pion	pion	n1	pion	pion	0
.	.	.	.	.	1
Fourthly	Fourthly	ord	Fourthly	four	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
Truth	Truth	n1	Truth	truth	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
defend	defend	vvi	defend	defend	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
;	;	;	;	;	0
if	if	cs	if	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
who-ere	who-ere	j	who-ere	who-ere	0
be	be	vbb	be	be	0
my	my	po11	my	my	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
answere	answere	vvi	answer	answer	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Fiftly	Fiftly	ord	Fiftly	five	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
asmuch	asmuch	av	as	asmuch	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
minde	minde	n1	mind	mind	0
best	best	js	best	best	0
;	;	;	;	;	0
I	I	pns11	I	i	0
purpose	purpose	vvb	purpose	purpose	0
,	,	,	,	,	0
if	if	cs	if	if	0
need	need	n1	need	need	0
be	be	vbi	be	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
my	my	po11	my	my	0
own	own	d	own	own	0
Ad	Ad	fw-la	Ad	ad	0
∣	∣	sy	∣	∣	0
uocate	uocate	n1	uocate	uocate	0
.	.	.	.	.	1
Sixtly	Sixtly	ord	Sixtly	six	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
owne	owne	d	own	own	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
first	first	ord	first	first	0
made	made	vvd	made	make	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
certaine	certaine	j	certain	certain	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
haue	haue	vhb	have	have	0
most	most	av-ds	most	most	0
right	right	j-jn	right	right	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
seauently	seauently	av-j	seauently	seauent	0
,	,	,	,	,	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
indeed	indeed	av	indeed	indeed	0
the	the	dt	the	the	0
principal	principal	j-jn	principal	principal	0
Reason	Reason	n1	Reason	reason	0
)	)	)	)	)	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
poore	poore	j	poor	poor	0
world-despised	world-despised	j	world-despised	world-despised	0
Selfe	Selfe	n1	Self	self	0
;	;	;	;	;	0
euen	euen	av	even	even	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
thee	thee	pno21	thee	thou	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
(	(	(	(	(	0
seeing	seeing	vvg	seeing	see	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
here	here	av	here	here	0
boldly	boldly	av-j	boldly	bold	0
begun	begun	vvn	begun	begin	0
to	to	pc-acp	to	to	0
bid	bid	vvi	bid	bid	0
defiance	defiance	n1	defiance	defiance	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Flesh	Flesh	n1	Flesh	flesh	0
,	,	,	,	,	0
and	and	cc	and	and	0
vpon	vpon	p-acp	upon	upon	0
iust	iust	j	just	just	0
causes	causes	n2	causes	cause	0
quarrelled	quarrelled	vvn	quarreled	quarrel	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
World	World	n1	World	world	0
)	)	)	)	)	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
to	to	p-acp	to	to	0
thine	thine	po21	thine	thy	0
owne	owne	d	own	own	0
words	words	n2	words	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
through	through	p-acp	through	through	0
basenes	basenes	n1	baseness	baseness	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
or	or	cc	or	or	0
vntowardnes	vntowardnes	n1	untowardness	untowardness	0
of	of	pp-f	of	of	0
Fortune	Fortune	n1	Fortune	fortune	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
euerlasting	euerlasting	j	everlasting	everlasting	0
disgrace	disgrace	n1	disgrace	disgrace	0
)	)	)	)	)	0
faintly	faintly	av-j	faintly	faint	0
giue	giue	vvi	give	give	0
ouer	ouer	a-acp	over	over	0
so	so	av	so	so	0
noble	noble	j	noble	noble	0
a	a	dt	a	a	0
Combate	Combate	n1	Combat	combat	0
;	;	;	;	;	0
If	If	cs	If	if	0
euer	euer	av	ever	ever	0
aduersitie	aduersitie	n1	adversity	adversity	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
tis	tis	pn31|vbz	this	it|be	0
like	like	j	like	like	0
enough	enough	av-d	enough	enough	0
)	)	)	)	)	0
oppresse	oppresse	vvb	oppress	oppress	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
remember	remember	vvb	remember	remember	0
thy	thy	po21	thy	thy	0
owne	owne	d	own	own	0
sayings	sayings	n2-vvg	sayings	say	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
des	des	fw-fr	des	des	0
∣	∣	sy	∣	∣	0
pight	pight	vvn	pight	pight	0
of	of	pp-f	of	of	0
outward	outward	j	outward	outward	0
Destinies	Destinies	n2	Destinies	destiny	0
haue	haue	vhb	have	have	0
a	a	dt	a	a	0
care	care	n1	care	care	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
an	an	dt	and	a	0
vndeiected	vndeiected	j-vvn	undejected	undeject	0
heart	heart	n1	heart	heart	0
still	still	av	still	still	0
free	free	j	free	free	0
for	for	p-acp	for	for	0
Ver	Ver	np1	Ver	Ver	0
∣	∣	sy	∣	∣	0
tue	tue	uh	tue	tue	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
if	if	cs	if	if	0
euer	euer	av	ever	ever	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
tis	tis	pn31|vbz	this	it|be	0
vn	vn	fw-it	vn	un	0
∣	∣	sy	∣	∣	0
likely	likely	j	likely	likely	0
)	)	)	)	)	0
vnexpected	vnexpected	j	unexpected	unexpected	0
Prosperity	Prosperity	n1	Prosperity	prosperity	0
bee	bee	vbi	be	be	0
cast	cast	vvn	cast	cast	0
vpon	vpon	p-acp	upon	upon	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
then	then	av	then	then	0
look	look	vvb	look	look	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
take	take	vvb	take	take	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
thine	thine	png21	thine	thou	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
dangers	dangers	n2	dangers	danger	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
staid	staid	vvn	stayed	stay	0
from	from	p-acp	from	from	0
many	many	d	many	many	0
a	a	dt	a	a	0
perilous	perilous	j	perilous	perilous	0
enterprise	enterprise	n1	enterprise	enterprise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
estate	estate	n1	estate	estate	0
might	might	vmd	might	may	0
else	else	av	else	else	0
driue	driue	vvi	driven	drive	0
thee	thee	pno21	thee	thou	0
into	into	p-acp	into	into	0
.	.	.	.	.	1
Reade	Reade	np1	Reade	Reade	0
it	it	pn31	it	it	0
,	,	,	,	,	0
weekely	weekely	av-j	weekly	weekly	0
,	,	,	,	,	0
daily	daily	av-j	daily	daily	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
howerly	howerly	av-j	hourly	hourly	0
toe	toe	n1	toe	toe	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
thine	thine	po21	thine	thy	0
owne	owne	d	own	own	0
?	?	?	?	?	0
thou	thou	pns21	thou	thou	0
knowest	knowest	vv2	knowest	know	0
mans	mans	n2	men	man	0
nature	nature	n1	nature	nature	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
so	so	av	so	so	0
vncertaine	vncertaine	j	uncertain	uncertain	0
,	,	,	,	,	0
and	and	cc	and	and	0
prone	prone	j	prove	prone	0
to	to	pc-acp	to	to	0
forget	forget	vvi	forget	forget	0
∣	∣	sy	∣	∣	0
fulnesse	fulnesse	n1	fullness	fullness	0
,	,	,	,	,	0
euen	euen	av	even	even	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
things	things	n2	things	thing	0
,	,	,	,	,	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
canst	canst	vm2	canst	can	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
too	too	av	too	too	0
many	many	d	many	many	0
Memorandums	Memorandums	n2	Memoranda	memorandum	0
.	.	.	.	.	1
The	The	dt	The	the	0
wisest	wisest	js	wisest	wise	0
fall	fall	n1	fallen	fall	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
euery	euery	d	every	every	0
day	day	n1	day	day	0
was	was	vbds	was	be	0
Philip	Philip	np1	Philip	Philip	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
remembred	remembred	vvn	remembered	remember	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
;	;	;	;	;	0
thou	thou	pns21	thou	thou	0
thinkest	thinkest	vv2	thinkest	think	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
still	still	av	still	still	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
maine	maine	n1	main	main	0
what	what	q-crq	what	what	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
things	things	n2	things	thing	0
thou	thou	pns21	thou	thou	0
maist	maist	vm2	mayest	may	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
vnlesse	vnlesse	cs	unless	unless	0
thou	thou	pns21	thou	thou	0
labour	labour	vvb	labour	labour	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
diligent	diligent	j	diligent	diligent	0
watchfulnesse	watchfulnesse	n1	watchfulness	watchfulness	0
ouer	ouer	p-acp	over	over	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
much	much	d	much	much	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
doubted	doubted	vvn	doubted	doubt	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
altogether	altogether	av	altogether	altogether	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
despaired	despaired	vvn	despaired	despair	0
of	of	pp-f	of	of	0
;	;	;	;	;	0
thou	thou	pns21	thou	thou	0
hast	hast	vh2	hast	have	0
seene	seene	vvn	seen	see	0
many	many	d	many	many	0
by	by	p-acp	by	by	0
an	an	dt	and	a	0
alteration	alteration	n1	alteration	alteration	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
estate	estate	n1	estate	estate	0
beene	beene	vbn	been	be	0
so	so	av	so	so	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
tamorphosed	tamorphosed	j-vvn	tamorphosed	tamorphose	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
same	same	d	same	same	0
men	men	n2	men	man	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Nation	Nation	n1	Nation	nation	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
remember	remember	vvb	remember	remember	0
it	it	pn31	it	it	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
but	but	p-acp	but	but	0
vpon	vpon	p-acp	upon	upon	0
a	a	dt	a	a	0
bare	bare	j	bore	bare	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
or	or	cc	or	or	0
imagination	imagination	n1	imagination	imagination	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
preferment	preferment	n1	preferment	preferment	0
,	,	,	,	,	0
hast	hast	vh2	hast	have	0
bin	bin	vbn	been	be	0
puffed	puffed	vvn	puffed	puff	0
vp	vp	a-acp	up	up	0
and	and	cc	and	and	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
alted	alted	vvn	alted	alt	0
aboue	aboue	p-acp	above	above	0
measure	measure	n1	measure	measure	0
:	:	:	:	:	0
consider	consider	vvb	consider	consider	0
now	now	av	now	now	0
then	then	av	then	then	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
thou	thou	pns21	thou	thou	0
hadst	hadst	vhd2	hadst	have	0
beene	beene	vbn	been	be	0
so	so	av	so	so	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
had	had	vhd	had	have	0
become	become	vvn	become	become	0
of	of	pp-f	of	of	0
thee	thee	pno21	thee	thou	0
if	if	cs	if	if	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
dashing	dashing	vvg	dashing	dash	0
those	those	d	those	those	0
hopes	hopes	n2	hope's	hope	0
called	called	vvd	called	call	0
thee	thee	pno21	thee	thou	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
selfe	selfe	n1	self	self	0
againe	againe	av	again	again	0
?	?	?	?	?	1
Alas	Alas	np1	Alas	Alas	0
!	!	!	!	!	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
answered	answered	vvn	answered	answer	0
thy	thy	po21	thy	thy	0
ambitious	ambitious	j	ambitious	ambitious	0
expectations	expectations	n2	expectations	expectation	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
hadst	hadst	vhd2	hadst	have	0
bin	bin	vbn	been	be	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
time	time	n1	time	time	0
past	past	p-acp	passed	past	0
recouerie	recouerie	n1	recovery	recovery	0
and	and	cc	and	and	0
not	not	xx	not	not	0
thought	thought	vvn	thought	think	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
delighted	delighted	vvd	delighted	delight	0
in	in	p-acp	in	in	0
villa	villa	n1	villam	villa	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
,	,	,	,	,	0
bin	bin	vbn	been	be	0
ouer-mastered	ouer-mastered	j	overmastered	overmastered	0
by	by	p-acp	by	by	0
passion	passion	n1	passion	passion	0
,	,	,	,	,	0
rusht	rusht	vvd	rushed	rush	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
vanity	vanity	n1	vanity	vanity	0
and	and	cc	and	and	0
presumption	presumption	n1	presumption	presumption	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
neuer	neuer	av-x	never	never	0
felt	felt	vvd	felt	feel	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
too	too	av	too	too	0
late	late	j	late	late	0
to	to	pc-acp	to	to	0
preuent	preuent	vvi	prevent	prevent	0
it	it	pn31	it	it	0
▪	▪	▪	▪	▪	0
Thou	Thou	pns21	Thou	thou	0
hast	hast	vh2	hast	have	0
oft	oft	av	oft	oft	0
wisht	wisht	vvn	wished	wish	0
thou	thou	pns21	thou	thou	0
hadst	hadst	vhd2	hadst	have	0
bin	bin	vbn	been	be	0
borne	borne	vvn	born	bear	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
