Dear	Dear	j-jn	Dear	dear	0
I	I	pns11	I	i	0
lived	lived	vvd	lived	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dark	dark	j	dark	dark	0
,	,	,	,	,	0
being	being	vbg	being	be	0
blinded	blinded	vvn	blinded	blind	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
imagination	imagination	n1	imagination	imagination	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
fleſh	fleſh	n1	fleſh	fleſh	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
imagination	imagination	n1	imagination	imagination	0
of	of	pp-f	of	of	0
ſuch	ſuch	d	ſuch	ſuch	0
as	as	c-acp	as	as	0
ſtand	ſtand	vvb	ſtand	ſtand	0
up	up	a-acp	up	up	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
the	the	dt	the	the	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
themſelves	themſelves	px32	themſelves	themſelves	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
by	by	p-acp	by	by	0
hearſay	hearſay	n1	hearſay	hearſay	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
books	books	n2	books	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
words	words	n2	words	word	0
.	.	.	.	.	1
I	I	pns11	I	i	0
ſpoke	ſpoke	vvd	ſpoke	ſpoke	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
this	this	d	this	this	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
;	;	;	;	;	0
I	I	pns11	I	i	0
prayed	prayed	vvd	prayed	pray	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
God	God	n1	God	god	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſo	ſo	av	ſo	ſo	0
walking	walking	vvg	walking	walk	0
by	by	p-acp	by	by	0
imagination	imagination	n1	imagination	imagination	0
,	,	,	,	,	0
I	I	pns11	I	i	0
worſhipped	worſhipped	vvd	worſhipped	worſhip	0
that	that	cst	that	that	0
devill	devill	n1	devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
called	called	vvd	called	call	0
him	him	pno31	him	he	0
God	God	np1	God	God	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
reaſon	reaſon	n1	reaſon	reaſon	0
whereof	whereof	c-crq	whereof	whereof	0
my	my	po11	my	my	0
comforts	comforts	n2	comforts	comfort	0
were	were	vbdr	were	be	0
often	often	av	often	often	0
ſhaken	ſhaken	vvn	ſhaken	ſhaken	0
to	to	p-acp	to	to	0
pieces	pieces	n2	pieces	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
laſt	laſt	ord	laſt	laſt	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
ſhewed	ſhewed	vvn	showed	show	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
That	That	cst	That	that	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
builded	builded	vvd	built	build	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
words	words	n2	words	word	0
or	or	cc	or	or	0
writings	writings	n2-vvg	writings	write	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
men	men	n2	men	man	0
,	,	,	,	,	0
or	or	cc	or	or	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
looked	looked	vvd	looked	look	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
God	God	n1	God	god	0
without	without	p-acp	without	without	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
but	but	cc-acp	but	but	0
build	build	vvi	built	build	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ſand	ſand	n1	ſand	ſand	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Rock	Rock	n1	Rock	rock	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
know	know	vvb	know	know	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
That	That	cst	That	that	0
this	this	d	this	this	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
unſettled	unſettled	j	unſettled	unſettled	0
condition	condition	n1	condition	condition	0
is	is	vbz	is	be	0
yours	yours	png22	yours	you	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
proud	proud	j	proud	proud	0
King	King	n1	King	king	0
fleſh	fleſh	n1	fleſh	fleſh	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
ſpeak	ſpeak	vvi	ſpeak	ſpeak	0
within	within	p-acp	within	within	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
know	know	vvi	know	know	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
,	,	,	,	,	0
becauſe	becauſe	c-acp	becauſe	becauſe	0
I	I	pns11	I	i	0
ſay	ſay	vvb	ſay	ſay	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
.	.	.	.	.	1
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
write	write	vvi	write	write	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
teacher	teacher	n1	teacher	teacher	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
teacher	teacher	n1	teacher	teacher	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
ſelves	ſelves	n2	ſelves	ſelve	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
)	)	)	)	)	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
your	your	po22	your	your	0
••	••	••	••	••	0
eſh	eſh	av-d	eſh	eſh	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
ſubject	ſubject	j-jn	ſubject	ſubject	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
teach	teach	vvi	teach	teach	0
you	you	pn22	you	you	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
all	all	d	all	all	0
things	things	n2	things	thing	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
remembrance	remembrance	n1	remembrance	remembrance	0
,	,	,	,	,	0
ſo	ſo	av	ſo	ſo	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
ſhall	ſhall	vmb	ſhall	ſhall	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
after	after	p-acp	after	after	0
men	men	n2	men	man	0
for	for	p-acp	for	for	0
inſtruction	inſtruction	n1	inſtruction	inſtruction	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
being	being	vbg	being	be	0
opened	opened	vvn	opened	open	0
;	;	;	;	;	0
you	you	pn22	you	you	0
ſhall	ſhall	vmb	ſhall	ſhall	0
ſee	ſee	vvi	ſee	ſee	0
the	the	dt	the	the	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
righteouſneſſe	righteouſneſſe	n1	righteousness	righteousness	0
ſit	ſit	j	fit	fit	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
throne	throne	n1	throne	throne	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
ſelves	ſelves	n2	ſelves	ſelve	0
,	,	,	,	,	0
judging	judging	vvg	judging	judge	0
and	and	cc	and	and	0
condemning	condemning	vvg	condemning	condemn	0
the	the	dt	the	the	0
unrighteouſneſſe	unrighteouſneſſe	n1	unrighteousness	unrighteousness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fleſh	fleſh	n1	fleſh	fleſh	0
,	,	,	,	,	0
filling	filling	vvg	filling	fill	0
your	your	po22	your	your	0
face	face	n1	face	face	0
with	with	p-acp	with	with	0
ſhame	ſhame	n1	ſhame	ſhame	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
ſoul	ſoul	n1	ſoul	ſoul	0
with	with	p-acp	with	with	0
horror	horror	n1	horror	horror	0
,	,	,	,	,	0
though	though	cs	though	though	0
no	no	dx	no	no	0
man	man	n1	man	man	0
ſee	ſee	vvi	ſee	ſee	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
or	or	cc	or	or	0
thoughts	thoughts	n2	thoughts	thought	0
but	but	p-acp	but	but	0
your	your	po22	your	your	0
ſelves	ſelves	n2	ſelves	ſelve	0
,	,	,	,	,	0
and	and	cc	and	and	0
juſtifying	juſtifying	vvg	juſtifying	juſtify	0
your	your	po22	your	your	0
righteous	righteous	j	righteous	righteous	0
thoughts	thoughts	n2	thoughts	thought	0
and	and	cc	and	and	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
and	and	cc	and	and	0
lead	lead	vvb	led	lead	0
you	you	pn22	you	you	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
wayes	wayes	n2	ways	way	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
or	or	cc	or	or	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
Globe	Globe	n1	Globe	globe	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
ſo	ſo	av	ſo	ſo	0
he	he	pns31	he	he	0
dwels	dwels	vvz	dwells	dwell	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ſupreamly	ſupreamly	av-j	supremely	supreme	0
in	in	p-acp	in	in	0
Man	Man	n1	Man	man	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
every	every	d	every	every	0
one	one	crd	one	one	0
lives	lives	n2	lives	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
moves	moves	vvz	moves	move	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
being	being	vbg	being	be	0
;	;	;	;	;	0
perfect	perfect	vvb	perfect	perfect	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
and	and	cc	and	and	0
face	face	n1	face	face	0
,	,	,	,	,	0
that	that	cst	that	that	0
ſees	ſees	vvz	ſees	ſee	0
and	and	cc	and	and	0
declares	declares	vvz	declares	declare	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
perfect	perfect	j	perfect	perfect	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
ſpirit	ſpirit	n1	ſpirit	ſpirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
lives	lives	vvz	lives	live	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
reaſon	reaſon	n1	reaſon	reaſon	0
;	;	;	;	;	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
man	man	n1	man	man	0
or	or	cc	or	or	0
woman	woman	n1	woman	woman	0
can	can	vmb	can	can	0
ſay	ſay	vvi	ſay	ſay	0
that	that	d	that	that	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
dwell	dwell	vvi	dwell	dwell	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
every	every	d	every	every	0
where	where	c-crq	where	where	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
a	a	dt	a	a	0
creature	creature	n1	creature	creature	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
compaſſe	compaſſe	n1	compass	compass	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
creation	creation	n1	creation	creation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
creature	creature	n1	creature	creature	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
diſobedient	diſobedient	j	diſobedient	diſobedient	0
man	man	n1	man	man	0
knows	knows	vvz	knows	know	0
him	him	pno31	him	he	0
not	not	xx	not	not	0
,	,	,	,	,	0
and	and	cc	and	and	0
why	why	q-crq	why	why	0
?	?	?	?	?	1
Becauſe	Becauſe	p-acp	Becauſe	becauſe	0
fleſh	fleſh	n1	fleſh	fleſh	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
ſubject	ſubject	j-jn	ſubject	ſubject	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ſpirit	ſpirit	n1	ſpirit	ſpirit	0
within	within	p-acp	within	within	0
it	it	pn31	it	it	0
;	;	;	;	;	0
his	his	po31	his	his	0
covetous	covetous	j	covetous	covetous	0
fleſh	fleſh	n1	fleſh	fleſh	0
hath	hath	vhz	hath	have	0
deceived	deceived	vvn	deceived	deceive	0
him	him	pno31	him	he	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
either	either	av-d	either	either	0
looks	looks	vvz	looks	look	0
abroad	abroad	av	abroad	abroad	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſo	ſo	av	ſo	ſo	0
doth	doth	vdz	does	do	0
imagine	imagine	vvi	imagine	imagine	0
and	and	cc	and	and	0
fancie	fancie	vvi	fancy	fancy	0
a	a	dt	a	a	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
ſome	ſome	d	ſome	ſome	0
particular	particular	j	particular	particular	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
skies	skies	n2	skies	sky	0
,	,	,	,	,	0
or	or	cc	or	or	0
ſome	ſome	d	ſome	ſome	0
where	where	c-crq	where	where	0
he	he	pns31	he	he	0
knows	knows	vvz	knows	know	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
ſome	ſome	d	ſome	ſome	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
till	till	p-acp	till	till	0
the	the	dt	the	the	0
body	body	n1	body	body	0
be	be	vbb	be	be	0
laid	laid	vvn	laid	lay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
duſt	duſt	crd	duſt	duſt	0
.	.	.	.	.	1
Or	Or	cc	Or	or	0
elſe	elſe	av	elſe	elſe	0
if	if	cs	if	if	0
men	men	n2	men	man	0
do	do	vdb	do	do	0
look	look	vvi	look	look	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
God	God	n1	God	god	0
within	within	p-acp	within	within	0
them	them	pno32	them	they	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Record	Record	n1	Record	record	0
ſpeaks	ſpeaks	vvz	ſpeaks	ſpeak	0
,	,	,	,	,	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
within	within	p-acp	within	within	0
you	you	pn22	you	you	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
led	led	vvn	led	lead	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
motions	motions	n2	motions	motion	0
and	and	cc	and	and	0
commands	commands	n2	commands	command	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
fleſh	fleſh	n1	fleſh	fleſh	0
within	within	p-acp	within	within	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
King	King	n1	King	king	0
ſpirit	ſpirit	n1	ſpirit	ſpirit	0
;	;	;	;	;	0
and	and	cc	and	and	0
here	here	av	here	here	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
loſſe	loſſe	n1	loss	loss	0
,	,	,	,	,	0
not	not	xx	not	not	0
being	being	vbg	being	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
diſtinguiſh	diſtinguiſh	vvi	diſtinguiſh	diſtinguiſh	0
between	between	p-acp	between	between	0
fleſh	fleſh	n1	fleſh	fleſh	0
and	and	cc	and	and	0
ſpirit	ſpirit	n1	ſpirit	ſpirit	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reaſon	reaſon	n1	reaſon	reaſon	0
that	that	cst	that	that	0
covetouſneſſe	covetouſneſſe	n1	covetousness	covetousness	0
and	and	cc	and	and	0
ſelf-will	ſelf-will	j	ſelf-will	ſelf-will	0
blindes	blindes	vvz	blinds	blind	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
.	.	.	.	.	1
Truly	Truly	np1	Truly	Truly	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
King	King	n1	King	king	0
fleſh	fleſh	n1	fleſh	fleſh	0
is	is	vbz	is	be	0
very	very	av	very	very	0
covetous	covetous	j	covetous	covetous	0
,	,	,	,	,	0
ſelf-loving	ſelf-loving	j	ſelf-loving	ſelf-loving	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſelf-honouring	ſelf-honouring	j	ſelf-honouring	ſelf-honouring	0
;	;	;	;	;	0
it	it	pn31	it	it	0
likes	likes	vvz	likes	like	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
ſay	ſay	vvb	ſay	ſay	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
ſaith	ſaith	vvz	says	say	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
impriſon	impriſon	vvi	impriſon	impriſon	0
,	,	,	,	,	0
kill	kill	vvb	kill	kill	0
,	,	,	,	,	0
and	and	cc	and	and	0
hang	hang	vvb	hang	hang	0
every	every	d	every	every	0
one	one	pi	one	one	0
that	that	cst	that	that	0
differs	differs	vvz	differs	differ	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
;	;	;	;	;	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
heart-burning	heart-burning	n-vvg	heartburning	heart-burn	0
,	,	,	,	,	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
open	open	j	open	open	0
envy	envy	n1	envy	envy	0
,	,	,	,	,	0
and	and	cc	and	and	0
bitter	bitter	j	bitter	bitter	0
diſtemper	diſtemper	n1	diſtemper	diſtemper	0
,	,	,	,	,	0
or	or	cc	or	or	0
elſe	elſe	av	elſe	elſe	0
carries	carries	vvz	carries	carry	0
himſelf	himſelf	px31	himſelf	himſelf	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
ſmooth	ſmooth	j	ſmooth	ſmooth	0
,	,	,	,	,	0
quiet	quiet	j-jn	quiet	quiet	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
hypocriſie	hypocriſie	n1	hypocrisy	hypocrisy	0
,	,	,	,	,	0
walking	walking	vvg	walking	walk	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
ſhew	ſhew	n1	show	show	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
