GIve	GIve	vvb	GIve	give	0
earneſt	earneſt	j	earneſt	earneſt	0
ſtudy	ſtudy	n1	ſtudy	ſtudy	0
,	,	,	,	,	0
and	and	cc	and	and	0
conſtant	conſtant	j	conſtant	conſtant	0
endeavour	endeavour	n1	endeavour	endeavour	0
for	for	p-acp	for	for	0
promoting	promoting	j-vvg	promoting	promote	0
an	an	dt	and	a	0
happy	happy	j	happy	happy	0
Reformation	Reformation	n1	Reformation	reformation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Dostrine	Dostrine	np1	Dostrine	Dostrine	0
,	,	,	,	,	0
Worſhip	Worſhip	n1	Worſhip	worſhip	0
,	,	,	,	,	0
and	and	cc	and	and	0
Diſcipline	Diſcipline	n1	Diſcipline	diſcipline	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
your	your	po22	your	your	0
zeal	zeal	n1	zeal	zeal	0
against	against	p-acp	against	against	0
Sectaries	Sectaries	n2	Sectaries	sectary	0
,	,	,	,	,	0
Schiſmaticks	Schiſmaticks	n1	Schismatics	schismatics	0
,	,	,	,	,	0
Hereticks	Hereticks	n2	Heretics	heretic	0
,	,	,	,	,	0
and	and	cc	and	and	0
Blaſphemers	Blaſphemers	n2	Blaſphemers	blaſphemer	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
labour	labour	n1	labour	labour	0
cunningly	cunningly	av-jn	cunningly	cunning	0
to	to	pc-acp	to	to	0
corrupt	corrupt	vvi	corrupt	corrupt	0
your	your	po22	your	your	0
ſervants	ſervants	n2	ſervants	ſervant	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
ſteal	ſteal	vvi	ſteal	ſteal	0
away	away	av	away	away	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
wives	wives	n2	wives	wife	0
and	and	cc	and	and	0
children	children	n2	children	child	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pull	pull	vvi	pull	pull	0
many	many	d	many	many	0
fair	fair	j	fair	fair	0
feathers	feathers	n2	feathers	feather	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
wings	wings	n2	wings	wing	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
Diſciples	Diſciples	n2	Diſciples	diſciple	0
after	after	p-acp	after	after	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
ſtanding	ſtanding	j-vvg	ſtanding	ſtand	0
steadfaſt	steadfaſt	j	steadfaſt	steadfaſt	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
old	old	j	old	old	0
paths	paths	n2	paths	path	0
,	,	,	,	,	0
and	and	cc	and	and	0
walking	walking	vvg	walking	walk	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
good	good	j	good	good	0
way	way	n1	way	way	0
,	,	,	,	,	0
Ier.	Ier.	np1	Ier.	Ier.	1
6.	6.	crd	6.	6.	0
16.	16.	crd	16.	16.	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Apoſtles	Apoſtles	n2	Apoſtles	apoſtle	0
hath	hath	vhz	hath	have	0
praeſcribed	praeſcribed	vvn	prescribed	prescribe	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Vniverſall	Vniverſall	j-u	Universal	universal	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
primitive	primitive	j	primitive	primitive	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
beſt	beſt	js	beſt	beſt	0
reformed	reformed	vvn	reformed	reform	0
Churches	Churches	n2	Churches	church	0
have	have	vhb	have	have	0
walked	walked	vvn	walked	walk	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
daies	daies	n2	days	day	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
this	this	d	this	this	0
day	day	n1	day	day	0
.	.	.	.	.	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
inabled	inabled	vvn	enabled	enable	0
you	you	pn22	you	you	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
reſiſt	reſiſt	vvi	reſiſt	reſiſt	0
the	the	dt	the	the	0
ſubtle	ſubtle	j	ſubtle	ſubtle	0
temptations	temptations	n2	temptations	temptation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
courted	courted	vvn	courted	court	0
with	with	p-acp	with	with	0
offers	offers	n2	offers	offer	0
of	of	pp-f	of	of	0
greateſt	greateſt	js	greateſt	greateſt	0
honours	honours	n2	honours	honour	0
and	and	cc	and	and	0
priviledges	priviledges	n2	privileges	privilege	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
withdraw	withdraw	vvi	withdraw	withdraw	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
purpoſe	purpoſe	n1	purpoſe	purpoſe	0
and	and	cc	and	and	0
reſolution	reſolution	n1	reſolution	reſolution	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
ſtanding	ſtanding	vvg	ſtanding	ſtand	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
common	common	j	common	common	0
weal	weal	n1	weal	weal	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
and	and	cc	and	and	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
ſupporting	ſupporting	vvg	ſupporting	ſupport	0
and	and	cc	and	and	0
upholding	upholding	vvg	upholding	uphold	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
props	props	n2	props	prop	0
and	and	cc	and	and	0
pillars	pillars	n2	pillars	pillar	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
trembled	trembled	vvd	trembled	tremble	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
diſsolved	diſsolved	vvn	diſsolved	diſsolve	0
.	.	.	.	.	1
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
forget	forget	vvi	forget	forget	0
that	that	d	that	that	0
ſad	ſad	j	ſad	ſad	0
time	time	n1	time	time	0
,	,	,	,	,	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
fears	fears	n2	fears	fear	0
and	and	cc	and	and	0
dangers	dangers	n2	dangers	danger	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
(	(	(	(	(	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
City	City	n1	City	city	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
and	and	cc	and	and	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Malignants	Malignants	n2	Malignants	malignant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
alſo	alſo	av	alſo	alſo	0
a	a	dt	a	a	0
strong	strong	j	strong	strong	0
faction	faction	n1	faction	faction	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
attempted	attempted	vvd	attempted	attempt	0
to	to	pc-acp	to	to	0
overthrow	overthrow	vvi	overthrow	overthrow	0
you	you	pn22	you	you	0
)	)	)	)	)	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
and	and	cc	and	and	0
profeſsion	profeſsion	n1	profeſsion	profeſsion	0
of	of	pp-f	of	of	0
ſome	ſome	d	ſome	ſome	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
moſt	moſt	av-ds	moſt	moſt	0
faithfull	faithfull	j	faithful	faithful	0
Patriots	Patriots	n2	Patriots	patriot	0
,	,	,	,	,	0
aud	aud	cc	and	and	0
wiſe	wiſe	j	wiſe	wiſe	0
members	members	n2	members	member	0
of	of	pp-f	of	of	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
that	that	cst	that	that	0
unleſſe	unleſſe	cs	unless	unless	0
God	God	np1	God	God	0
did	did	vdd	did	do	0
put	put	vvi	put	put	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
a	a	dt	a	a	0
reſolution	reſolution	n1	reſolution	reſolution	0
to	to	pc-acp	to	to	0
ſtand	ſtand	vvi	ſtand	ſtand	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
ſmall	ſmall	j	ſmall	ſmall	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
ſaving	ſaving	vvg	ſaving	ſave	0
either	either	d	either	either	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
from	from	p-acp	from	from	0
ruine	ruine	n1	ruin	ruin	0
,	,	,	,	,	0
or	or	cc	or	or	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
Liberties	Liberties	n2	Liberties	liberty	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
own	own	d	own	own	0
lives	lives	n2	lives	life	0
from	from	p-acp	from	from	0
deſtruction	deſtruction	n1	deſtruction	deſtruction	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
juncture	juncture	n1	juncture	juncture	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
did	did	vdd	did	do	0
put	put	vvi	put	put	0
ſuch	ſuch	d	ſuch	ſuch	0
a	a	dt	a	a	0
ſpirit	ſpirit	n1	ſpirit	ſpirit	0
of	of	pp-f	of	of	0
courage	courage	n1	courage	courage	0
,	,	,	,	,	0
fortitude	fortitude	n1	fortitude	fortitude	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
zeal	zeal	n1	zeal	zeal	0
into	into	p-acp	into	into	0
you	you	pn22	you	you	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
main	main	j	main	main	0
body	body	n1	body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
stood	stood	vvd	stood	stand	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
appeared	appeared	vvd	appeared	appear	0
openly	openly	av-j	openly	open	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
Patrons	Patrons	n2	Patrons	patron	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
Laws	Laws	n2	Laws	law	0
and	and	cc	and	and	0
Liberties	Liberties	n2	Liberties	liberty	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
animated	animated	vvn	animated	animate	0
to	to	pc-acp	to	to	0
proceed	proceed	vvi	proceed	proceed	0
vigorouſly	vigorouſly	av-j	vigorouſly	vigorouſ	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
wonted	wonted	j	wonted	wont	0
courſe	courſe	n1	courſe	courſe	0
of	of	pp-f	of	of	0
juſtice	juſtice	n1	juſtice	juſtice	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
terrour	terrour	n1	terror	terror	0
and	and	cc	and	and	0
aſtoniſhment	aſtoniſhment	n1	aſtoniſhment	aſtoniſhment	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
and	and	cc	and	and	0
diſturbers	diſturbers	n2	diſturbers	diſturber	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
strongly	strongly	av-j	strongly	strong	0
aſſaulted	aſſaulted	vvn	aſſaulted	aſſault	0
by	by	p-acp	by	by	0
ſpirituall	ſpirituall	j	spiritual	spiritual	0
wickedneſſes	wickedneſſes	n2	wickedneſſes	wickedneſſe	0
divers	divers	j	diverse	diverse	0
waies	waies	n2	ways	way	0
.	.	.	.	.	1
Firſt	Firſt	ord	Firſt	firſt	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
cunning	cunning	j-jn	cunning	cunning	0
ſeducers	ſeducers	n2	ſeducers	ſeducer	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
uſurping	uſurping	vvg	uſurping	uſurp	0
the	the	dt	the	the	0
name	name	n1	name	name	0
and	and	cc	and	and	0
outward	outward	j	outward	outward	0
ſhew	ſhew	n1	show	show	0
of	of	pp-f	of	of	0
rare	rare	j	rare	rare	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
have	have	vhb	have	have	0
ſtollen	ſtollen	vvn	stolen	steal	0
away	away	av	away	away	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
feigned	feigned	j-vvn	feigned	feign	0
ſanctity	ſanctity	n1	ſanctity	ſanctity	0
and	and	cc	and	and	0
large	large	j	large	large	0
promiſes	promiſes	n2	promiſes	promiſe	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
platform	platform	n1	platform	platform	0
and	and	cc	and	and	0
modell	modell	n1	model	model	0
of	of	pp-f	of	of	0
Church-Diſcipline	Church-Diſcipline	j	Church-Diſcipline	church-diſcipline	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
Reformation	Reformation	n1	Reformation	reformation	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Chriſts	Chriſts	npg1	Chriſts	chriſts	0
own	own	d	own	own	0
inſtitution	inſtitution	n1	inſtitution	inſtitution	0
,	,	,	,	,	0
have	have	vhb	have	have	0
drawn	drawn	vvn	drawn	draw	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
Schiſme	Schiſme	n1	Schism	schism	0
,	,	,	,	,	0
and	and	cc	and	and	0
ſeparation	ſeparation	n1	ſeparation	ſeparation	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
own	own	d	own	own	0
Congregations	Congregations	n2	Congregations	congregation	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
wiſdom	wiſdom	n1	wiſdom	wiſdom	0
have	have	vhb	have	have	0
quickly	quickly	av-j	quickly	quick	0
ſmelled	ſmelled	vvn	ſmelled	ſmell	0
out	out	av	out	out	0
their	their	po32	their	their	0
fraud	fraud	n1	fraud	fraud	0
,	,	,	,	,	0
and	and	cc	and	and	0
vain	vain	j	vain	vain	0
boaſting	boaſting	n-vvg	boaſting	boaſt	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
never	never	av-x	never	never	0
perform	perform	vvi	perform	perform	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
to	to	pc-acp	to	to	0
paſſe	paſſe	vvi	pass	pass	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
tried	tried	vvn	tried	try	0
,	,	,	,	,	0
(	(	(	(	(	0
when	when	c-crq	when	when	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
failed	failed	vvd	failed	fail	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
favoured	favoured	vvd	favoured	favour	0
not	not	xx	not	not	0
their	their	po32	their	their	0
modell	modell	n1	model	model	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
bold	bold	j	bold	bold	0
pretences	pretences	n2	pretences	pretence	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
lights	lights	n2	lights	light	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
ſcorned	ſcorned	vvn	ſcorned	ſcorn	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wiſe	wiſe	j	wiſe	wiſe	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
ſcorn	ſcorn	vvi	ſcorn	ſcorn	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
vouchſafe	vouchſafe	vvi	vouchſafe	vouchſafe	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
after	after	p-acp	after	after	0
thoſe	thoſe	d	thoſe	thoſe	0
ignes	ignes	fw-la	ignes	ignes	0
fatuos	fatuos	j	fatuos	fatuos	0
,	,	,	,	,	0
wandring	wandring	j-vvg	wandering	wander	0
lights	lights	n2	lights	light	0
and	and	cc	and	and	0
night	night	n1	night	night	0
fires	fires	n2	fires	fire	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
fools	fools	n2	fools	fool	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
follow	follow	vvb	follow	follow	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dark	dark	j	dark	dark	0
,	,	,	,	,	0
are	are	vbr	are	be	0
lead	lead	vvn	led	lead	0
into	into	p-acp	into	into	0
dangerous	dangerous	j	dangerous	dangerous	0
pits	pits	n2	pits	pit	0
,	,	,	,	,	0
boggs	boggs	n2	bogs	bog	0
,	,	,	,	,	0
ditches	ditches	n2	ditches	ditch	0
,	,	,	,	,	0
and	and	cc	and	and	0
downfalls	downfalls	n2	downfalls	downfall	0
