Reverend	Reverend	n-jn	Reverend	reverend	0
ſundry	ſundry	j	ſundry	ſundry	0
Years	Years	n2	Years	year	0
together	together	av	together	together	0
an	an	dt	and	a	0
unworthy	unworthy	j	unworthy	unworthy	0
Miniſter	Miniſter	n1	Miniſter	miniſter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Goſpel	Goſpel	n1	Goſpel	goſpel	0
of	of	pp-f	of	of	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
.	.	.	.	.	1
Accept	Accept	vvb	Accept	accept	0
therfore	therfore	av	therefore	therefore	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
beſeech	beſeech	vvi	beſeech	beſeech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
this	this	d	this	this	0
brotherly	brotherly	j	brotherly	brotherly	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
here	here	av	here	here	0
we	we	pns12	we	we	0
ſend	ſend	vvb	ſend	ſend	0
you	you	pn22	you	you	0
,	,	,	,	,	0
divided	divided	vvn	divided	divide	0
into	into	p-acp	into	into	0
theſe	theſe	d	theſe	theſe	0
few	few	d	few	few	0
Chapters	Chapters	n2	Chapters	chapter	0
.	.	.	.	.	1
We	We	pns12	We	we	0
are	are	vbr	are	be	0
alſo	alſo	av	alſo	alſo	0
willing	willing	j	willing	willing	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
occaſion	occaſion	n1	occaſion	occaſion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
teſtifie	teſtifie	vvi	testify	testify	0
our	our	po12	our	our	0
thankfullnes	thankfullnes	n1	thankfulness	thankfulness	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
loving	loving	j-vvg	loving	love	0
reſpect	reſpect	n1	reſpect	reſpect	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
lived	lived	vvd	lived	live	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Country	Country	n1	Country	country	0
;	;	;	;	;	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
pleaſed	pleaſed	vvn	pleaſed	pleaſ	0
to	to	pc-acp	to	to	0
own	own	vvi	own	own	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
ſad	ſad	j	ſad	ſad	0
times	times	n2	times	time	0
.	.	.	.	.	1
The	The	dt	The	the	0
Father	Father	n1	Father	father	0
of	of	pp-f	of	of	0
mercies	mercies	n2	mercies	mercy	0
be	be	vbb	be	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
thoſe	thoſe	d	thoſe	thoſe	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
ſincerity	ſincerity	n1	ſincerity	ſincerity	0
;	;	;	;	;	0
and	and	cc	and	and	0
bleſſe	bleſſe	vvb	bless	bless	0
that	that	d	that	that	0
Reverend	Reverend	n-jn	Reverend	reverend	0
and	and	cc	and	and	0
Grave	Grave	j	Grave	grave	0
Aſſembly	Aſſembly	n1	Aſſembly	aſſembly	0
,	,	,	,	,	0
wherof	wherof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
hear	hear	vvb	hear	hear	0
your	your	po22	your	your	0
ſelf	ſelf	n1	ſelf	ſelf	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
Member	Member	n1	Member	member	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
wiſe	wiſe	j	wiſe	wiſe	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
indeavours	indeavours	n2	endeavours	endeavour	0
,	,	,	,	,	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
cleared	cleared	vvn	cleared	clear	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
corruptions	corruptions	n2	corruptions	corruption	0
removed	removed	vvn	removed	remove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
,	,	,	,	,	0
Worſhip	Worſhip	n1	Worſhip	worſhip	0
,	,	,	,	,	0
and	and	cc	and	and	0
Church	Church	n1	Church	church	0
Government	Government	n1	Government	government	0
in	in	p-acp	in	in	0
ENGLAND	ENGLAND	np1	ENGLAND	England	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
praiſe	praiſe	n1	praiſe	praiſe	0
and	and	cc	and	and	0
glory	glory	n1	glory	glory	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
thoſe	thoſe	d	thoſe	thoſe	0
who	who	r-crq	who	who	0
unfainedly	unfainedly	av-j	unfeignedly	unfeigned	0
deſire	deſire	vvb	deſire	deſire	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
Ieſus	Ieſus	np1	Ieſus	Ieſus	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Scepter	Scepter	n1	Sceptre	sceptre	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
gloriouſly	gloriouſly	av-j	gloriouſly	gloriouſ	0
advanced	advanced	vvn	advanced	advance	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	1
