HOnorable	HOnorable	j	Honourable	honourable	0
inherit	inherit	vvi	inherit	inherit	0
all	all	d	all	all	0
those	those	d	those	those	0
g	g	zz	g	g	0
•	•	•	•	•	0
eat	eat	vvi	eat	eat	0
th	th	zz	th	th	0
•	•	•	•	•	0
ngs	ngs	n2-vdg	ngs	ng	0
promised	promised	vvd	promised	promise	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Fathers	Fathers	n2	Father's	father	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Ch	Ch	j-vvn	Changed	change	0
•	•	•	•	•	0
ldren	ldren	n2	ldren	ldren	0
,	,	,	,	,	0
and	and	cc	and	and	0
childrens	childrens	ng2	children's	child	0
children	children	n2	children	child	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
Christ	Christ	np1	Christ	Christ	0
your	your	po22	your	your	0
Prince	Prince	n1	Prince	prince	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
appearing	appearing	vvg	appearing	appear	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
now	now	av	now	now	0
very	very	av	very	very	0
speedily	speedily	av-j	speedily	speedy	0
,	,	,	,	,	0
be	be	vbb	be	be	0
ye	ye	pn22	you	you	0
a	a	dt	a	a	0
so	so	av	so	so	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
assured	assured	av-vvn	assured	assure	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
look	look	vvb	look	look	0
yee	yee	pn22	ye	you	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
take	take	vvb	take	take	0
heed	heed	n1	heed	heed	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
little	little	j	little	little	0
mean	mean	j	mean	mean	0
time	time	n1	time	time	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
between	between	p-acp	between	between	0
this	this	d	this	this	0
present	present	n1	present	present	0
hou	hou	uh-crq	how	how	0
•	•	•	•	•	0
e	e	sy	e	e	0
and	and	cc	and	and	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
appe	appe	n1	appe	appe	0
•	•	•	•	•	0
ring	ring	n1	ring	ring	0
)	)	)	)	)	0
no	no	dx	no	no	0
man	man	n1	man	man	0
deceive	deceive	vvi	deceive	deceive	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
way	way	n1	way	way	0
or	or	cc	or	or	0
meanes	meanes	n2	means	mean	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
there	there	a-acp	there	there	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
false	false	j	false	false	0
Prophets	Prophets	n2	Prophets	prophet	0
,	,	,	,	,	0
and	and	cc	and	and	0
deceiving	deceiving	j-vvg	deceiving	deceive	0
Spirit	Spirit	n1	Spirit	spirit	0
•	•	•	•	•	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
deceived	deceived	vvn	deceived	deceive	0
many	many	d	many	many	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
fore-told	fore-told	j	foretold	foretold	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
▪	▪	▪	▪	▪	0
So	So	av	So	so	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
still	still	av	still	still	0
many	many	d	many	many	0
,	,	,	,	,	0
even	even	av	even	even	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
ha	ha	uh	would	ha	0
•	•	•	•	•	0
d	d	sy	worser	d	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
els	els	av	else	else	0
•	•	•	•	•	0
here	here	av	here	here	0
that	that	cst	that	that	0
sh	sh	pns31	sh	she	0
•	•	•	•	•	0
ll	ll	vmb	ll	will	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
d	d	zz	d	d	0
•	•	•	•	•	0
ce	ce	fw-fr	ce	ce	0
•	•	•	•	•	0
ve	ve	pns12	we	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
〈	〈	〈	〈	〈	0
…	…	…	…	…	0
〉	〉	〉	〉	〉	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
you	you	pn22	you	you	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
heare	heare	vvi	hear	hear	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
or	or	cc	or	or	0
read	read	vvb	read	read	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
taking	taking	vvg	taking	take	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
off	off	a-acp	off	off	0
from	from	p-acp	from	from	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
hope	hope	vvb	hope	hope	0
and	and	cc	and	and	0
expectation	expectation	n1	expectation	expectation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
eternall	eternall	j	eternal	eternal	0
inheritance	inheritance	n1	inheritance	inheritance	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
•	•	•	•	•	0
ome	ome	zz	ome	ome	0
,	,	,	,	,	0
〈	〈	〈	〈	〈	0
…	…	…	…	…	0
〉	〉	〉	〉	〉	0
same	same	d	same	same	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
imagined	imagined	vvn	imagined	imagine	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
〈	〈	〈	〈	〈	0
…	…	…	…	…	0
〉	〉	〉	〉	〉	0
not	not	xx	not	not	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
all	all	d	all	all	0
such	such	d	such	such	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
〈	〈	〈	〈	〈	0
…	…	…	…	…	0
〉	〉	〉	〉	〉	0
glorious	glorious	j	glorious	glorious	0
shew	shew	vvi	show	show	0
soever	soever	av	soever	soever	0
it	it	pn31	it	it	0
makes	makes	vvz	makes	make	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
•	•	•	•	•	0
illinaries	illinaries	n2-j	illinaries	illinaries	0
;	;	;	;	;	0
Although	Although	cs	Although	although	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
〈	〈	〈	〈	〈	0
…	…	…	…	…	0
〉	〉	〉	〉	〉	0
very	very	av	very	very	0
next	next	ord	next	next	0
ensuing	ensuing	vvg	ensuing	ensue	0
age	age	n1	age	age	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
the	the	dt	the	the	0
beloved	beloved	j-vvn	beloved	belove	0
Disciple	Disciple	n1	Disciple	disciple	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
having	having	vhg	having	have	0
written	written	vvn	written	write	0
the	the	dt	the	the	0
Revelation	Revelation	n1	Revelation	revelation	0
,	,	,	,	,	0
and	and	cc	and	and	0
sent	sent	vvd	sent	send	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
seven	seven	crd	seven	seven	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
Asia	Asia	np1	Asia	Asia	0
(	(	(	(	(	0
they	they	pns32	they	they	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
disp	disp	vvi	disp	disp	0
•	•	•	•	•	0
rsed	rsed	j-vvn	rsed	rse	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
persecution	persecution	n1	persecution	persecution	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Dragon	Dragon	n1	Dragon	dragon	0
)	)	)	)	)	0
the	the	dt	the	the	0
same	same	d	same	same	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
resurrection	resurrection	n1	resurrection	resurrection	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
dead	dead	j	dead	dead	0
,	,	,	,	,	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
reigne	reigne	n1	reign	reign	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
on	on	p-acp	on	on	0
Earth	Earth	n1	Earth	earth	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
yeares	yeares	n2	years	year	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
resurrection	resurrection	n1	resurrection	resurrection	0
,	,	,	,	,	0
and	and	cc	and	and	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
was	was	vbds	was	be	0
conceived	conceived	vvn	conceived	conceive	0
,	,	,	,	,	0
taught	taught	vvn	taught	teach	0
,	,	,	,	,	0
and	and	cc	and	and	0
held	held	vvd	held	hold	0
up	up	a-acp	up	up	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
Christians	Christians	np1	Christians	Christians	0
then	then	av	then	then	0
counted	counted	vvn	counted	count	0
•	•	•	•	•	0
ound	ound	j-vvn	owned	own	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
speak	speak	vvb	speak	speak	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
being	being	n1	being	being	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
note	note	n1	note	note	0
,	,	,	,	,	0
Tertullian	Tertullian	np1	Tertullian	Tertullian	0
,	,	,	,	,	0
Ereneus	Ereneus	np1	Ereneus	Ereneus	0
,	,	,	,	,	0
Iustine	Iustine	np1	Iustine	Iustine	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
all	all	d	all	all	0
grounding	grounding	vvg	grounding	ground	0
their	their	po32	their	their	0
opinion	opinion	n1	opinion	opinion	0
chiefly	chiefly	av-jn	chiefly	chief	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
Rev.	Rev.	n1	Rev.	rev.	1
20.	20.	crd	20.	20.	0
4	4	crd	4	4	0
,	,	,	,	,	1
5	5	crd	5	5	0
,	,	,	,	,	0
6.	6.	crd	6.	6.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
now	now	av	now	now	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
(	(	(	(	(	0
•	•	•	•	•	0
aving	aving	vhg	aving	ave	0
lain	lain	vvn	lain	lie	0
dead	dead	j	dead	dead	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
hundred	hundred	crd	hundred	hundred	0
years	years	n2	years	year	0
)	)	)	)	)	0
is	is	vbz	is	be	0
again	again	av	again	again	0
revived	revived	vvn	revived	revive	0
and	and	cc	and	and	0
maintained	maintained	vvn	maintained	maintain	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
esteem	esteem	n1	esteem	esteem	0
also	also	av	also	also	0
•	•	•	•	•	0
or	or	cc	or	or	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
whose	whose	rg-crq	whose	who	0
names	names	n2	names	name	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
credit	credit	n1	credit	credit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
carry	carry	vvi	carry	carry	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
countenance	countenance	n1	countenance	countenance	0
and	and	cc	and	and	0
authority	authority	n1	authority	authority	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
are	are	vbr	are	be	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
published	published	vvn	published	publish	0
books	books	n2	books	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
)	)	)	)	)	0
mentioned	mentioned	vvd	mentioned	mention	0
and	and	cc	and	and	0
described	described	vvn	described	describe	0
with	with	p-acp	with	with	0
high	high	j	high	high	0
applause	applause	n1	applause	applause	0
,	,	,	,	,	0
insomuch	insomuch	av	insomuch	insomuch	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
is	is	vbz	is	be	0
almost	almost	av	almost	almost	0
generally	generally	av-j	generally	general	0
entertained	entertained	vvn	entertained	entertain	0
both	both	d	both	both	0
by	by	p-acp	by	by	0
Ministers	Ministers	n2	Ministers	minister	0
and	and	cc	and	and	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
especially	especially	av-j	especially	especial	0
that	that	cst	that	that	0
seem	seem	vvb	seem	seem	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
zealous	zealous	j	zealous	zealous	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
embrace	embrace	vvb	embrace	embrace	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
mystery	mystery	n1	mystery	mystery	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Although	Although	cs	Although	although	0
all	all	d	all	all	0
this	this	d	this	this	0
bee	bee	vbb	be	be	0
so	so	av	so	so	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
neverthelesse	neverthelesse	av	nevertheless	nevertheless	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
possibly	possibly	av-j	possibly	possible	0
be	be	vbi	be	be	0
,	,	,	,	,	0
And	And	cc	And	and	0
if	if	cs	if	if	0
one	one	pi	one	one	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
inferior	inferior	j-jn	inferior	inferior	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
great	great	j	great	great	0
respects	respects	n2	respects	respect	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
and	and	cc	and	and	0
esteeme	esteeme	n1	esteem	esteem	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
comparison	comparison	n1	comparison	comparison	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
so	so	av	so	so	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
I	I	pns11	I	i	0
then	then	av	then	then	0
durst	durst	vvd	durst	dare	0
say	say	vvi	say	say	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
all	all	d	all	all	0
deceived	deceived	vvn	deceived	deceive	0
,	,	,	,	,	0
and	and	cc	and	and	0
erre	erre	vvi	err	err	0
,	,	,	,	,	0
not	not	xx	not	not	0
understanding	understanding	vvg	understanding	understand	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
say	say	vvi	say	say	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
also	also	av	also	also	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
plainly	plainly	av-j	plainly	plain	0
to	to	pc-acp	to	to	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
though	though	cs	though	though	0
not	not	xx	not	not	0
unto	unto	p-acp	unto	unto	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
children	children	n2	children	child	0
of	of	pp-f	of	of	0
Wisdome	Wisdome	n1	Wisdom	wisdom	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Kingdome	Kingdome	n1	Kingdom	kingdom	0
doth	doth	vdz	does	do	0
concerne	concerne	vvi	concern	concern	0
,	,	,	,	,	0
and	and	cc	and	and	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
best	best	av-js	best	best	0
discerne	discerne	vvi	discern	discern	0
and	and	cc	and	and	0
judge	judge	vvi	judge	judge	0
between	between	p-acp	between	between	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
error	error	n1	error	error	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
is	is	vbz	is	be	0
all	all	d	all	all	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
request	request	vvi	request	request	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
duly	duly	av-jn	duly	due	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	j	present	present	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
ye	ye	pn22	you	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
not	not	xx	not	not	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
sobernesse	sobernesse	n1	soberness	soberness	0
,	,	,	,	,	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
then	then	av	then	then	0
be	be	vbi	be	be	0
reproved	reproved	vvn	reproved	reprove	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
submit	submit	vvb	submit	submit	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
praying	praying	vvg	praying	pray	0
alwayes	alwayes	av	always	always	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
and	and	cc	and	and	0
desiring	desiring	vvg	desiring	desire	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
whole	whole	j-jn	whole	whole	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
may	may	vmb	may	may	0
prosper	prosper	vvi	prosper	prosper	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvb	take	take	0
place	place	n1	place	place	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
chosen	chosen	j-vvn	chosen	choose	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
last	last	ord	last	last	0
dayes	dayes	n2	days	day	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
〈	〈	〈	〈	〈	0
◊	◊	sy	◊	◊	0
〉	〉	〉	〉	〉	0
would	would	vmd	would	will	0
give	give	vvi	give	give	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
all	all	d	all	all	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
lead	lead	vvb	led	lead	0
us	us	pno12	us	we	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
enable	enable	vvi	enable	enable	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
