Right	Right	n-jn	Right	right	0
years	years	n2	years	year	0
ſpent	ſpent	vvn	ſpent	ſpent	0
ſome	ſome	d	ſome	ſome	0
time	time	n1	time	time	0
every	every	d	every	every	0
Lords	Lords	n2	Lords	lord	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
imploiment	imploiment	n1	employment	employment	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
importuned	importuned	vvd	importuned	importune	0
by	by	p-acp	by	by	0
ſome	ſome	d	ſome	ſome	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
partakers	partakers	n2	partakers	partaker	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
thoſe	thoſe	d	thoſe	thoſe	0
Annotations	Annotations	n2	Annotations	annotation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Preſſe	Preſſe	n1	Press	press	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
ſubſtance	ſubſtance	n1	ſubſtance	ſubſtance	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
collected	collected	vvn	collected	collect	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
ſervice	ſervice	n1	ſervice	ſervice	0
.	.	.	.	.	1
They	They	pns32	They	they	0
alledged	alledged	vvd	alleged	allege	0
what	what	r-crq	what	what	0
ſatisfaction	ſatisfaction	n1	ſatisfaction	ſatisfaction	0
and	and	cc	and	and	0
comfort	comfort	vvi	comfort	comfort	0
themſelves	themſelves	px32	themſelves	themſelves	0
had	had	vhn	had	have	0
received	received	vvn	received	receive	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearing	hearing	n-vvg	hearing	hear	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	q-crq	what	what	0
an	an	dt	and	a	0
advantage	advantage	n1	advantage	advantage	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
ready	ready	j	ready	ready	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
to	to	pc-acp	to	to	0
inform	inform	vvi	inform	inform	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
they	they	pns32	they	they	0
ſcrupled	ſcrupled	vvd	ſcrupled	ſcruple	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
private	private	j	private	private	0
reading	reading	n-vvg	reading	read	0
;	;	;	;	;	0
and	and	cc	and	and	0
ſo	ſo	av	ſo	ſo	0
farre	farre	av-j	far	far	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
ſwayed	ſwayed	vvn	ſwayed	ſway	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
ſaid	ſaid	vvd	ſaid	ſay	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
reſolved	reſolved	vvd	reſolved	reſolve	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
publiſhing	publiſhing	vvg	publiſhing	publiſh	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
triall	triall	n1	trial	trial	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
find	find	vvi	find	find	0
that	that	d	that	that	0
approbation	approbation	n1	approbation	approbation	0
and	and	cc	and	and	0
welcome	welcome	n-jn	welcome	welcome	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
give	give	vvi	give	give	0
encouragement	encouragement	n1	encouragement	encouragement	0
to	to	pc-acp	to	to	0
ſend	ſend	vvi	ſend	ſend	0
•	•	•	•	•	0
orth	orth	av	orth	orth	0
the	the	dt	the	the	0
reſt	reſt	n1	reſt	reſt	0
after	after	p-acp	after	after	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Theſe	Theſe	d	Theſe	theſe	0
indeed	indeed	av	indeed	indeed	0
come	come	vvn	come	come	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
ſad	ſad	j	ſad	ſad	0
time	time	n1	time	time	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
arms	arms	n2	arms	arm	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
farre	farre	av-j	far	far	0
more	more	dc	more	more	0
requeſt	requeſt	n1	requeſt	requeſt	0
then	then	cs	then	than	0
books	books	n2	books	book	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
muſt	muſt	crd	muſt	muſt	0
herein	herein	av	herein	herein	0
ſubmit	ſubmit	vvb	ſubmit	ſubmit	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
fared	fared	vvn	fared	fare	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
a	a	dt	a	a	0
traveller	traveller	n1	traveller	traveller	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
prepared	prepared	vvn	prepared	prepare	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
journey	journey	n1	journey	journey	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
ſunne	ſunne	n1	sun	sun	0
ſhined	ſhined	vvd	ſhined	ſhine	0
fair	fair	j	fair	fair	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
was	was	vbds	was	be	0
conſtrained	conſtrained	vvn	conſtrained	conſtrain	0
at	at	p-acp	at	at	0
laſt	laſt	ord	laſt	laſt	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
ſtorm	ſtorm	n1	ſtorm	ſtorm	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
firſt	firſt	ord	firſt	firſt	0
to	to	pc-acp	to	to	0
tranſcribe	tranſcribe	vvi	tranſcribe	tranſcribe	0
theſe	theſe	d	theſe	theſe	0
Notes	Notes	n2	Notes	note	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Preſſe	Preſſe	n1	Press	press	0
the	the	dt	the	the	0
skie	skie	n1	sky	sky	0
was	was	vbds	was	be	0
clear	clear	j	clear	clear	0
and	and	cc	and	and	0
ſhined	ſhined	vvd	ſhined	ſhine	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
now	now	av	now	now	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
ſhould	ſhould	vmd	ſhould	ſhould	0
go	go	vvi	go	go	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
kingdome	kingdome	n1	kingdom	kingdom	0
is	is	vbz	is	be	0
overſpread	overſpread	vvn	overſpread	overſpread	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
poure	poure	vvi	pour	pour	0
down	down	a-acp	down	down	0
ſhowrs	ſhowrs	n2	showers	shower	0
of	of	pp-f	of	of	0
bloud	bloud	n1	blood	blood	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
land	land	n1	land	land	0
:	:	:	:	:	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
give	give	vvb	give	give	0
us	us	pno12	us	we	0
grace	grace	vvi	grace	grace	0
to	to	pc-acp	to	to	0
turn	turn	vvi	turn	turn	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
promiſed	promiſed	vvn	promiſed	promiſe	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
refuge	refuge	n1	refuge	refuge	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
storm	storm	n1	storm	storm	0
.	.	.	.	.	1
Well	Well	uh-av	Well	well	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
book	book	n1	book	book	0
being	being	vbg	being	be	0
paſſed	paſſed	vvn	paſſed	paſ	0
the	the	dt	the	the	0
Preſſe	Preſſe	n1	Press	press	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
withall	withall	av	withal	withal	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
upon	upon	p-acp	upon	upon	0
Gods	Gods	ng1	Gods	god	0
buſineſſe	buſineſſe	n1	business	business	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
unwilling	unwilling	j	unwilling	unwilling	0
to	to	pc-acp	to	to	0
forbear	forbear	vvi	forbear	forbear	0
the	the	dt	the	the	0
publiſhing	publiſhing	vvg	publiſhing	publiſh	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
eſpecially	eſpecially	av-j	eſpecially	eſpecial	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
conſider	conſider	vvi	conſider	conſider	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
drift	drift	n1	drift	drift	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
with	with	p-acp	with	with	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
never	never	av-x	never	never	0
more	more	av-dc	more	more	0
need	need	vvi	need	need	0
for	for	p-acp	for	for	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
ſtudying	ſtudying	vvg	ſtudying	ſtudy	0
Gods	Gods	npg1	Gods	God	0
word	word	n1	word	word	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
troubleſome	troubleſome	j	troubleſome	troubleſome	0
and	and	cc	and	and	0
ſad	ſad	j	ſad	ſad	0
times	times	n2	times	time	0
,	,	,	,	,	0
God	God	np1	God	God	0
having	having	vhg	having	have	0
there	there	a-acp	there	there	0
ſtored	ſtored	vvn	ſtored	ſtor	0
up	up	a-acp	up	up	0
thoſe	thoſe	d	thoſe	thoſe	0
cordialls	cordialls	n2	cordials	cordial	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
ſuch	ſuch	d	ſuch	ſuch	0
times	times	n2	times	time	0
muſt	muſt	crd	muſt	muſt	0
chear	chear	n1	cheer	cheer	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
ſick	ſick	j	ſick	ſick	0
fainting	fainting	j-vvg	fainting	faint	0
ſpirits	ſpirits	n2	ſpirits	ſpirit	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
poore	poore	j	poor	poor	0
afflicted	afflicted	j-vvn	afflicted	afflict	0
ſervants	ſervants	n2	ſervants	ſervant	0
:	:	:	:	:	0
unleſſe	unleſſe	cs	unless	unless	0
thy	thy	po21	thy	thy	0
Law	Law	n1	Law	law	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
my	my	po11	my	my	0
delight	delight	n1	delight	delight	0
,	,	,	,	,	0
ſaith	ſaith	vvz	says	say	0
David	David	np1	David	David	0
,	,	,	,	,	0
Pſal	Pſal	n1	Pſal	pſal	0
.	.	.	.	.	1
119.	119.	crd	119.	119.	0
92.	92.	crd	92.	92.	1
I	I	pns11	I	i	0
then	then	av	then	then	0
had	had	vhd	had	have	0
periſhed	periſhed	vvn	periſhed	periſh	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
afflictions	afflictions	n2	afflictions	affliction	0
.	.	.	.	.	1
Having	Having	vhg	Having	have	0
therefore	therefore	av	therefore	therefore	0
reſolved	reſolved	vvn	reſolved	reſolve	0
to	to	pc-acp	to	to	0
publiſh	publiſh	vvi	publiſh	publiſh	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
ſucceſſe	ſucceſſe	n1	success	success	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
good	good	j	good	good	0
providence	providence	n1	providence	providence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
here	here	av	here	here	0
preſent	preſent	vvi	preſent	preſent	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
firſt	firſt	ord	firſt	firſt	0
place	place	n1	place	place	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
of	of	pp-f	of	of	0
right	right	n-jn	right	right	0
belong	belong	vvi	belong	belong	0
.	.	.	.	.	1
If	If	cs	If	if	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
prove	prove	vvi	prove	prove	0
a	a	dt	a	a	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whoſe	whoſe	rg-crq	whoſe	whoſe	0
ſouls	ſouls	n2	ſouls	ſoul	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
committed	committed	vvn	committed	commit	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
charge	charge	n1	charge	charge	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
,	,	,	,	,	0
or	or	cc	or	or	0
adde	adde	vvi	add	add	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
ſtock	ſtock	n1	ſtock	ſtock	0
of	of	pp-f	of	of	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
if	if	cs	if	if	0
not	not	xx	not	not	0
all	all	d	all	all	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
my	my	po11	my	my	0
chief	chief	j-jn	chief	chief	0
deſire	deſire	n1	deſire	deſire	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jeſus	Jeſus	np1	Jeſus	Jeſus	0
Chriſt	Chriſt	np1	Chriſt	Chriſt	0
himſelf	himſelf	px31	himſelf	himſelf	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
even	even	av	even	even	0
our	our	po12	our	our	0
father	father	n1	father	father	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
